400,13856155.34,19787399.93
405,15389746.91,19027042.29
410,16256948.48,18674679.41
415,16414867.7,18715928
416,16367755.57,18772403
417,16295573.08,18843999.18
418,16195347.26,18931560.07
419,16074283.76,19035692.79
420,15921734.64,19154936.02
421,15742798.8,19289643.96
422,15530137.77,19436285.68
423,15287900.34,19594814.29
424,15028377.1,19765336.73
425,14745555.9,19948361.6
426,14447176.6,20142627.38
427,14116091.71,20341938.64
428,13761504.61,20544730.7
429,13406537.46,20755082.32
430,13050290.52,20981005.02
431,12701682.6,21220317.88
432,12328295.39,21460166.75
433,11933352.87,21695051.38
434,11556767.82,21934586.67
435,11198451.87,22199706.49
436,10868831.35,22490036.22
437,10527801.82,22779902.74
438,10152165.9,23055291.44
439,9799755.683,23328273.65
440,9477536.485,23632738.49
441,9191195.201,23979920.12
442,8921046.4,24331517.67
443,8604278.468,24655872.07
444,8288778.476,24962150.77
445,8014724.428,25292485.8
446,7766799.693,25683705.79
447,7558625.245,26103407.08
448,7328662.956,26488508.28
449,7055070.174,26828117.26
450,6817452.923,27162204.58
451,6611083.068,27551693.58
452,6430167.777,28011252.72
453,6279277.583,28469002.53
454,6081217.926,28862057.89
455,5858949.126,29204655.14
456,5684624.723,29556668.86
457,5527038.968,29982555.32
458,5395533.989,30473842.58
459,5286499.985,30937835.27
460,5122018.114,31319476.93
461,4943631.364,31649835.6
462,4813762.473,31997638.04
463,4691218.972,32426600.02
464,4590689.395,32919054.68
465,4514528.294,33372545.97
470,3959738.572,35201444.95
475,3539414.015,36796202.24
480,3192036.397,38326313.94
485,2962850.641,39715726.48
490,2718601.459,40642238.22
495,2535664.848,41090846.83
500,2401541.576,41529420.91
505,2355127.254,41719578.22
510,2302208.195,41250095.54
515,2347274.711,40703759.44
520,2542437.575,39996053.19
525,2865530.741,38541788.46
530,3519081.277,36967758.79
531,3684145.744,36521028.08
532,3879389.193,36100366.22
533,4091894.884,35723923.02
534,4315134.831,35384097.93
535,4551582.063,35049634.14
536,4789767.871,34692421.94
537,5003738.852,34315177.71
538,5178756.768,33949585.66
539,5318260.437,33633645.16
540,5422221.805,33397368.18
541,5476745.271,33260510.74
542,5471102.833,33226377.04
543,5410105.922,33272904.08
544,5301945.491,33358820.05
545,5146335.049,33443807.16
546,4945107.075,33505024.69
547,4716199.083,33538244.47
548,4485566.39,33553023.1
549,4268291.123,33568185.42
550,4066340.732,33601588.37
551,3881723.339,33653330.58
552,3720710.656,33697638.46
553,3583841.205,33695959.75
554,3462092.474,33621483.67
555,3349028.048,33473841.08
556,3251118.756,33275934.83
557,3180093.769,33061397.98
558,3138956.148,32861442.67
559,3122128.595,32692630.99
560,3127066.522,32546722.07
561,3157755.272,32392906.22
562,3215478.562,32194704.35
563,3293755.544,31931743.65
564,3387389.741,31609922.64
565,3502237.368,31254519.85
566,3650217.712,30895580.49
567,3836036.858,30556296.94
568,4053732.693,30247088.8
569,4295194.155,29964200.38
570,4554770.856,29693788.58
571,4821872.842,29423358.88
572,5073376.213,29154343.58
573,5279269.57,28905921.78
574,5416081.049,28706323.78
575,5472570.228,28579783.65
576,5444563.013,28539373.55
577,5331076.994,28586767.02
578,5138982.785,28713181.46
579,4887835.081,28897896.55
580,4603820.778,29108443.76
581,4307192.236,29307670.94
582,4007357.008,29465683.07
583,3710058.632,29569125
584,3425337.316,29622555.36
585,3165306.655,29643560.46
586,2935718.779,29656208.75
587,2733242.547,29683098.99
588,2552006.476,29736007.22
589,2390416.29,29809342.16
590,2249633.493,29881607.67
591,2127239.013,29926201.08
592,2015981.771,29925827.09
593,1909842.949,29880405.13
594,1809539.706,29805264.67
595,1720229.484,29723986.85
596,1644278.074,29660510.02
597,1578190.849,29632767.34
598,1516950.717,29647130.6
599,1459557.919,29694382.59
600,1408703.062,29752010.63
