400.00	8.0514E-18
410.00	7.6065E-18
420.00	7.1788E-18
430.00	6.8153E-18
440.00	6.4931E-18
450.00	6.1407E-18
460.00	5.9381E-18
470.00	5.6204E-18
480.00	5.3509E-18
490.00	5.0865E-18
500.00	4.9700E-18
510.00	4.8382E-18
520.00	4.7202E-18
530.00	4.5311E-18
540.00	4.4496E-18
550.00	4.3373E-18
560.00	4.1742E-18
570.00	4.0702E-18
580.00	3.9736E-18
590.00	3.8135E-18
600.00	3.7898E-18
610.00	3.6062E-18
620.00	3.5253E-18
630.00	3.5318E-18
640.00	3.4493E-18
650.00	3.4291E-18
660.00	3.3817E-18
670.00	3.3270E-18
680.00	3.2937E-18
690.00	3.2427E-18
700.00	3.2522E-18
710.00	3.2281E-18
720.00	3.1952E-18
730.00	3.1282E-18
740.00	3.2202E-18
750.00	3.2321E-18
760.00	3.2460E-18
770.00	3.2626E-18
780.00	3.3035E-18
790.00	3.3784E-18
800.00	3.4491E-18
810.00	3.5355E-18
820.00	3.6616E-18
830.00	3.6632E-18
840.00	3.4507E-18
850.00	3.2711E-18
860.00	3.0797E-18
870.00	2.8793E-18
880.00	2.6977E-18
890.00	2.4689E-18
900.00	2.2489E-18
910.00	2.0282E-18
920.00	1.8220E-18
930.00	1.6381E-18
940.00	1.4908E-18
950.00	1.3119E-18
960.00	1.2055E-18
970.00	1.1361E-18
980.00	1.0482E-18
990.00	9.6873E-19
1000.0	8.9648E-19
