#
#"Wavelength / nm"	"Eps'' (Fit) [Real Part]"
#-------------------------------------------
400.00000183208	0.025117425248027
400.24038401921	0.025559263303876
400.48105529805	0.026017978787422
400.72201619042	0.026492372155190
400.96326721940	0.026981405913830
401.20480890933	0.027484182268381
401.44664178580	0.027999913319945
401.68876637569	0.028527889400721
401.93121532621	0.029067466035485
402.17392496744	0.029618043452501
402.41692791042	0.030179049819708
402.66022468712	0.030749937519431
402.90381583082	0.031330160796642
403.14770187607	0.031919177621603
403.39188335873	0.032516423612833
403.63636081596	0.033121332526207
403.71936660680	0.033328179270029
403.88113478620	0.033733297139406
404.12620580922	0.034351695328951
404.37157442610	0.034975852817297
404.61724117922	0.035605065524578
404.86320661230	0.036238580942154
405.10950389940	0.036875598132610
405.35606836853	0.037515264004469
405.60293315677	0.038156669586897
405.85009881313	0.038798853754997
406.09756588799	0.039440792053938
406.34533493304	0.040081400424242
406.59340650134	0.040719542652369
406.84178114729	0.041354015469551
407.09045942666	0.041983563452959
407.33944189657	0.042606871575117
407.47332323769	0.042938649654388
407.58872911549	0.043222572654486
407.83832164328	0.043829251080751
408.08822004116	0.044425446540117
408.33845802300	0.045009654015303
408.58896989094	0.045580338686705
408.83978932099	0.046135939657688
409.09091687992	0.046674869954586
409.34235313587	0.047195542603731
409.59409865838	0.047696363180876
409.84615401840	0.048175740987062
410.09851978829	0.048632122576237
410.35119654181	0.049063965678215
410.60418485414	0.049469787627459
410.85748530189	0.049848150461912
411.11109846306	0.050197683274746
411.26219937735	0.050391472876072
411.36502491712	0.050517097115517
411.61929893105	0.050805196166039
411.87385375664	0.051060881465673
412.12872362215	0.051283158361912
412.38390911280	0.051471170037985
412.63941081524	0.051624175161123
412.89522931758	0.051741573959589
413.15136520940	0.051822911947966
413.40781908174	0.051867883652449
413.66459152708	0.051876328885555
413.92168313942	0.051848247647285
414.17909451421	0.051783785223961
414.43682624839	0.051683243364096
414.69487894037	0.051547076553106
414.95328742409	0.051375873386860
415.08626069745	0.051274415105581
415.21198387563	0.051170364022255
415.47100308929	0.050931409001350
415.73034566951	0.050659995526075
415.99001222219	0.050357215106487
416.25000335478	0.050024267286062
416.51031967625	0.049662433564663
416.77096179709	0.049273088574409
417.03193032930	0.048857662826777
417.29322588643	0.048417650163174
417.55484908358	0.047954574227333
417.81680053738	0.047470010817051
418.07908086599	0.046965535730124
418.34172548456	0.046442747116089
418.60466546733	0.045903239399195
418.86793618889	0.045348592102528
418.94591417322	0.045181725174189
419.13153827366	0.044780369848013
419.39547234762	0.044200107455254
419.65973903836	0.043609302490950
419.92433897503	0.043009415268898
420.18927278837	0.042401857674122
420.45454111071	0.041787985712290
420.72014457600	0.041169099509716
420.98608381976	0.040546450763941
421.25235947914	0.039921216666698
421.51897219290	0.039294518530369
421.78595797212	0.038667406886816
422.05324676223	0.038040880113840
422.32087453281	0.037415854632854
422.58884192911	0.036793198436499
422.84147237111	0.036209788173437
422.85714959804	0.036173708736897
423.12579818814	0.035558119416237
423.39478834961	0.034947108477354
423.66412073428	0.034341294318438
423.93379599567	0.033741239458323
424.20381478894	0.033147446811199
424.47417777095	0.032560374587774
424.74488560020	0.031980428844690
425.01593893690	0.031407970935106
425.28733844293	0.030843319371343
425.55912078823	0.030286744236946
425.83121467141	0.029738483950496
426.10365671983	0.029198735952377
426.37644760219	0.028667666018009
426.64958798887	0.028145406395197
426.77321648770	0.027912145480514
426.92307855200	0.027632065117359
427.19691996542	0.027127716690302
427.47111290470	0.026632415130734
427.74565804714	0.026146188378334
428.02055607180	0.025669045746326
428.29580765946	0.025200976058841
428.57141349268	0.024741953238845
428.84737425576	0.024291932582855
429.12372724685	0.023850856348872
429.40039997686	0.023418655619025
429.67742970033	0.022995246574283
429.95481710868	0.022580537945032
430.23256289507	0.022174431011081
430.51066775447	0.021776814013720
430.74154075063	0.021453471854329
430.78913238368	0.021387575194240
431.06795748124	0.021006589755416
431.34714374756	0.020633734762669
431.62669188483	0.020268876105547
431.90660259708	0.019911881536245
432.18687659014	0.019562613219023
432.46751457171	0.019220933318138
432.74855448454	0.018886698409915
433.02992262197	0.018559768795967
433.31165688210	0.018239999189973
433.59375798002	0.017927248030901
433.87622663267	0.017621368169785
434.15906355885	0.017322221770883
434.44226947924	0.017029661685228
434.72584511642	0.016743550077081
434.74677498136	0.016722716391087
435.00979119484	0.016463743522763
435.29410844084	0.016190102323890
435.57879758268	0.015922492370009
435.86385935051	0.015660775825381
436.14929447639	0.015404817648232
436.43514156462	0.015154485590756
436.72132566018	0.014909651130438
437.00788532163	0.014670184813440
437.29482128876	0.014435961842537
437.58213430329	0.014206857420504
437.86982510889	0.013982750475407
438.15789445121	0.013763523660600
438.44634307782	0.013549057766795
438.73517173831	0.013339240103960
438.78921636176	0.013300518505275
439.02438118421	0.013133959844708
439.31397216905	0.012933105230331
439.60394544835	0.012736571021378
439.89430177961	0.012544251047075
440.18508044622	0.012356045655906
440.47620521293	0.012171852402389
440.76771531629	0.011991574428976
441.05961152185	0.011815116740763
441.35189459720	0.011642387136817
441.64456531197	0.011473293416202
441.93762443784	0.011307748034596
442.23107274852	0.011145664379001
442.52491101978	0.010986958630383
442.81914002947	0.010831548832357
442.86928210562	0.010805417783558
443.11376055749	0.010679353959858
443.40877338584	0.010530296713114
443.70417929857	0.010384301654994
444.00001827638	0.010241293348372
444.29621277079	0.010101201012731
444.59280271448	0.0099639538675547
444.88978889992	0.0098294839262962
445.18717212171	0.0096977232024074
445.48495317657	0.0095686083659530
445.78313286336	0.0094420751556754
446.08171198305	0.0093180621042848
446.38069133881	0.0091965105384588
446.68007173592	0.0090773599222302
446.97985398184	0.0089605543762445
446.98724246729	0.0089577054604888
447.28003888620	0.0088460389524698
447.58062726080	0.0087337596341968
447.88165980245	0.0086236633360386
448.18305761538	0.0085156997665763
448.48486134719	0.0084098186343908
448.78707181848	0.0083059715107083
449.08968985204	0.0082041118294001
449.39271627289	0.0081041930243373
449.69615190826	0.0080061703920364
449.99999758764	0.0079100010916591
450.30425414276	0.0078156422823668
450.60892240759	0.0077230520546436
450.91400321836	0.0076321917586029
451.14353018815	0.0075650303624570
451.21949741357	0.0075430213473737
451.52540583400	0.0074555026367307
451.83176991212	0.0073695988394320
452.13850936956	0.0072852736338973
452.44566558837	0.0072024916298687
452.75323941849	0.0071212192997336
453.06123171219	0.0070414231158793
453.36964332404	0.0069630695506930
453.67847511096	0.0068861283361912
453.98772793218	0.0068105678074062
454.29740264930	0.0067363581620157
454.60750012626	0.0066634700633585
454.91802122936	0.0065918746404350
455.22896682728	0.0065215448848903
455.33846709618	0.0064971018582582
455.54033779105	0.0064524533227086
455.85217630909	0.0063845738768578
456.16440068388	0.0063178804703057
456.47705305214	0.0062523479573429
456.79013429450	0.0061879525892437
457.10364529401	0.0061246696859598
457.41758693614	0.0060624768957496
457.73196010882	0.0060013509355485
458.04676570240	0.0059412703849375
458.36200460969	0.0058822138234973
458.67767772596	0.0058241593651474
458.99378594893	0.0057670879177749
459.31033017883	0.0057109785266221
459.57237913119	0.0056653013452888
459.62731131835	0.0056558125652373
459.94477233282	0.0056015704758465
460.26263006780	0.0055482345633209
460.58092743561	0.0054957862012088
460.89966534897	0.0054442081600428
461.21884472312	0.0053934832103550
461.53846647587	0.0053435945883393
461.85853152754	0.0052945264615119
462.17904080103	0.0052462625317276
462.49999522178	0.0051987874321640
462.82139571782	0.0051520862616599
463.14324321977	0.0051061441190541
463.46553866080	0.0050609465688467
463.78828297673	0.0050164796411991
463.84568209322	0.0050086546689272
464.11147710595	0.0049727302975953
464.43516487490	0.0049296841025352
464.75926151629	0.0048873289488256
465.08381080205	0.0048456513322890
465.40881368112	0.0048046396113932
465.73427110508	0.0047642816789448
466.06018402819	0.0047245649620891
466.38655340736	0.0046854787506163
466.71338020219	0.0046470118686557
467.04066537499	0.0046091526746750
467.36840989075	0.0045718909241259
467.69661471717	0.0045352159067988
468.02528082468	0.0044991178438067
468.15871553692	0.0044846399687231
468.35440918645	0.0044635864906013
468.68404445203	0.0044286125339568
469.01410031426	0.0043941861949861
469.34462136682	0.0043602981604636
469.67560859388	0.0043269395828247
470.00706298239	0.0042941016145051
470.33898552208	0.0042617763392627
470.67137720550	0.0042299544438720
471.00423902799	0.0041986280120909
471.33757198771	0.0041677895933390
471.67137708565	0.0041374308057129
472.00565532564	0.0041075446642935
472.34040771435	0.0040781232528389
472.51186831484	0.0040632490999997
472.67563526132	0.0040491595864296
473.01138346281	0.0040206471458077
473.34756442962	0.0039925784803927
473.68422360067	0.0039649470709264
474.02136199703	0.0039377463981509
474.35898064266	0.0039109704084694
474.69708056447	0.0038846123497933
475.03566279228	0.0038586668670177
475.37472835885	0.0038331279065460
475.71427829990	0.0038079896476120
476.05431365410	0.0037832467351109
476.39483546311	0.0037588938139379
476.73584477155	0.0037349252961576
476.90549251865	0.0037231573369354
477.07734262706	0.0037113362923265
477.41937539707	0.0036881219130009
477.76185356663	0.0036652772687376
478.10482344433	0.0036427977029234
478.44828608987	0.0036206785589457
478.79224256601	0.0035989156458527
479.13669393856	0.0035775045398623
479.48164127639	0.0035564412828535
479.82708565148	0.0035357214510441
480.17302813886	0.0035153415519744
480.51946981669	0.0034952973946929
480.86641176625	0.0034755857195705
481.21385507191	0.0034562030341476
481.33994571874	0.0034492569975555
481.56180082123	0.0034371456131339
481.91029627825	0.0034184104297310
482.25925025693	0.0033999944571406
482.60870996093	0.0033818942029029
482.95867649042	0.0033641071058810
483.30915094878	0.0033466303721070
483.66013444262	0.0033294609747827
484.01162808173	0.0033125968184322
484.36363297915	0.0032960353419185
484.71615025114	0.0032797739841044
485.06918101724	0.0032638106495142
485.42272640023	0.0032481434755027
485.77678752618	0.0032327701337636
485.81563814913	0.0032311021350324
486.13136552444	0.0032176887616515
486.48650858214	0.0032028981950134
486.84212379510	0.0031883961055428
487.19825928844	0.0031741813290864
487.55491620476	0.0031602527014911
487.91209569005	0.0031466085929424
488.26979889364	0.0031332478392869
488.62802696823	0.0031201699748635
488.98678106992	0.0031073733698577
489.34606235819	0.0030948577914387
489.70587199595	0.0030826225411147
490.06621114952	0.0030706669203937
490.33298956226	0.0030620074830949
490.42708098865	0.0030589906964451
490.78848268656	0.0030475938692689
491.15046538093	0.0030364757403731
491.51293440067	0.0030256370082498
491.87593881977	0.0030150774400681
492.23947982537	0.0030047975014895
492.60355860809	0.0029947976581752
492.96817636210	0.0029850783757865
493.33333428510	0.0029756408184767
493.69903357836	0.0029664856847376
494.06527544667	0.0029576143715531
494.43206109845	0.0029490275774151
494.79939174567	0.0029407273977995
494.89228359538	0.0029386756941676
495.16726860393	0.0029327149968594
495.53569289243	0.0029249924700707
495.90471472805	0.0029175614472479
496.27423762210	0.0029104247223586
496.64431162603	0.0029035841580480
497.01493797366	0.0028970427811146
497.38611790247	0.0028908031526953
497.75785265368	0.0028848682995886
498.13014347220	0.0028792417142540
498.50299160668	0.0028739266563207
498.87639830948	0.0028689273167402
499.25036483675	0.0028642471879721
499.49400182460	0.0028613754548132
499.62489244841	0.0028598909266293
499.99998240813	0.0028558631893247
500.37563598341	0.0028521683998406
500.75190430007	0.0028488123789430
501.12868899925	0.0028458000160754
501.50604113954	0.0028431375976652
501.88396200378	0.0028408311773092
502.26245287866	0.0028388870414346
502.64151505476	0.0028373126406223
503.02114982654	0.0028361147269607
503.40135849240	0.0028353014495224
503.78214235467	0.0028348807245493
504.13853909449	0.0028348502237350
504.16350271959	0.0028348613996059
504.54544089739	0.0028352525550872
504.92795820227	0.0028360635042191
505.31105595240	0.0028373049572110
505.69473546998	0.0028389869257808
506.07904900210	0.0028411212842911
506.46389611468	0.0028437194414437
506.84932898560	0.0028467942029238
507.23534895323	0.0028503588400781
507.62195735999	0.0028544270899147
508.00915555241	0.0028590138535947
508.39694488113	0.0028641342651099
508.78532670093	0.0028698050882667
508.82624622865	0.0028704341966659
509.17430237071	0.0028760430868715
509.56387325354	0.0028828666545451
509.95404071666	0.0028902946505696
510.34480613152	0.0028983475640416
510.73617087375	0.0029070461168885
511.12818826525	0.0029164133593440
