0.643623361,300.5989238
1.287246722,252.6479178
2.145411204,189.1165601
3.003575685,129.7799335
3.432657926,84.04817774
3.861740167,52.87744233
4.290822408,12.07149354
4.505363528,3.375218453
5.148986889,1.090776692
4.934445769,1.500032363
5.36352801,1.891165601
5.79261025,3.094325795
6.221692491,6.962533465
7.079856973,13.55424938
7.938021454,12.42623672
8.796185936,7.81774969
9.010727056,4.509081139
9.225268176,2.600724444
9.439809297,1.684283113
9.654350417,1.189793791
10.5125149,0.748537972
11.15613826,0.666652284
11.5852205,0.793178748
11.37067938,1.029386851
11.79976162,1.33593757
12.01430274,1.54411359
12.87246722,1.54411359
13.51609058,1.122831183
13.94517282,0.560309096
14.15971395,0.457485526
14.37425507,0.342445288
14.80333731,0.228291933
15.01787843,0.135542494
15.23241955,0.161267617
15.66150179,0.323172176
16.30512515,0.457485526
17.59237187,0.666652284
18.02145411,0.499014549
18.45053635,0.228291933
18.23599523,0.120714935
19.09415971,0.087780131
20.16686532,0.110668789
20.38140644,0.203318127
20.59594756,0.235000714
21.45411204,0.26386613
22.0977354,0.215443469
22.74135876,0.156663763
22.95589988,0.078177497
23.38498212,0.03278863
23.81406436,0.020039496
24.45768772,0.026007244
24.88676996,0.049184006
25.31585221,0.090359713
25.95947557,0.135542494
27.24672229,0.098562269
27.46126341,0.062008729
28.10488677,0.043803563
28.74851013,0.015894902
28.96305125,0.012977993
29.39213349,0.015441136
29.82121573,0.036816096
30.03575685,0.049184006
30.89392133,0.071671404
31.10846246,0.075945692
32.6102503,0.045090811
32.82479142,0.018371768
33.25387366,0.012607499
33.6829559,0.008906058
33.89749702,0.006666523
34.54112038,0.007705351
34.7556615,0.018911656
34.97020262,0.025264792
35.39928486,0.034744055
36.47199046,0.043803563
37.11561383,0.034744055
37.54469607,0.020039496
37.75923719,0.014572096
38.18831943,0.008164878
38.40286055,0.006111721
39.04648391,0.004317379
39.47556615,0.009167779
40.33373063,0.013751966
40.76281287,0.020628394
41.40643623,0.023162204
42.26460072,0.01946741
43.33730632,0.008906058
43.1227652,0.014156093
43.55184744,0.006291325
44.1954708,0.003139463
45.2681764,0.002962771
45.91179976,0.003845082
45.69725864,0.006111721
46.340882,0.013751966
47.4135876,0.014156093
48.48629321,0.011228312
48.70083433,0.004847687
49.34445769,0.003525087
49.98808105,0.002796024
50.41716329,0.001975138
51.06078665,0.001566638
