Theta [deg.],Phi   [deg.],Abs(RCS )[dB(nm^2)],Abs(Theta)[dB(nm^2)],Phase(Theta)[deg.],Abs(Phi  )[dB(nm^2)],Phase(Phi  )[deg.],Ax.Ratio[dB    ]
147,198,3.86E+01,3.76E+01,99.063,3.16E+01,345.255,7.16E+00
150,198,4.46E+01,4.40E+01,78.229,3.56E+01,134.469,1.04E+01
153,198,4.62E+01,4.48E+01,94.889,4.05E+01,93.596,4.00E+01
156,198,4.89E+01,4.85E+01,103.632,3.82E+01,66.552,1.52E+01
159,198,4.60E+01,4.55E+01,91.177,3.57E+01,126.585,1.51E+01
162,198,4.17E+01,4.05E+01,66.943,3.56E+01,104.721,1.10E+01
165,198,4.56E+01,4.53E+01,111.178,3.44E+01,54.829,1.27E+01
168,198,4.72E+01,4.67E+01,158.537,3.72E+01,165.582,2.87E+01
171,198,5.18E+01,5.13E+01,241.189,4.23E+01,217.801,1.79E+01
174,198,5.33E+01,5.26E+01,282.817,4.46E+01,292.002,2.52E+01
177,198,4.95E+01,4.86E+01,9.05,4.22E+01,352.318,1.89E+01
180,198,5.30E+01,5.25E+01,56.999,4.28E+01,56.999,4.00E+01
0,201,1.09E+02,1.08E+02,273.258,1.00E+02,93.258,4.00E+01
3,201,1.04E+02,1.03E+02,261.871,9.48E+01,82.117,4.00E+01
6,201,9.39E+01,9.33E+01,147.875,8.50E+01,327.08,4.00E+01
9,201,9.08E+01,9.02E+01,82.714,8.18E+01,263.495,4.00E+01
12,201,8.80E+01,8.74E+01,313.243,7.91E+01,132.874,4.00E+01
15,201,7.97E+01,7.92E+01,210.945,7.03E+01,29.894,4.00E+01
18,201,8.11E+01,8.05E+01,111.986,7.21E+01,293.393,4.00E+01
21,201,7.81E+01,7.75E+01,330.213,6.93E+01,148.209,3.85E+01
24,201,7.11E+01,7.06E+01,235.485,6.13E+01,55.744,4.00E+01
27,201,7.45E+01,7.39E+01,121.384,6.58E+01,302.749,4.00E+01
30,201,7.11E+01,7.05E+01,335.193,6.25E+01,149.904,3.00E+01
33,201,6.58E+01,6.53E+01,250.261,5.57E+01,74.1,3.40E+01
36,201,6.97E+01,6.90E+01,121.845,6.13E+01,301.978,4.00E+01
39,201,6.52E+01,6.46E+01,337.597,5.68E+01,146.375,2.33E+01
42,201,6.29E+01,6.24E+01,258.612,5.35E+01,85.557,2.83E+01
45,201,6.57E+01,6.49E+01,117.737,5.80E+01,294.652,3.39E+01
48,201,5.99E+01,5.93E+01,344.415,5.11E+01,144.689,1.88E+01
51,201,6.17E+01,6.10E+01,258.117,5.35E+01,84.038,2.87E+01
54,201,6.23E+01,6.13E+01,113.661,5.52E+01,284.077,2.36E+01
57,201,5.66E+01,5.63E+01,7.241,4.56E+01,174.564,2.46E+01
60,201,6.08E+01,5.98E+01,254.971,5.39E+01,74.936,4.00E+01
63,201,5.82E+01,5.73E+01,119.464,5.13E+01,277.514,1.63E+01
66,201,5.72E+01,5.64E+01,25.933,4.90E+01,213.769,2.61E+01
69,201,5.88E+01,5.74E+01,255.485,5.32E+01,63.939,2.09E+01
72,201,5.49E+01,5.44E+01,145.804,4.52E+01,311.985,2.26E+01
75,201,5.74E+01,5.58E+01,33.576,5.23E+01,213.047,4.00E+01
78,201,5.49E+01,5.38E+01,273.85,4.82E+01,67.124,1.43E+01
81,201,5.51E+01,5.35E+01,167.552,5.00E+01,359.604,2.03E+01
84,201,5.43E+01,5.24E+01,50.529,4.98E+01,209.595,1.51E+01
87,201,5.26E+01,5.13E+01,298.795,4.68E+01,144.002,1.42E+01
90,201,5.25E+01,4.95E+01,187.273,4.94E+01,358.806,2.26E+01
93,201,4.99E+01,4.90E+01,68.511,4.26E+01,292.579,1.06E+01
96,201,4.95E+01,4.53E+01,313.592,4.74E+01,149.876,1.71E+01
99,201,4.75E+01,4.72E+01,194.5,3.58E+01,106.714,1.14E+01
102,201,4.56E+01,4.25E+01,61.587,4.27E+01,296.98,5.60E+00
105,201,4.74E+01,4.70E+01,325.014,3.67E+01,345.084,2.03E+01
108,201,4.28E+01,4.18E+01,182.903,3.57E+01,35.152,1.31E+01
111,201,4.78E+01,4.66E+01,108.783,4.19E+01,166.51,7.12E+00
114,201,4.29E+01,3.55E+01,304.754,4.21E+01,139.412,2.01E+01
117,201,4.54E+01,4.31E+01,249.684,4.15E+01,336.837,1.66E+00
120,201,4.57E+01,3.92E+01,354.761,4.46E+01,294.081,7.29E+00
123,201,4.33E+01,4.31E+01,337.006,2.97E+01,162.64,3.39E+01
126,201,4.40E+01,4.16E+01,152.329,4.04E+01,83.643,3.51E+00
129,201,4.85E+01,4.82E+01,114.793,3.64E+01,130.221,2.39E+01
132,201,4.10E+01,3.50E+01,70.25,3.98E+01,144.801,5.46E+00
135,201,4.35E+01,4.31E+01,258.35,3.29E+01,342.76,1.02E+01
138,201,4.56E+01,4.18E+01,274.626,4.33E+01,290.19,1.74E+01
141,201,4.68E+01,4.61E+01,305.241,3.87E+01,255.451,1.05E+01
144,201,4.31E+01,4.27E+01,289.878,3.21E+01,0.531,1.12E+01
147,201,3.87E+01,3.74E+01,100.04,3.29E+01,344.839,6.09E+00
150,201,4.46E+01,4.38E+01,78.098,3.69E+01,134.631,9.14E+00
153,201,4.65E+01,4.47E+01,94.356,4.18E+01,93.432,4.00E+01
156,201,4.89E+01,4.83E+01,103.798,3.95E+01,66.764,1.40E+01
159,201,4.59E+01,4.54E+01,90.146,3.69E+01,125.798,1.39E+01
162,201,4.21E+01,4.05E+01,65.316,3.68E+01,104.088,1.00E+01
165,201,4.56E+01,4.51E+01,111.081,3.58E+01,55.427,1.14E+01
168,201,4.72E+01,4.66E+01,159.117,3.85E+01,165.667,2.82E+01
171,201,5.18E+01,5.11E+01,241.192,4.36E+01,217.835,1.68E+01
174,201,5.33E+01,5.24E+01,282.18,4.59E+01,291.53,2.40E+01
177,201,4.96E+01,4.84E+01,9.048,4.35E+01,352.261,1.80E+01
180,201,5.30E+01,5.24E+01,56.999,4.41E+01,56.999,4.00E+01
0,204,1.09E+02,1.08E+02,273.258,1.01E+02,93.258,4.00E+01
3,204,1.04E+02,1.03E+02,261.887,9.59E+01,82.133,4.00E+01
6,204,9.39E+01,9.31E+01,147.699,8.60E+01,326.9,4.00E+01
9,204,9.08E+01,9.00E+01,82.619,8.29E+01,263.398,4.00E+01
12,204,8.80E+01,8.72E+01,312.95,8.02E+01,132.582,4.00E+01
15,204,7.97E+01,7.90E+01,210.789,7.15E+01,29.738,4.00E+01
18,204,8.11E+01,8.03E+01,111.932,7.33E+01,293.348,4.00E+01
21,204,7.81E+01,7.73E+01,330.242,7.04E+01,148.241,3.77E+01
24,204,7.11E+01,7.05E+01,235.5,6.24E+01,55.751,4.00E+01
27,204,7.45E+01,7.37E+01,121.34,6.69E+01,302.702,4.00E+01
30,204,7.11E+01,7.03E+01,335.08,6.36E+01,149.823,2.91E+01
33,204,6.58E+01,6.52E+01,250.092,5.69E+01,73.957,3.29E+01
36,204,6.97E+01,6.88E+01,121.812,6.24E+01,301.949,4.00E+01
39,204,6.53E+01,6.45E+01,337.478,5.79E+01,146.362,2.25E+01
42,204,6.30E+01,6.23E+01,258.263,5.47E+01,85.186,2.74E+01
45,204,6.59E+01,6.48E+01,118.144,5.92E+01,294.938,3.28E+01
48,204,5.99E+01,5.91E+01,345.655,5.21E+01,145.593,1.77E+01
51,204,6.17E+01,6.08E+01,258.658,5.46E+01,84.472,2.80E+01
54,204,6.24E+01,6.11E+01,113.695,5.63E+01,284.05,2.28E+01
57,204,5.66E+01,5.61E+01,7.494,4.67E+01,174.941,2.36E+01
60,204,6.09E+01,5.96E+01,255.215,5.50E+01,75.206,4.00E+01
63,204,5.83E+01,5.71E+01,119.69,5.23E+01,277.557,1.55E+01
66,204,5.72E+01,5.62E+01,26.1,5.02E+01,213.808,2.54E+01
69,204,5.90E+01,5.72E+01,255.7,5.43E+01,64.118,2.04E+01
72,204,5.48E+01,5.42E+01,145.9,4.62E+01,311.886,2.15E+01
75,204,5.77E+01,5.57E+01,33.783,5.34E+01,213.13,4.00E+01
78,204,5.50E+01,5.36E+01,274.001,4.93E+01,67.215,1.36E+01
81,204,5.54E+01,5.34E+01,167.824,5.11E+01,359.656,2.00E+01
84,204,5.46E+01,5.22E+01,50.745,5.09E+01,209.735,1.48E+01
87,204,5.28E+01,5.11E+01,299.121,4.79E+01,144.063,1.37E+01
90,204,5.30E+01,4.93E+01,187.544,5.05E+01,359.035,2.27E+01
93,204,4.99E+01,4.88E+01,68.854,4.37E+01,292.744,9.70E+00
96,204,5.01E+01,4.51E+01,313.949,4.85E+01,150.072,1.76E+01
99,204,4.74E+01,4.70E+01,194.797,3.71E+01,106.553,9.92E+00
102,204,4.61E+01,4.23E+01,62.104,4.38E+01,297.423,5.82E+00
105,204,4.73E+01,4.68E+01,325.25,3.78E+01,344.325,1.96E+01
108,204,4.28E+01,4.16E+01,183.638,3.67E+01,35.353,1.25E+01
111,204,4.80E+01,4.63E+01,109.167,4.30E+01,166.615,6.31E+00
114,204,4.38E+01,3.52E+01,304.462,4.31E+01,139.496,2.09E+01
117,204,4.58E+01,4.29E+01,249.735,4.26E+01,336.738,5.47E-01
120,204,4.65E+01,3.89E+01,354.541,4.57E+01,294.324,8.54E+00
123,204,4.30E+01,4.27E+01,337.056,3.08E+01,162.158,3.35E+01
126,204,4.45E+01,4.15E+01,153.469,4.15E+01,83.976,3.18E+00
129,204,4.84E+01,4.80E+01,115.308,3.75E+01,130.535,2.28E+01
132,204,4.19E+01,3.49E+01,69.667,4.09E+01,144.631,6.50E+00
135,204,4.33E+01,4.28E+01,258.147,3.40E+01,343.355,8.85E+00
138,204,4.62E+01,4.16E+01,274.211,4.44E+01,290.253,1.75E+01
141,204,4.69E+01,4.60E+01,305.696,3.97E+01,255.875,9.49E+00
144,204,4.30E+01,4.25E+01,289.894,3.32E+01,0.915,9.98E+00
147,204,3.89E+01,3.72E+01,99.988,3.41E+01,344.86,5.08E+00
150,204,4.47E+01,4.37E+01,78.021,3.79E+01,134.709,8.12E+00
153,204,4.68E+01,4.45E+01,94.202,4.29E+01,93.505,4.00E+01
156,204,4.88E+01,4.81E+01,103.604,4.07E+01,66.795,1.29E+01
159,204,4.59E+01,4.52E+01,88.741,3.79E+01,124.457,1.30E+01
162,204,4.23E+01,4.04E+01,65.327,3.79E+01,104.29,9.47E+00
165,204,4.56E+01,4.50E+01,111.664,3.69E+01,56.388,1.03E+01
168,204,4.73E+01,4.65E+01,159.657,3.96E+01,165.792,2.79E+01
171,204,5.18E+01,5.09E+01,241.147,4.47E+01,217.845,1.59E+01
174,204,5.34E+01,5.22E+01,281.508,4.69E+01,291.03,2.31E+01
177,204,4.97E+01,4.81E+01,9.043,4.45E+01,352.199,1.73E+01
180,204,5.30E+01,5.22E+01,56.999,4.52E+01,56.999,4.00E+01
0,207,1.09E+02,1.08E+02,273.258,1.02E+02,93.258,4.00E+01
3,207,1.04E+02,1.03E+02,261.903,9.69E+01,82.149,4.00E+01
6,207,9.39E+01,9.29E+01,147.522,8.70E+01,326.719,4.00E+01
9,207,9.08E+01,8.98E+01,82.459,8.38E+01,263.236,4.00E+01
12,207,8.79E+01,8.69E+01,312.765,8.11E+01,132.398,4.00E+01
15,207,7.97E+01,7.88E+01,210.619,7.25E+01,29.566,4.00E+01
18,207,8.11E+01,8.01E+01,112.052,7.42E+01,293.471,4.00E+01
21,207,7.82E+01,7.71E+01,330.31,7.14E+01,148.302,3.69E+01
24,207,7.11E+01,7.03E+01,235.567,6.34E+01,55.804,4.00E+01
27,207,7.45E+01,7.35E+01,121.375,6.78E+01,302.735,4.00E+01
30,207,7.11E+01,7.01E+01,334.99,6.45E+01,149.747,2.85E+01
33,207,6.57E+01,6.50E+01,250.081,5.79E+01,73.95,3.21E+01
36,207,6.97E+01,6.86E+01,121.805,6.34E+01,301.948,4.00E+01
39,207,6.54E+01,6.43E+01,337.221,5.89E+01,146.211,2.19E+01
42,207,6.30E+01,6.21E+01,257.981,5.57E+01,84.958,2.65E+01
45,207,6.60E+01,6.47E+01,117.979,6.02E+01,294.859,3.24E+01
48,207,6.00E+01,5.90E+01,346.421,5.31E+01,146.294,1.70E+01
51,207,6.18E+01,6.06E+01,259.223,5.55E+01,84.729,2.78E+01
54,207,6.25E+01,6.09E+01,114.017,5.73E+01,284.262,2.21E+01
57,207,5.65E+01,5.59E+01,8.029,4.77E+01,175.615,2.28E+01
60,207,6.10E+01,5.94E+01,255.415,5.60E+01,75.374,4.00E+01
63,207,5.84E+01,5.68E+01,119.874,5.33E+01,277.588,1.49E+01
66,207,5.73E+01,5.61E+01,26.341,5.11E+01,213.964,2.49E+01
69,207,5.92E+01,5.70E+01,255.877,5.52E+01,64.214,2.00E+01
72,207,5.48E+01,5.40E+01,146.128,4.73E+01,311.992,2.06E+01
75,207,5.80E+01,5.54E+01,34.014,5.44E+01,213.31,4.00E+01
78,207,5.51E+01,5.34E+01,274.263,5.03E+01,67.506,1.31E+01
81,207,5.57E+01,5.31E+01,168.121,5.21E+01,359.849,1.98E+01
84,207,5.49E+01,5.20E+01,51.046,5.18E+01,209.99,1.46E+01
87,207,5.30E+01,5.08E+01,299.42,4.89E+01,144.427,1.33E+01
90,207,5.35E+01,4.91E+01,187.936,5.15E+01,359.24,2.27E+01
93,207,5.01E+01,4.86E+01,69.146,4.48E+01,293.219,8.93E+00
96,207,5.07E+01,4.49E+01,314.552,4.94E+01,150.39,1.83E+01
99,207,4.74E+01,4.68E+01,195.189,3.82E+01,107.354,8.62E+00
102,207,4.66E+01,4.21E+01,62.665,4.47E+01,297.813,6.32E+00
105,207,4.72E+01,4.66E+01,325.525,3.88E+01,343.934,1.90E+01
108,207,4.29E+01,4.14E+01,184.158,3.75E+01,35.56,1.20E+01
111,207,4.82E+01,4.61E+01,109.258,4.39E+01,166.317,5.77E+00
114,207,4.46E+01,3.49E+01,305.365,4.41E+01,139.072,2.26E+01
117,207,4.62E+01,4.27E+01,249.792,4.36E+01,337.155,9.78E-01
120,207,4.73E+01,3.87E+01,355.156,4.66E+01,294.658,9.50E+00
123,207,4.28E+01,4.24E+01,337.993,3.18E+01,160.455,3.87E+01
126,207,4.50E+01,4.15E+01,153.461,4.25E+01,84.33,3.41E+00
129,207,4.83E+01,4.78E+01,115.724,3.85E+01,130.897,2.18E+01
132,207,4.26E+01,3.46E+01,69.74,4.19E+01,144.766,7.69E+00
135,207,4.32E+01,4.26E+01,258.128,3.49E+01,343.892,7.72E+00
138,207,4.68E+01,4.14E+01,274.009,4.54E+01,290.33,1.78E+01
141,207,4.69E+01,4.58E+01,305.472,4.07E+01,255.837,8.64E+00
144,207,4.29E+01,4.23E+01,289.491,3.40E+01,1.01,8.93E+00
147,207,3.91E+01,3.69E+01,99.905,3.51E+01,345.128,4.31E+00
150,207,4.47E+01,4.34E+01,78.611,3.89E+01,135.083,7.24E+00
153,207,4.71E+01,4.43E+01,94.348,4.39E+01,93.758,4.00E+01
156,207,4.88E+01,4.79E+01,103.284,4.17E+01,66.715,1.21E+01
159,207,4.59E+01,4.50E+01,87.938,3.88E+01,123.447,1.23E+01
162,207,4.25E+01,4.00E+01,66.929,3.88E+01,105.349,9.26E+00
165,207,4.56E+01,4.48E+01,112.529,3.77E+01,57.419,9.41E+00
168,207,4.73E+01,4.63E+01,160.114,4.06E+01,165.938,2.76E+01
171,207,5.19E+01,5.07E+01,241.053,4.56E+01,217.832,1.53E+01
174,207,5.34E+01,5.20E+01,280.831,4.79E+01,290.524,2.24E+01
177,207,4.98E+01,4.79E+01,9.035,4.55E+01,352.136,1.69E+01
180,207,5.30E+01,5.20E+01,56.999,4.61E+01,56.999,4.00E+01
0,210,1.09E+02,1.08E+02,273.258,1.03E+02,93.258,4.00E+01
3,210,1.04E+02,1.03E+02,261.917,9.77E+01,82.163,4.00E+01
6,210,9.38E+01,9.26E+01,147.351,8.78E+01,326.545,4.00E+01
9,210,9.08E+01,8.96E+01,82.249,8.47E+01,263.021,4.00E+01
12,210,8.79E+01,8.67E+01,312.705,8.19E+01,132.34,4.00E+01
15,210,7.97E+01,7.86E+01,210.513,7.33E+01,29.458,4.00E+01
18,210,8.11E+01,7.99E+01,112.262,7.51E+01,293.677,3.94E+01
21,210,7.82E+01,7.69E+01,330.364,7.22E+01,148.343,3.63E+01
24,210,7.10E+01,7.00E+01,235.664,6.42E+01,55.892,4.00E+01
27,210,7.45E+01,7.32E+01,121.368,6.87E+01,302.739,3.96E+01
30,210,7.12E+01,6.98E+01,334.951,6.54E+01,149.705,2.79E+01
33,210,6.57E+01,6.47E+01,250.099,5.87E+01,73.964,3.14E+01
36,210,6.98E+01,6.83E+01,121.713,6.42E+01,301.902,4.00E+01
39,210,6.54E+01,6.40E+01,337.145,5.98E+01,146.149,2.14E+01
42,210,6.30E+01,6.18E+01,257.939,5.65E+01,85,2.58E+01
45,210,6.61E+01,6.44E+01,117.615,6.10E+01,294.633,3.24E+01
48,210,6.01E+01,5.89E+01,346.079,5.40E+01,146.195,1.65E+01
51,210,6.19E+01,6.05E+01,259.095,5.65E+01,84.567,2.73E+01
54,210,6.26E+01,6.07E+01,114.459,5.81E+01,284.586,2.17E+01
57,210,5.64E+01,5.57E+01,8.432,4.85E+01,176.007,2.20E+01
60,210,6.12E+01,5.91E+01,255.626,5.68E+01,75.365,4.00E+01
63,210,5.86E+01,5.66E+01,120.091,5.41E+01,277.849,1.45E+01
66,210,5.73E+01,5.58E+01,26.601,5.20E+01,214.129,2.45E+01
69,210,5.94E+01,5.68E+01,256.059,5.61E+01,64.303,1.98E+01
72,210,5.48E+01,5.38E+01,146.493,4.81E+01,312.644,2.01E+01
75,210,5.82E+01,5.52E+01,34.279,5.52E+01,213.46,4.00E+01
78,210,5.53E+01,5.32E+01,274.639,5.11E+01,68.01,1.28E+01
81,210,5.59E+01,5.29E+01,168.408,5.29E+01,0.125,1.98E+01
84,210,5.52E+01,5.18E+01,51.405,5.26E+01,210.301,1.46E+01
87,210,5.32E+01,5.06E+01,299.731,4.98E+01,144.913,1.31E+01
90,210,5.39E+01,4.89E+01,188.389,5.23E+01,359.483,2.28E+01
93,210,5.02E+01,4.83E+01,69.45,4.56E+01,293.859,8.35E+00
96,210,5.13E+01,4.46E+01,315.05,5.02E+01,150.695,1.90E+01
99,210,4.72E+01,4.65E+01,195.522,3.90E+01,108.584,7.55E+00
102,210,4.70E+01,4.17E+01,62.953,4.55E+01,297.798,6.99E+00
105,210,4.72E+01,4.63E+01,325.785,3.97E+01,344.034,1.83E+01
108,210,4.29E+01,4.11E+01,184.18,3.84E+01,35.377,1.16E+01
111,210,4.84E+01,4.59E+01,109.323,4.48E+01,166.335,5.42E+00
114,210,4.53E+01,3.46E+01,306.37,4.49E+01,139.114,2.43E+01
117,210,4.65E+01,4.24E+01,250.197,4.44E+01,337.361,2.00E+00
120,210,4.80E+01,3.86E+01,354.88,4.75E+01,294.687,1.04E+01
123,210,4.28E+01,4.23E+01,338.55,3.26E+01,160.95,3.82E+01
126,210,4.54E+01,4.11E+01,152.843,4.34E+01,84.314,4.04E+00
129,210,4.82E+01,4.75E+01,115.899,3.94E+01,131.174,2.09E+01
132,210,4.34E+01,3.45E+01,69.989,4.28E+01,144.918,8.71E+00
135,210,4.31E+01,4.23E+01,258.693,3.57E+01,344.475,6.64E+00
138,210,4.74E+01,4.12E+01,273.999,4.62E+01,290.444,1.82E+01
141,210,4.70E+01,4.55E+01,305.285,4.16E+01,255.876,7.96E+00
144,210,4.28E+01,4.21E+01,289.544,3.48E+01,0.91,7.97E+00
147,210,3.93E+01,3.66E+01,100.374,3.59E+01,345.428,3.97E+00
150,210,4.47E+01,4.31E+01,79.446,3.97E+01,135.614,6.52E+00
153,210,4.74E+01,4.41E+01,94.327,4.47E+01,93.951,4.00E+01
156,210,4.88E+01,4.76E+01,103.139,4.25E+01,66.71,1.14E+01
159,210,4.59E+01,4.47E+01,88.062,3.96E+01,123.181,1.17E+01
162,210,4.26E+01,3.96E+01,69.354,3.97E+01,106.805,9.40E+00
165,210,4.55E+01,4.46E+01,113.234,3.85E+01,58.16,8.62E+00
168,210,4.73E+01,4.60E+01,160.459,4.14E+01,166.082,2.73E+01
171,210,5.19E+01,5.04E+01,240.919,4.64E+01,217.795,1.47E+01
174,210,5.35E+01,5.17E+01,280.179,4.87E+01,290.035,2.18E+01
177,210,5.00E+01,4.76E+01,9.023,4.63E+01,352.072,1.66E+01
180,210,5.30E+01,5.17E+01,56.999,4.69E+01,56.999,4.00E+01
0,213,1.09E+02,1.07E+02,273.258,1.04E+02,93.258,4.00E+01
3,213,1.04E+02,1.02E+02,261.93,9.85E+01,82.176,4.00E+01
6,213,9.38E+01,9.23E+01,147.197,8.85E+01,326.388,4.00E+01
9,213,9.08E+01,8.93E+01,82.011,8.54E+01,262.78,4.00E+01
12,213,8.80E+01,8.64E+01,312.759,8.27E+01,132.396,4.00E+01
15,213,7.97E+01,7.83E+01,210.523,7.41E+01,29.466,4.00E+01
18,213,8.11E+01,7.96E+01,112.449,7.58E+01,293.861,3.90E+01
21,213,7.82E+01,7.66E+01,330.377,7.30E+01,148.344,3.58E+01
24,213,7.09E+01,6.97E+01,235.738,6.49E+01,55.974,4.00E+01
27,213,7.45E+01,7.29E+01,121.26,6.94E+01,302.659,3.90E+01
30,213,7.12E+01,6.95E+01,334.974,6.61E+01,149.723,2.74E+01
33,213,6.56E+01,6.44E+01,250.066,5.94E+01,73.935,3.08E+01
36,213,6.98E+01,6.81E+01,121.617,6.50E+01,301.854,4.00E+01
39,213,6.54E+01,6.38E+01,337.225,6.05E+01,146.185,2.09E+01
42,213,6.29E+01,6.15E+01,257.912,5.72E+01,85.05,2.52E+01
45,213,6.61E+01,6.42E+01,117.51,6.18E+01,294.549,3.21E+01
48,213,6.01E+01,5.86E+01,345.353,5.48E+01,145.69,1.61E+01
51,213,6.20E+01,6.02E+01,258.524,5.72E+01,84.261,2.65E+01
54,213,6.28E+01,6.05E+01,114.49,5.89E+01,284.62,2.14E+01
57,213,5.64E+01,5.55E+01,8.441,4.93E+01,176.06,2.14E+01
60,213,6.13E+01,5.89E+01,255.731,5.76E+01,75.402,4.00E+01
63,213,5.87E+01,5.64E+01,120.399,5.49E+01,278.121,1.43E+01
66,213,5.74E+01,5.56E+01,26.699,5.28E+01,214.158,2.42E+01
69,213,5.97E+01,5.65E+01,256.272,5.68E+01,64.486,1.97E+01
72,213,5.48E+01,5.35E+01,146.746,4.89E+01,313.116,1.97E+01
75,213,5.85E+01,5.49E+01,34.475,5.60E+01,213.59,4.00E+01
78,213,5.54E+01,5.29E+01,274.843,5.18E+01,68.198,1.26E+01
81,213,5.62E+01,5.26E+01,168.58,5.37E+01,0.215,1.99E+01
84,213,5.55E+01,5.15E+01,51.55,5.34E+01,210.386,1.48E+01
87,213,5.34E+01,5.03E+01,299.894,5.05E+01,145.11,1.30E+01
90,213,5.44E+01,4.86E+01,188.534,5.30E+01,359.466,2.31E+01
93,213,5.03E+01,4.80E+01,69.531,4.63E+01,293.865,8.03E+00
96,213,5.18E+01,4.43E+01,315.067,5.10E+01,150.659,1.97E+01
99,213,4.72E+01,4.63E+01,195.633,3.97E+01,108.957,6.64E+00
102,213,4.75E+01,4.15E+01,63.07,4.63E+01,297.547,7.72E+00
105,213,4.71E+01,4.60E+01,326.111,4.05E+01,344.473,1.76E+01
108,213,4.31E+01,4.08E+01,184.517,3.92E+01,35.168,1.14E+01
111,213,4.86E+01,4.56E+01,109.563,4.55E+01,166.759,5.27E+00
114,213,4.60E+01,3.43E+01,307.11,4.57E+01,139.424,2.54E+01
117,213,4.69E+01,4.22E+01,250.031,4.51E+01,337.316,2.94E+00
120,213,4.87E+01,3.83E+01,353.803,4.82E+01,294.642,1.16E+01
123,213,4.27E+01,4.22E+01,338.143,3.31E+01,162.843,3.19E+01
126,213,4.57E+01,4.07E+01,152.923,4.41E+01,84.049,4.76E+00
129,213,4.81E+01,4.73E+01,115.988,4.01E+01,131.145,2.03E+01
132,213,4.40E+01,3.43E+01,70.376,4.35E+01,144.974,9.59E+00
135,213,4.30E+01,4.20E+01,258.742,3.64E+01,344.901,5.66E+00
138,213,4.79E+01,4.09E+01,273.945,4.70E+01,290.586,1.87E+01
141,213,4.71E+01,4.52E+01,305.592,4.24E+01,256.277,7.44E+00
144,213,4.27E+01,4.18E+01,290.05,3.55E+01,0.812,7.08E+00
147,213,3.95E+01,3.63E+01,100.479,3.67E+01,345.824,3.87E+00
150,213,4.48E+01,4.28E+01,79.536,4.04E+01,135.746,5.99E+00
153,213,4.77E+01,4.38E+01,93.925,4.55E+01,93.941,4.00E+01
156,213,4.88E+01,4.73E+01,103.266,4.33E+01,66.88,1.08E+01
159,213,4.59E+01,4.44E+01,88.654,4.04E+01,123.35,1.12E+01
162,213,4.28E+01,3.92E+01,71.325,4.04E+01,107.94,9.72E+00
165,213,4.55E+01,4.43E+01,113.441,3.92E+01,58.345,7.88E+00
168,213,4.73E+01,4.57E+01,160.681,4.21E+01,166.205,2.71E+01
171,213,5.19E+01,5.02E+01,240.759,4.72E+01,217.739,1.44E+01
174,213,5.36E+01,5.14E+01,279.587,4.94E+01,289.586,2.14E+01
177,213,5.01E+01,4.73E+01,9.006,4.70E+01,352.011,1.65E+01
180,213,5.30E+01,5.14E+01,56.999,4.77E+01,56.999,4.00E+01
0,216,1.09E+02,1.07E+02,273.258,1.04E+02,93.258,4.00E+01
3,216,1.04E+02,1.02E+02,261.94,9.91E+01,82.187,4.00E+01
6,216,9.38E+01,9.19E+01,147.067,8.91E+01,326.255,4.00E+01
9,216,9.08E+01,8.90E+01,81.777,8.61E+01,262.543,4.00E+01
12,216,8.80E+01,8.61E+01,312.891,8.34E+01,132.527,4.00E+01
15,216,7.96E+01,7.80E+01,210.645,7.47E+01,29.584,4.00E+01
18,216,8.11E+01,7.93E+01,112.528,7.65E+01,293.935,3.87E+01
21,216,7.82E+01,7.63E+01,330.349,7.36E+01,148.314,3.54E+01
24,216,7.09E+01,6.94E+01,235.729,6.56E+01,55.978,4.00E+01
27,216,7.45E+01,7.26E+01,121.156,7.01E+01,302.579,3.85E+01
30,216,7.12E+01,6.92E+01,335.016,6.68E+01,149.762,2.71E+01
33,216,6.55E+01,6.41E+01,249.992,6.00E+01,73.878,3.03E+01
36,216,6.98E+01,6.78E+01,121.657,6.57E+01,301.887,4.00E+01
39,216,6.55E+01,6.34E+01,337.252,6.12E+01,146.199,2.06E+01
42,216,6.29E+01,6.12E+01,257.9,5.79E+01,85.055,2.47E+01
45,216,6.62E+01,6.38E+01,117.648,6.24E+01,294.646,3.18E+01
48,216,6.01E+01,5.83E+01,345.072,5.55E+01,145.366,1.57E+01
51,216,6.20E+01,5.99E+01,258.209,5.79E+01,84.11,2.60E+01
54,216,6.29E+01,6.02E+01,114.098,5.96E+01,284.372,2.14E+01
57,216,5.64E+01,5.52E+01,8.212,5.01E+01,176.153,2.10E+01
60,216,6.15E+01,5.87E+01,255.621,5.83E+01,75.395,4.00E+01
63,216,5.88E+01,5.61E+01,120.561,5.56E+01,278.238,1.41E+01
66,216,5.75E+01,5.53E+01,26.637,5.35E+01,214.142,2.39E+01
69,216,5.99E+01,5.62E+01,256.394,5.75E+01,64.577,1.98E+01
72,216,5.48E+01,5.32E+01,146.745,4.95E+01,313.17,1.93E+01
75,216,5.88E+01,5.47E+01,34.509,5.66E+01,213.632,4.00E+01
78,216,5.55E+01,5.26E+01,274.778,5.25E+01,68.035,1.25E+01
81,216,5.65E+01,5.23E+01,168.616,5.43E+01,0.21,2.01E+01
84,216,5.59E+01,5.12E+01,51.485,5.40E+01,210.334,1.51E+01
87,216,5.36E+01,5.00E+01,299.913,5.11E+01,145.061,1.31E+01
