Theta [deg.],Phi   [deg.],Abs(RCS )[dB(nm^2)],Abs(Theta)[dB(nm^2)],Phase(Theta)[deg.],Abs(Phi  )[dB(nm^2)],Phase(Phi  )[deg.],Ax.Ratio[dB    ]
168,90,5.20E+01,-2.92E+01,145.411,5.20E+01,146.805,4.00E+01
169,90,5.03E+01,-2.98E+01,141.133,5.03E+01,153.207,4.00E+01
170,90,4.90E+01,-3.12E+01,131.483,4.90E+01,168.797,4.00E+01
171,90,5.01E+01,-3.32E+01,114.434,5.01E+01,188.813,4.00E+01
172,90,5.30E+01,-3.50E+01,87.033,5.30E+01,200.871,4.00E+01
173,90,5.62E+01,-3.53E+01,53.601,5.62E+01,205.292,4.00E+01
174,90,5.90E+01,-3.43E+01,26.288,5.90E+01,206.52,4.00E+01
175,90,6.13E+01,-3.32E+01,7.097,6.13E+01,206.802,4.00E+01
176,90,6.31E+01,-3.28E+01,352.216,6.31E+01,206.917,4.00E+01
177,90,6.45E+01,-3.28E+01,338.753,6.45E+01,207.057,4.00E+01
178,90,6.54E+01,-3.34E+01,325.123,6.54E+01,207.217,4.00E+01
179,90,6.60E+01,-3.41E+01,310.89,6.60E+01,207.343,4.00E+01
180,90,6.62E+01,-3.47E+01,296.959,6.62E+01,207.39,4.00E+01
