Theta [deg.],Phi   [deg.],Abs(RCS )[dB(m^2)],Abs(Theta)[dB(m^2)],Phase(Theta)[deg.],Abs(Phi  )[dB(m^2)],Phase(Phi  )[deg.],Ax.Ratio[dB    ]
168,192,-1.12E+02,-1.13E+02,163.739,-1.25E+02,164.487,4.00E+01
171,192,-1.38E+02,-1.40E+02,315.669,-1.42E+02,355.513,9.03E+00
174,192,-1.08E+02,-1.09E+02,343.49,-1.23E+02,339.301,3.74E+01
177,192,-1.08E+02,-1.09E+02,161.537,-1.24E+02,154.119,3.32E+01
180,192,-9.87E+01,-9.89E+01,154.135,-1.12E+02,154.135,4.00E+01
0,195,-6.47E+01,-6.50E+01,150.598,-7.64E+01,330.598,4.00E+01
3,195,-7.78E+01,-7.81E+01,131.216,-8.98E+01,311.799,4.00E+01
6,195,-8.41E+01,-8.44E+01,272.835,-9.61E+01,92.047,4.00E+01
9,195,-8.85E+01,-8.88E+01,158.142,-1.00E+02,339.178,4.00E+01
12,195,-8.93E+01,-8.96E+01,330.451,-1.01E+02,150.994,4.00E+01
15,195,-9.35E+01,-9.38E+01,174.606,-1.05E+02,355.038,4.00E+01
18,195,-9.48E+01,-9.52E+01,2.474,-1.07E+02,182.372,4.00E+01
21,195,-9.78E+01,-9.81E+01,196.824,-1.10E+02,15.84,4.00E+01
24,195,-9.99E+01,-1.00E+02,28.241,-1.11E+02,206.12,4.00E+01
27,195,-1.03E+02,-1.03E+02,223.664,-1.15E+02,39.33,3.44E+01
30,195,-1.06E+02,-1.06E+02,62.439,-1.18E+02,234.793,2.95E+01
33,195,-1.09E+02,-1.09E+02,274.467,-1.22E+02,84.699,2.86E+01
36,195,-1.10E+02,-1.10E+02,134.131,-1.24E+02,313.506,4.00E+01
39,195,-1.10E+02,-1.10E+02,349.565,-1.22E+02,178.586,2.86E+01
42,195,-1.10E+02,-1.10E+02,194.424,-1.21E+02,16.085,4.00E+01
45,195,-1.12E+02,-1.12E+02,44.574,-1.22E+02,214.415,2.59E+01
48,195,-1.15E+02,-1.15E+02,270.423,-1.30E+02,64.305,2.16E+01
51,195,-1.15E+02,-1.15E+02,148.448,-1.28E+02,340.78,2.70E+01
54,195,-1.15E+02,-1.15E+02,18.721,-1.24E+02,195.572,3.51E+01
57,195,-1.17E+02,-1.18E+02,249.782,-1.30E+02,32.774,1.70E+01
60,195,-1.17E+02,-1.18E+02,135.023,-1.31E+02,332.259,2.44E+01
63,195,-1.18E+02,-1.18E+02,31.117,-1.26E+02,188.668,1.73E+01
66,195,-1.19E+02,-1.19E+02,280.699,-1.37E+02,105.27,4.00E+01
69,195,-1.21E+02,-1.22E+02,173.029,-1.29E+02,351.277,3.89E+01
72,195,-1.18E+02,-1.18E+02,80.401,-1.36E+02,215.519,2.12E+01
75,195,-1.21E+02,-1.22E+02,2.002,-1.27E+02,158.968,1.53E+01
78,195,-1.19E+02,-1.19E+02,271.204,-1.34E+02,119.047,2.14E+01
81,195,-1.22E+02,-1.22E+02,224.564,-1.33E+02,335.969,1.15E+01
84,195,-1.24E+02,-1.25E+02,119.647,-1.30E+02,303.674,3.03E+01
87,195,-1.23E+02,-1.24E+02,73.438,-1.36E+02,282.696,1.91E+01
90,195,-1.32E+02,-1.32E+02,29.592,-1.46E+02,84.997,1.56E+01
93,195,-1.30E+02,-1.31E+02,274.251,-1.37E+02,84.514,2.31E+01
96,195,-1.30E+02,-1.32E+02,296.134,-1.35E+02,116.946,4.00E+01
99,195,-1.24E+02,-1.26E+02,359.451,-1.30E+02,144.769,1.16E+01
102,195,-1.21E+02,-1.22E+02,8.558,-1.28E+02,147.637,1.10E+01
105,195,-1.22E+02,-1.22E+02,26.725,-1.29E+02,155.357,9.73E+00
108,195,-1.19E+02,-1.20E+02,55.939,-1.29E+02,187.326,1.24E+01
111,195,-1.16E+02,-1.17E+02,49.067,-1.26E+02,194.137,1.52E+01
114,195,-1.17E+02,-1.17E+02,22.619,-1.28E+02,178.051,1.93E+01
117,195,-1.22E+02,-1.22E+02,349.122,-1.48E+02,149.006,3.52E+01
120,195,-1.31E+02,-1.35E+02,6.66,-1.33E+02,302.686,4.43E+00
123,195,-1.27E+02,-1.28E+02,50.541,-1.35E+02,251.666,1.72E+01
126,195,-1.37E+02,-1.43E+02,107.831,-1.39E+02,144.628,1.07E+01
129,195,-1.24E+02,-1.24E+02,156.051,-1.40E+02,130.55,2.33E+01
132,195,-1.27E+02,-1.27E+02,103.508,-1.41E+02,140.152,1.84E+01
135,195,-1.24E+02,-1.25E+02,356.602,-1.31E+02,14.293,1.84E+01
138,195,-1.22E+02,-1.23E+02,350.382,-1.29E+02,346.57,3.15E+01
141,195,-1.36E+02,-1.37E+02,242.247,-1.44E+02,196.764,1.04E+01
144,195,-1.17E+02,-1.17E+02,182.72,-1.29E+02,171.754,2.67E+01
147,195,-1.24E+02,-1.24E+02,184.957,-1.32E+02,186.595,4.00E+01
150,195,-1.17E+02,-1.18E+02,335.31,-1.27E+02,345.59,2.55E+01
153,195,-1.20E+02,-1.21E+02,343.024,-1.32E+02,336.434,3.05E+01
156,195,-1.17E+02,-1.17E+02,177.776,-1.28E+02,170.478,2.93E+01
159,195,-1.22E+02,-1.22E+02,166.553,-1.33E+02,169.514,3.75E+01
162,195,-1.14E+02,-1.14E+02,350.504,-1.26E+02,351.443,4.00E+01
165,195,-1.24E+02,-1.25E+02,338.256,-1.34E+02,340.81,3.73E+01
168,195,-1.12E+02,-1.13E+02,163.426,-1.23E+02,164.3,4.00E+01
171,195,-1.37E+02,-1.40E+02,312.926,-1.40E+02,354.564,8.40E+00
174,195,-1.08E+02,-1.09E+02,343.395,-1.21E+02,339.23,3.56E+01
177,195,-1.08E+02,-1.09E+02,161.324,-1.22E+02,153.866,3.13E+01
180,195,-9.87E+01,-9.90E+01,154.135,-1.10E+02,154.135,4.00E+01
0,198,-6.47E+01,-6.51E+01,150.598,-7.49E+01,330.598,4.00E+01
3,198,-7.78E+01,-7.83E+01,131.278,-8.82E+01,311.863,4.00E+01
6,198,-8.41E+01,-8.45E+01,272.844,-9.45E+01,92.057,4.00E+01
9,198,-8.85E+01,-8.90E+01,157.954,-9.89E+01,338.984,4.00E+01
12,198,-8.93E+01,-8.97E+01,330.245,-9.96E+01,150.779,4.00E+01
15,198,-9.35E+01,-9.40E+01,174.502,-1.04E+02,354.932,4.00E+01
18,198,-9.48E+01,-9.53E+01,2.704,-1.05E+02,182.596,4.00E+01
21,198,-9.78E+01,-9.83E+01,197.18,-1.08E+02,16.184,4.00E+01
24,198,-9.99E+01,-1.00E+02,28.381,-1.10E+02,206.253,3.91E+01
27,198,-1.03E+02,-1.03E+02,223.593,-1.13E+02,39.27,3.30E+01
30,198,-1.06E+02,-1.06E+02,62.339,-1.16E+02,234.722,2.81E+01
33,198,-1.09E+02,-1.10E+02,274.518,-1.21E+02,84.782,2.71E+01
36,198,-1.10E+02,-1.11E+02,134.33,-1.22E+02,313.686,4.00E+01
39,198,-1.10E+02,-1.10E+02,349.635,-1.20E+02,178.662,2.71E+01
42,198,-1.10E+02,-1.10E+02,194.416,-1.19E+02,16.101,4.00E+01
45,198,-1.12E+02,-1.12E+02,44.66,-1.21E+02,214.485,2.46E+01
48,198,-1.15E+02,-1.15E+02,270.543,-1.28E+02,64.26,2.00E+01
51,198,-1.15E+02,-1.15E+02,148.517,-1.27E+02,340.839,2.55E+01
54,198,-1.15E+02,-1.15E+02,18.72,-1.23E+02,195.62,3.40E+01
57,198,-1.17E+02,-1.18E+02,249.826,-1.28E+02,32.625,1.54E+01
60,198,-1.18E+02,-1.18E+02,135.102,-1.30E+02,332.317,2.29E+01
63,198,-1.18E+02,-1.19E+02,31.069,-1.25E+02,188.696,1.61E+01
66,198,-1.20E+02,-1.20E+02,281.05,-1.36E+02,106.351,3.72E+01
69,198,-1.21E+02,-1.22E+02,172.679,-1.27E+02,351.066,3.85E+01
72,198,-1.18E+02,-1.19E+02,80.042,-1.35E+02,215.4,1.95E+01
75,198,-1.21E+02,-1.22E+02,1.516,-1.26E+02,158.911,1.46E+01
78,198,-1.19E+02,-1.19E+02,270.817,-1.32E+02,118.228,2.00E+01
81,198,-1.22E+02,-1.22E+02,223.93,-1.31E+02,336.447,9.85E+00
84,198,-1.24E+02,-1.26E+02,119.203,-1.29E+02,304.128,2.79E+01
87,198,-1.23E+02,-1.24E+02,73.384,-1.35E+02,283.069,1.76E+01
90,198,-1.32E+02,-1.33E+02,29.255,-1.45E+02,85.131,1.39E+01
93,198,-1.30E+02,-1.31E+02,274.315,-1.35E+02,84.573,2.23E+01
96,198,-1.30E+02,-1.32E+02,296.138,-1.34E+02,117.156,4.00E+01
99,198,-1.24E+02,-1.26E+02,359.361,-1.29E+02,144.94,1.08E+01
102,198,-1.21E+02,-1.22E+02,8.396,-1.26E+02,147.657,9.99E+00
105,198,-1.21E+02,-1.23E+02,26.721,-1.28E+02,155.362,8.43E+00
108,198,-1.19E+02,-1.20E+02,56.28,-1.28E+02,187.614,1.09E+01
111,198,-1.16E+02,-1.17E+02,49.314,-1.25E+02,194.523,1.38E+01
114,198,-1.17E+02,-1.17E+02,22.702,-1.27E+02,178.452,1.80E+01
117,198,-1.22E+02,-1.22E+02,349.231,-1.46E+02,150.383,3.42E+01
120,198,-1.30E+02,-1.35E+02,6.798,-1.31E+02,302.83,5.29E+00
123,198,-1.27E+02,-1.28E+02,50.726,-1.33E+02,252.008,1.60E+01
126,198,-1.36E+02,-1.43E+02,109.187,-1.37E+02,145.183,1.17E+01
129,198,-1.24E+02,-1.24E+02,155.997,-1.38E+02,131.185,2.20E+01
132,198,-1.27E+02,-1.27E+02,103.358,-1.39E+02,141.149,1.65E+01
135,198,-1.24E+02,-1.25E+02,356.592,-1.30E+02,14.256,1.75E+01
138,198,-1.22E+02,-1.23E+02,350.305,-1.28E+02,346.534,3.07E+01
141,198,-1.36E+02,-1.37E+02,242.522,-1.42E+02,197.286,9.25E+00
144,198,-1.17E+02,-1.17E+02,182.613,-1.27E+02,171.652,2.53E+01
147,198,-1.24E+02,-1.24E+02,184.992,-1.31E+02,186.66,3.88E+01
150,198,-1.17E+02,-1.18E+02,335.202,-1.26E+02,345.549,2.42E+01
153,198,-1.20E+02,-1.21E+02,343.043,-1.30E+02,336.513,2.92E+01
156,198,-1.17E+02,-1.17E+02,177.721,-1.26E+02,170.408,2.80E+01
159,198,-1.22E+02,-1.22E+02,166.375,-1.31E+02,169.295,3.62E+01
162,198,-1.14E+02,-1.14E+02,350.403,-1.24E+02,351.278,4.00E+01
165,198,-1.24E+02,-1.25E+02,338.041,-1.32E+02,340.781,3.55E+01
168,198,-1.12E+02,-1.13E+02,163.138,-1.22E+02,164.124,4.00E+01
171,198,-1.36E+02,-1.39E+02,308.488,-1.38E+02,352.94,7.84E+00
174,198,-1.08E+02,-1.09E+02,343.348,-1.20E+02,339.216,3.43E+01
177,198,-1.08E+02,-1.09E+02,161.084,-1.20E+02,153.58,2.98E+01
180,198,-9.87E+01,-9.91E+01,154.135,-1.09E+02,154.135,4.00E+01
0,201,-6.47E+01,-6.53E+01,150.598,-7.36E+01,330.598,4.00E+01
3,201,-7.78E+01,-7.84E+01,131.345,-8.69E+01,311.932,4.00E+01
6,201,-8.41E+01,-8.47E+01,272.841,-9.33E+01,92.055,4.00E+01
9,201,-8.85E+01,-8.91E+01,157.723,-9.76E+01,338.746,4.00E+01
12,201,-8.93E+01,-8.99E+01,330.13,-9.83E+01,150.656,4.00E+01
15,201,-9.35E+01,-9.41E+01,174.671,-1.03E+02,355.098,4.00E+01
18,201,-9.48E+01,-9.54E+01,3.043,-1.04E+02,182.925,4.00E+01
21,201,-9.78E+01,-9.84E+01,197.314,-1.07E+02,16.318,4.00E+01
24,201,-9.99E+01,-1.01E+02,28.27,-1.09E+02,206.146,3.80E+01
27,201,-1.03E+02,-1.04E+02,223.524,-1.12E+02,39.2,3.19E+01
30,201,-1.06E+02,-1.06E+02,62.367,-1.15E+02,234.765,2.70E+01
33,201,-1.09E+02,-1.10E+02,274.67,-1.19E+02,84.944,2.59E+01
36,201,-1.10E+02,-1.11E+02,134.407,-1.21E+02,313.806,4.00E+01
39,201,-1.10E+02,-1.10E+02,349.578,-1.19E+02,178.619,2.59E+01
42,201,-1.10E+02,-1.11E+02,194.456,-1.18E+02,16.147,3.96E+01
45,201,-1.12E+02,-1.12E+02,44.714,-1.19E+02,214.463,2.35E+01
48,201,-1.15E+02,-1.16E+02,270.573,-1.27E+02,64.361,1.87E+01
51,201,-1.15E+02,-1.15E+02,148.577,-1.26E+02,340.817,2.43E+01
54,201,-1.15E+02,-1.16E+02,18.866,-1.21E+02,195.555,3.25E+01
57,201,-1.17E+02,-1.18E+02,249.875,-1.27E+02,33.045,1.42E+01
60,201,-1.18E+02,-1.18E+02,135.297,-1.28E+02,332.475,2.17E+01
63,201,-1.17E+02,-1.19E+02,31.086,-1.23E+02,188.829,1.54E+01
66,201,-1.20E+02,-1.20E+02,281.187,-1.35E+02,106.086,3.66E+01
69,201,-1.21E+02,-1.22E+02,173.037,-1.26E+02,351.183,3.66E+01
72,201,-1.19E+02,-1.19E+02,80.432,-1.34E+02,215.406,1.80E+01
75,201,-1.20E+02,-1.23E+02,1.887,-1.24E+02,158.99,1.41E+01
78,201,-1.19E+02,-1.20E+02,270.946,-1.31E+02,118.798,1.84E+01
81,201,-1.22E+02,-1.23E+02,224.25,-1.30E+02,336.452,8.55E+00
84,201,-1.23E+02,-1.26E+02,119.224,-1.27E+02,303.797,2.81E+01
87,201,-1.23E+02,-1.24E+02,73.527,-1.33E+02,282.341,1.66E+01
90,201,-1.33E+02,-1.33E+02,29.584,-1.43E+02,85.983,1.25E+01
93,201,-1.29E+02,-1.31E+02,273.723,-1.34E+02,84.348,2.21E+01
96,201,-1.29E+02,-1.32E+02,296.098,-1.33E+02,117.149,4.00E+01
99,201,-1.24E+02,-1.26E+02,359.363,-1.28E+02,145.211,1.05E+01
102,201,-1.20E+02,-1.22E+02,8.396,-1.25E+02,147.919,9.33E+00
105,201,-1.21E+02,-1.23E+02,26.958,-1.26E+02,155.547,7.47E+00
108,201,-1.19E+02,-1.20E+02,56.884,-1.27E+02,187.75,9.68E+00
111,201,-1.16E+02,-1.17E+02,49.794,-1.24E+02,194.695,1.27E+01
114,201,-1.17E+02,-1.17E+02,23.108,-1.25E+02,178.783,1.68E+01
117,201,-1.22E+02,-1.22E+02,349.78,-1.45E+02,153.382,3.39E+01
120,201,-1.29E+02,-1.35E+02,7.696,-1.30E+02,302.563,6.23E+00
123,201,-1.27E+02,-1.28E+02,51.204,-1.32E+02,251.946,1.55E+01
126,201,-1.35E+02,-1.43E+02,109.734,-1.36E+02,144.92,1.28E+01
129,201,-1.24E+02,-1.24E+02,155.884,-1.37E+02,130.762,2.05E+01
132,201,-1.27E+02,-1.27E+02,103.441,-1.38E+02,141.433,1.52E+01
135,201,-1.24E+02,-1.25E+02,356.411,-1.29E+02,14.232,1.67E+01
138,201,-1.22E+02,-1.24E+02,350.313,-1.26E+02,346.559,3.02E+01
141,201,-1.36E+02,-1.38E+02,242.717,-1.41E+02,197.366,8.35E+00
144,201,-1.17E+02,-1.17E+02,182.733,-1.26E+02,171.659,2.40E+01
147,201,-1.23E+02,-1.25E+02,184.979,-1.29E+02,186.684,3.78E+01
150,201,-1.17E+02,-1.18E+02,335.242,-1.25E+02,345.629,2.32E+01
153,201,-1.20E+02,-1.21E+02,343.122,-1.29E+02,336.53,2.80E+01
156,201,-1.17E+02,-1.18E+02,177.697,-1.25E+02,170.441,2.70E+01
159,201,-1.21E+02,-1.22E+02,166.348,-1.30E+02,169.188,3.54E+01
162,201,-1.14E+02,-1.14E+02,350.225,-1.23E+02,351.031,4.00E+01
165,201,-1.24E+02,-1.25E+02,338.56,-1.31E+02,341.393,3.42E+01
168,201,-1.12E+02,-1.13E+02,162.983,-1.20E+02,164.052,4.00E+01
171,201,-1.35E+02,-1.39E+02,303.564,-1.37E+02,350.888,7.36E+00
174,201,-1.08E+02,-1.09E+02,343.37,-1.18E+02,339.282,3.32E+01
177,201,-1.09E+02,-1.09E+02,160.826,-1.19E+02,153.274,2.85E+01
180,201,-9.87E+01,-9.93E+01,154.135,-1.08E+02,154.135,4.00E+01
0,204,-6.47E+01,-6.55E+01,150.598,-7.25E+01,330.598,4.00E+01
3,204,-7.79E+01,-7.86E+01,131.414,-8.59E+01,312.003,4.00E+01
6,204,-8.41E+01,-8.49E+01,272.826,-9.21E+01,92.042,4.00E+01
9,204,-8.85E+01,-8.93E+01,157.5,-9.65E+01,338.515,4.00E+01
12,204,-8.93E+01,-9.01E+01,330.154,-9.72E+01,150.679,4.00E+01
15,204,-9.35E+01,-9.43E+01,174.989,-1.01E+02,355.412,4.00E+01
18,204,-9.48E+01,-9.56E+01,3.202,-1.03E+02,183.079,4.00E+01
21,204,-9.78E+01,-9.86E+01,197.181,-1.06E+02,16.194,4.00E+01
24,204,-9.98E+01,-1.01E+02,28.204,-1.08E+02,206.084,3.71E+01
27,204,-1.03E+02,-1.04E+02,223.571,-1.11E+02,39.233,3.09E+01
30,204,-1.06E+02,-1.07E+02,62.429,-1.14E+02,234.791,2.61E+01
33,204,-1.09E+02,-1.10E+02,274.722,-1.18E+02,85.014,2.49E+01
36,204,-1.10E+02,-1.11E+02,134.415,-1.20E+02,313.894,4.00E+01
39,204,-1.10E+02,-1.11E+02,349.645,-1.18E+02,178.647,2.50E+01
42,204,-1.10E+02,-1.11E+02,194.356,-1.17E+02,16.031,3.88E+01
45,204,-1.12E+02,-1.13E+02,44.626,-1.18E+02,214.453,2.28E+01
48,204,-1.15E+02,-1.16E+02,270.663,-1.26E+02,64.472,1.76E+01
51,204,-1.15E+02,-1.16E+02,148.626,-1.24E+02,340.752,2.34E+01
54,204,-1.14E+02,-1.16E+02,18.793,-1.20E+02,195.64,3.23E+01
57,204,-1.17E+02,-1.18E+02,250.13,-1.26E+02,33.036,1.32E+01
60,204,-1.18E+02,-1.18E+02,135.274,-1.27E+02,332.348,2.06E+01
63,204,-1.17E+02,-1.19E+02,31.262,-1.22E+02,188.938,1.48E+01
66,204,-1.20E+02,-1.20E+02,281.348,-1.34E+02,105.924,3.59E+01
69,204,-1.21E+02,-1.23E+02,172.752,-1.25E+02,351.223,3.79E+01
72,204,-1.19E+02,-1.19E+02,80.439,-1.33E+02,215.822,1.69E+01
75,204,-1.20E+02,-1.23E+02,1.769,-1.23E+02,159.133,1.40E+01
78,204,-1.19E+02,-1.20E+02,271.261,-1.30E+02,118.7,1.75E+01
81,204,-1.22E+02,-1.23E+02,224.511,-1.29E+02,336.342,7.27E+00
84,204,-1.23E+02,-1.26E+02,119.464,-1.26E+02,303.915,2.82E+01
87,204,-1.23E+02,-1.24E+02,73.654,-1.32E+02,282.604,1.54E+01
90,204,-1.33E+02,-1.33E+02,29.597,-1.42E+02,85.756,1.15E+01
93,204,-1.29E+02,-1.31E+02,274.249,-1.33E+02,84.501,2.15E+01
96,204,-1.29E+02,-1.32E+02,296.083,-1.32E+02,117.407,3.88E+01
99,204,-1.23E+02,-1.26E+02,359.963,-1.27E+02,145.599,1.02E+01
102,204,-1.20E+02,-1.22E+02,9.085,-1.24E+02,148.335,8.83E+00
105,204,-1.21E+02,-1.23E+02,27.759,-1.25E+02,156.037,6.80E+00
108,204,-1.19E+02,-1.20E+02,57.341,-1.25E+02,188.358,8.81E+00
111,204,-1.16E+02,-1.17E+02,50.155,-1.23E+02,195.231,1.19E+01
114,204,-1.17E+02,-1.18E+02,23.498,-1.24E+02,179.364,1.59E+01
117,204,-1.22E+02,-1.22E+02,350.162,-1.44E+02,154.988,3.36E+01
120,204,-1.28E+02,-1.35E+02,7.641,-1.29E+02,302.586,7.36E+00
123,204,-1.27E+02,-1.29E+02,51.303,-1.31E+02,251.852,1.51E+01
126,204,-1.34E+02,-1.43E+02,107.53,-1.35E+02,145.169,1.34E+01
129,204,-1.24E+02,-1.25E+02,156.124,-1.36E+02,130.437,1.91E+01
132,204,-1.27E+02,-1.27E+02,103.899,-1.37E+02,141.201,1.43E+01
135,204,-1.23E+02,-1.25E+02,356.473,-1.27E+02,14.332,1.63E+01
138,204,-1.21E+02,-1.24E+02,350.425,-1.25E+02,346.727,3.00E+01
141,204,-1.35E+02,-1.38E+02,242.185,-1.40E+02,197.601,8.02E+00
144,204,-1.17E+02,-1.18E+02,182.778,-1.25E+02,171.607,2.30E+01
147,204,-1.23E+02,-1.25E+02,184.638,-1.28E+02,186.596,3.60E+01
150,204,-1.17E+02,-1.18E+02,335.229,-1.23E+02,345.635,2.24E+01
153,204,-1.20E+02,-1.21E+02,343.103,-1.28E+02,336.433,2.70E+01
156,204,-1.17E+02,-1.18E+02,177.71,-1.24E+02,170.519,2.62E+01
159,204,-1.21E+02,-1.22E+02,166.496,-1.29E+02,169.189,3.49E+01
162,204,-1.14E+02,-1.15E+02,350.128,-1.22E+02,350.873,4.00E+01
165,204,-1.24E+02,-1.25E+02,339.43,-1.30E+02,342.328,3.33E+01
168,204,-1.12E+02,-1.13E+02,163.03,-1.19E+02,164.144,4.00E+01
171,204,-1.34E+02,-1.38E+02,299.395,-1.36E+02,348.901,7.09E+00
174,204,-1.09E+02,-1.09E+02,343.475,-1.17E+02,339.438,3.23E+01
177,204,-1.09E+02,-1.09E+02,160.562,-1.18E+02,152.961,2.74E+01
180,204,-9.87E+01,-9.95E+01,154.135,-1.07E+02,154.135,4.00E+01
0,207,-6.47E+01,-6.57E+01,150.598,-7.16E+01,330.598,4.00E+01
3,207,-7.79E+01,-7.88E+01,131.482,-8.49E+01,312.074,4.00E+01
6,207,-8.41E+01,-8.51E+01,272.799,-9.12E+01,92.017,4.00E+01
9,207,-8.85E+01,-8.95E+01,157.345,-9.55E+01,338.352,4.00E+01
12,207,-8.93E+01,-9.03E+01,330.313,-9.63E+01,150.837,4.00E+01
15,207,-9.35E+01,-9.45E+01,175.237,-1.00E+02,355.658,4.00E+01
18,207,-9.48E+01,-9.58E+01,3.105,-1.02E+02,182.983,4.00E+01
21,207,-9.78E+01,-9.88E+01,197.089,-1.05E+02,16.107,4.00E+01
24,207,-9.98E+01,-1.01E+02,28.281,-1.07E+02,206.158,3.64E+01
27,207,-1.03E+02,-1.04E+02,223.55,-1.10E+02,39.193,3.02E+01
30,207,-1.06E+02,-1.07E+02,62.409,-1.13E+02,234.738,2.53E+01
33,207,-1.09E+02,-1.10E+02,274.677,-1.17E+02,84.994,2.41E+01
36,207,-1.11E+02,-1.11E+02,134.486,-1.19E+02,314.039,4.00E+01
39,207,-1.10E+02,-1.11E+02,349.607,-1.17E+02,178.586,2.43E+01
42,207,-1.10E+02,-1.11E+02,194.333,-1.16E+02,16.001,3.82E+01
45,207,-1.11E+02,-1.13E+02,44.656,-1.17E+02,214.472,2.21E+01
48,207,-1.16E+02,-1.16E+02,270.791,-1.25E+02,64.742,1.67E+01
51,207,-1.15E+02,-1.16E+02,148.625,-1.23E+02,340.765,2.25E+01
54,207,-1.14E+02,-1.16E+02,18.81,-1.19E+02,195.601,3.17E+01
57,207,-1.17E+02,-1.18E+02,250.085,-1.25E+02,33.1,1.23E+01
60,207,-1.18E+02,-1.18E+02,135.348,-1.26E+02,332.421,1.97E+01
63,207,-1.17E+02,-1.19E+02,31.185,-1.21E+02,188.804,1.44E+01
66,207,-1.20E+02,-1.20E+02,281.444,-1.33E+02,106.447,3.40E+01
69,207,-1.20E+02,-1.23E+02,172.771,-1.24E+02,351.174,3.72E+01
72,207,-1.19E+02,-1.19E+02,80.702,-1.32E+02,215.879,1.57E+01
75,207,-1.20E+02,-1.23E+02,1.716,-1.22E+02,159.152,1.40E+01
78,207,-1.20E+02,-1.20E+02,271.227,-1.29E+02,118.631,1.65E+01
81,207,-1.22E+02,-1.23E+02,224.352,-1.28E+02,336.802,6.31E+00
84,207,-1.23E+02,-1.26E+02,119.349,-1.25E+02,304.02,2.78E+01
87,207,-1.23E+02,-1.24E+02,73.732,-1.31E+02,282.402,1.47E+01
90,207,-1.33E+02,-1.33E+02,29.208,-1.42E+02,86.588,1.02E+01
93,207,-1.29E+02,-1.32E+02,273.76,-1.32E+02,84.536,2.19E+01
96,207,-1.29E+02,-1.33E+02,295.717,-1.31E+02,117.746,3.53E+01
99,207,-1.23E+02,-1.26E+02,0.666,-1.26E+02,146.04,1.02E+01
102,207,-1.20E+02,-1.23E+02,9.716,-1.23E+02,148.618,8.55E+00
105,207,-1.21E+02,-1.23E+02,28.242,-1.24E+02,156.308,6.41E+00
108,207,-1.19E+02,-1.21E+02,57.536,-1.24E+02,188.793,8.13E+00
111,207,-1.16E+02,-1.17E+02,50.303,-1.22E+02,195.674,1.13E+01
114,207,-1.17E+02,-1.18E+02,23.582,-1.23E+02,179.694,1.53E+01
117,207,-1.23E+02,-1.23E+02,350.184,-1.43E+02,154.253,3.16E+01
120,207,-1.27E+02,-1.35E+02,7.015,-1.28E+02,303.005,8.47E+00
123,207,-1.26E+02,-1.29E+02,51.786,-1.30E+02,252.337,1.49E+01
126,207,-1.34E+02,-1.43E+02,107.36,-1.34E+02,145.818,1.39E+01
129,207,-1.24E+02,-1.25E+02,156.239,-1.35E+02,130.742,1.81E+01
132,207,-1.27E+02,-1.28E+02,103.983,-1.36E+02,141.573,1.33E+01
135,207,-1.23E+02,-1.26E+02,356.704,-1.27E+02,14.251,1.63E+01
138,207,-1.21E+02,-1.24E+02,350.334,-1.24E+02,346.762,3.01E+01
141,207,-1.35E+02,-1.38E+02,241.647,-1.39E+02,197.821,7.95E+00
144,207,-1.17E+02,-1.18E+02,182.754,-1.24E+02,171.541,2.22E+01
147,207,-1.23E+02,-1.25E+02,184.778,-1.27E+02,186.752,3.56E+01
150,207,-1.17E+02,-1.18E+02,335.138,-1.22E+02,345.574,2.18E+01
153,207,-1.20E+02,-1.21E+02,343.165,-1.27E+02,336.507,2.63E+01
156,207,-1.17E+02,-1.18E+02,177.749,-1.23E+02,170.572,2.55E+01
159,207,-1.21E+02,-1.23E+02,166.591,-1.28E+02,169.124,3.48E+01
162,207,-1.14E+02,-1.15E+02,350.166,-1.21E+02,350.854,4.00E+01
165,207,-1.24E+02,-1.25E+02,340.059,-1.29E+02,343.074,3.24E+01
168,207,-1.12E+02,-1.13E+02,163.257,-1.18E+02,164.382,4.00E+01
171,207,-1.33E+02,-1.38E+02,296.732,-1.35E+02,347.545,7.10E+00
174,207,-1.09E+02,-1.09E+02,343.658,-1.16E+02,339.681,3.16E+01
177,207,-1.09E+02,-1.09E+02,160.304,-1.17E+02,152.654,2.65E+01
180,207,-9.87E+01,-9.97E+01,154.135,-1.06E+02,154.135,4.00E+01
0,210,-6.47E+01,-6.60E+01,150.598,-7.07E+01,330.598,4.00E+01
3,210,-7.79E+01,-7.91E+01,131.547,-8.41E+01,312.14,4.00E+01
6,210,-8.41E+01,-8.53E+01,272.763,-9.03E+01,91.983,4.00E+01
9,210,-8.85E+01,-8.98E+01,157.301,-9.47E+01,338.306,4.00E+01
12,210,-8.93E+01,-9.05E+01,330.524,-9.54E+01,151.049,4.00E+01
15,210,-9.35E+01,-9.48E+01,175.272,-9.96E+01,355.691,4.00E+01
18,210,-9.48E+01,-9.61E+01,2.964,-1.01E+02,182.847,4.00E+01
21,210,-9.78E+01,-9.91E+01,197.177,-1.04E+02,16.192,4.00E+01
24,210,-9.98E+01,-1.01E+02,28.265,-1.06E+02,206.135,3.58E+01
27,210,-1.03E+02,-1.04E+02,223.462,-1.09E+02,39.096,2.96E+01
30,210,-1.06E+02,-1.07E+02,62.365,-1.12E+02,234.71,2.47E+01
33,210,-1.09E+02,-1.10E+02,274.72,-1.16E+02,85.044,2.34E+01
36,210,-1.11E+02,-1.11E+02,134.573,-1.18E+02,314.155,4.00E+01
