Theta [deg.],Phi   [deg.],Abs(RCS )[dB(m^2)],Abs(Theta)[dB(m^2)],Phase(Theta)[deg.],Abs(Phi  )[dB(m^2)],Phase(Phi  )[deg.],Ax.Ratio[dB    ]
177,0,-1.08E+02,-1.08E+02,341.95,-2.00E+02,322.329,4.00E+01
180,0,-9.87E+01,-9.87E+01,334.135,-2.00E+02,47.266,4.00E+01
0,3,-6.47E+01,-6.47E+01,330.598,-9.03E+01,150.598,4.00E+01
3,3,-7.78E+01,-7.78E+01,311.063,-1.04E+02,131.641,4.00E+01
6,3,-8.41E+01,-8.41E+01,92.778,-1.10E+02,271.988,4.00E+01
9,3,-8.85E+01,-8.86E+01,338.277,-1.14E+02,159.319,4.00E+01
12,3,-8.93E+01,-8.93E+01,150.966,-1.15E+02,331.534,4.00E+01
15,3,-9.35E+01,-9.35E+01,355.772,-1.19E+02,176.216,4.00E+01
18,3,-9.48E+01,-9.48E+01,183.805,-1.20E+02,3.675,4.00E+01
21,3,-9.77E+01,-9.77E+01,18.11,-1.23E+02,197.128,4.00E+01
24,3,-9.97E+01,-9.98E+01,209.121,-1.25E+02,27.001,4.00E+01
27,3,-1.03E+02,-1.03E+02,44.197,-1.28E+02,220.011,4.00E+01
30,3,-1.06E+02,-1.06E+02,242.675,-1.31E+02,55.14,4.00E+01
33,3,-1.09E+02,-1.09E+02,94.617,-1.36E+02,264.931,4.00E+01
36,3,-1.10E+02,-1.10E+02,314.469,-1.38E+02,133.744,4.00E+01
39,3,-1.10E+02,-1.10E+02,170.013,-1.36E+02,358.674,4.00E+01
42,3,-1.10E+02,-1.10E+02,15.382,-1.35E+02,196.716,4.00E+01
45,3,-1.12E+02,-1.12E+02,226.216,-1.36E+02,35.499,3.89E+01
48,3,-1.15E+02,-1.15E+02,92.676,-1.44E+02,245.32,3.53E+01
51,3,-1.15E+02,-1.15E+02,330.44,-1.42E+02,162.272,4.00E+01
54,3,-1.15E+02,-1.15E+02,200.192,-1.38E+02,16.478,4.00E+01
57,3,-1.18E+02,-1.18E+02,70.65,-1.44E+02,211.955,3.04E+01
60,3,-1.18E+02,-1.18E+02,315.802,-1.45E+02,153.212,3.80E+01
63,3,-1.18E+02,-1.18E+02,211.343,-1.40E+02,8.595,3.01E+01
66,3,-1.19E+02,-1.19E+02,101.504,-1.52E+02,285.582,4.00E+01
69,3,-1.22E+02,-1.22E+02,353.299,-1.43E+02,171.58,4.00E+01
72,3,-1.18E+02,-1.18E+02,260.479,-1.51E+02,33.188,3.53E+01
75,3,-1.22E+02,-1.22E+02,182.201,-1.41E+02,337.785,2.67E+01
78,3,-1.19E+02,-1.19E+02,90.9,-1.48E+02,298.969,3.49E+01
81,3,-1.22E+02,-1.22E+02,44.401,-1.47E+02,155.926,2.56E+01
84,3,-1.25E+02,-1.25E+02,298.789,-1.44E+02,123.457,4.00E+01
87,3,-1.23E+02,-1.23E+02,253.345,-1.50E+02,103.201,3.29E+01
90,3,-1.32E+02,-1.32E+02,210.91,-1.60E+02,261.779,2.98E+01
93,3,-1.31E+02,-1.31E+02,93.499,-1.50E+02,263.562,3.49E+01
96,3,-1.32E+02,-1.32E+02,115.689,-1.49E+02,297.123,4.00E+01
99,3,-1.25E+02,-1.25E+02,178.14,-1.44E+02,324.983,2.42E+01
102,3,-1.22E+02,-1.22E+02,187.78,-1.42E+02,327.362,2.40E+01
105,3,-1.22E+02,-1.22E+02,207.15,-1.43E+02,334.471,2.28E+01
108,3,-1.20E+02,-1.20E+02,236.785,-1.43E+02,6.318,2.59E+01
111,3,-1.17E+02,-1.17E+02,229.081,-1.40E+02,13.903,2.87E+01
114,3,-1.17E+02,-1.17E+02,202.025,-1.42E+02,358.062,3.31E+01
117,3,-1.22E+02,-1.22E+02,169.333,-1.62E+02,327.217,4.00E+01
120,3,-1.34E+02,-1.35E+02,190.121,-1.47E+02,123.145,1.32E+01
123,3,-1.28E+02,-1.28E+02,229.344,-1.49E+02,73.032,2.88E+01
126,3,-1.43E+02,-1.43E+02,287.512,-1.53E+02,325.903,1.46E+01
129,3,-1.24E+02,-1.24E+02,334.832,-1.54E+02,313.55,3.89E+01
132,3,-1.27E+02,-1.27E+02,283.72,-1.54E+02,322.948,3.15E+01
135,3,-1.25E+02,-1.25E+02,175.965,-1.45E+02,193.576,3.11E+01
138,3,-1.23E+02,-1.23E+02,171.025,-1.43E+02,166.494,4.00E+01
141,3,-1.37E+02,-1.37E+02,63.414,-1.57E+02,16.263,2.34E+01
144,3,-1.17E+02,-1.17E+02,2.498,-1.43E+02,351.695,4.00E+01
147,3,-1.24E+02,-1.24E+02,5.828,-1.46E+02,6.932,4.00E+01
150,3,-1.17E+02,-1.17E+02,155.797,-1.41E+02,165.917,3.90E+01
153,3,-1.20E+02,-1.20E+02,162.414,-1.45E+02,155.866,4.00E+01
156,3,-1.17E+02,-1.17E+02,357.554,-1.42E+02,349.902,4.00E+01
159,3,-1.22E+02,-1.22E+02,345.901,-1.47E+02,349.027,4.00E+01
162,3,-1.14E+02,-1.14E+02,169.73,-1.40E+02,170.612,4.00E+01
165,3,-1.24E+02,-1.24E+02,161.892,-1.48E+02,163.63,4.00E+01
168,3,-1.12E+02,-1.12E+02,344.205,-1.37E+02,344.678,4.00E+01
171,3,-1.40E+02,-1.40E+02,134.472,-1.54E+02,175.402,1.76E+01
174,3,-1.08E+02,-1.08E+02,163.788,-1.35E+02,159.569,4.00E+01
177,3,-1.08E+02,-1.08E+02,341.923,-1.36E+02,334.582,4.00E+01
180,3,-9.87E+01,-9.87E+01,334.135,-1.24E+02,334.135,4.00E+01
0,6,-6.47E+01,-6.47E+01,330.598,-8.43E+01,150.598,4.00E+01
3,6,-7.78E+01,-7.78E+01,311.083,-9.76E+01,131.662,4.00E+01
6,6,-8.41E+01,-8.41E+01,92.789,-1.04E+02,271.999,4.00E+01
9,6,-8.85E+01,-8.86E+01,338.298,-1.08E+02,159.341,4.00E+01
12,6,-8.93E+01,-8.94E+01,150.929,-1.09E+02,331.494,4.00E+01
15,6,-9.35E+01,-9.36E+01,355.605,-1.13E+02,176.047,4.00E+01
18,6,-9.48E+01,-9.49E+01,183.453,-1.14E+02,3.331,4.00E+01
21,6,-9.78E+01,-9.78E+01,17.529,-1.17E+02,196.556,4.00E+01
24,6,-9.98E+01,-9.99E+01,208.488,-1.19E+02,26.385,4.00E+01
27,6,-1.03E+02,-1.03E+02,43.712,-1.22E+02,219.427,4.00E+01
30,6,-1.06E+02,-1.06E+02,242.539,-1.25E+02,54.943,3.72E+01
33,6,-1.09E+02,-1.09E+02,94.76,-1.30E+02,265.075,3.64E+01
36,6,-1.10E+02,-1.10E+02,314.462,-1.32E+02,133.669,4.00E+01
39,6,-1.10E+02,-1.10E+02,170.095,-1.30E+02,358.959,3.64E+01
42,6,-1.10E+02,-1.10E+02,15.209,-1.29E+02,196.556,4.00E+01
45,6,-1.12E+02,-1.12E+02,225.417,-1.30E+02,34.913,3.31E+01
48,6,-1.15E+02,-1.15E+02,91.582,-1.37E+02,245.391,2.96E+01
51,6,-1.15E+02,-1.15E+02,329.846,-1.36E+02,161.761,3.51E+01
54,6,-1.15E+02,-1.15E+02,200.123,-1.32E+02,16.046,4.00E+01
57,6,-1.17E+02,-1.17E+02,71.008,-1.38E+02,213.479,2.48E+01
60,6,-1.17E+02,-1.18E+02,316.144,-1.39E+02,153.535,3.21E+01
63,6,-1.18E+02,-1.18E+02,211.901,-1.34E+02,8.879,2.42E+01
66,6,-1.19E+02,-1.19E+02,102.13,-1.46E+02,287.162,4.00E+01
69,6,-1.22E+02,-1.22E+02,352.958,-1.37E+02,171.262,4.00E+01
72,6,-1.18E+02,-1.18E+02,260.397,-1.45E+02,34.244,2.91E+01
75,6,-1.22E+02,-1.22E+02,182.339,-1.35E+02,338.859,2.13E+01
78,6,-1.19E+02,-1.19E+02,91.129,-1.42E+02,299.627,2.91E+01
81,6,-1.22E+02,-1.22E+02,44.559,-1.41E+02,155.138,1.94E+01
84,6,-1.25E+02,-1.25E+02,299.667,-1.38E+02,123.607,3.63E+01
87,6,-1.23E+02,-1.23E+02,253.551,-1.44E+02,102.89,2.69E+01
90,6,-1.32E+02,-1.32E+02,210.673,-1.54E+02,266.535,2.32E+01
93,6,-1.31E+02,-1.31E+02,94.509,-1.44E+02,265.478,2.97E+01
96,6,-1.31E+02,-1.32E+02,116.036,-1.43E+02,296.266,4.00E+01
99,6,-1.25E+02,-1.25E+02,178.357,-1.38E+02,323.452,1.79E+01
102,6,-1.22E+02,-1.22E+02,187.945,-1.36E+02,326.508,1.79E+01
105,6,-1.22E+02,-1.22E+02,207.146,-1.37E+02,334.36,1.70E+01
108,6,-1.20E+02,-1.20E+02,236.683,-1.37E+02,6.876,2.00E+01
111,6,-1.16E+02,-1.17E+02,229.223,-1.34E+02,14.086,2.27E+01
114,6,-1.17E+02,-1.17E+02,202.271,-1.36E+02,358.282,2.71E+01
117,6,-1.22E+02,-1.22E+02,169.609,-1.56E+02,332.738,4.00E+01
120,6,-1.33E+02,-1.34E+02,189.966,-1.41E+02,121.668,7.56E+00
123,6,-1.28E+02,-1.28E+02,229.72,-1.43E+02,71.583,2.35E+01
126,6,-1.42E+02,-1.43E+02,291.613,-1.47E+02,324.535,1.16E+01
129,6,-1.24E+02,-1.24E+02,335.582,-1.48E+02,310.311,3.13E+01
132,6,-1.27E+02,-1.27E+02,283.223,-1.48E+02,318.747,2.65E+01
135,6,-1.25E+02,-1.25E+02,176.592,-1.39E+02,193.885,2.53E+01
138,6,-1.23E+02,-1.23E+02,170.733,-1.37E+02,166.559,3.72E+01
141,6,-1.36E+02,-1.37E+02,64.344,-1.52E+02,17.064,1.78E+01
144,6,-1.17E+02,-1.17E+02,2.541,-1.37E+02,351.78,3.46E+01
147,6,-1.24E+02,-1.24E+02,4.729,-1.40E+02,6.378,4.00E+01
150,6,-1.17E+02,-1.17E+02,155.095,-1.35E+02,165.501,3.28E+01
153,6,-1.20E+02,-1.20E+02,163.08,-1.39E+02,156.412,3.80E+01
156,6,-1.17E+02,-1.17E+02,357.676,-1.36E+02,350.239,3.67E+01
159,6,-1.22E+02,-1.22E+02,346.177,-1.41E+02,349.301,4.00E+01
162,6,-1.14E+02,-1.14E+02,169.916,-1.34E+02,170.848,4.00E+01
165,6,-1.24E+02,-1.24E+02,161.271,-1.42E+02,163.117,4.00E+01
168,6,-1.12E+02,-1.12E+02,344.139,-1.31E+02,344.672,4.00E+01
171,6,-1.40E+02,-1.40E+02,135.549,-1.48E+02,175.657,1.23E+01
174,6,-1.08E+02,-1.08E+02,163.713,-1.29E+02,159.499,4.00E+01
177,6,-1.08E+02,-1.08E+02,341.842,-1.30E+02,334.485,3.92E+01
180,6,-9.87E+01,-9.88E+01,334.135,-1.18E+02,334.135,4.00E+01
0,9,-6.47E+01,-6.48E+01,330.598,-8.08E+01,150.598,4.00E+01
3,9,-7.78E+01,-7.79E+01,311.117,-9.41E+01,131.697,4.00E+01
6,9,-8.41E+01,-8.42E+01,92.805,-1.00E+02,272.015,4.00E+01
9,9,-8.85E+01,-8.86E+01,338.302,-1.05E+02,159.344,4.00E+01
12,9,-8.93E+01,-8.94E+01,150.835,-1.06E+02,331.395,4.00E+01
15,9,-9.35E+01,-9.36E+01,355.304,-1.10E+02,175.743,4.00E+01
18,9,-9.48E+01,-9.49E+01,182.976,-1.11E+02,2.864,4.00E+01
21,9,-9.78E+01,-9.79E+01,16.912,-1.14E+02,195.945,4.00E+01
24,9,-9.99E+01,-1.00E+02,207.988,-1.16E+02,25.893,4.00E+01
27,9,-1.03E+02,-1.03E+02,43.446,-1.19E+02,219.094,3.85E+01
30,9,-1.06E+02,-1.06E+02,242.508,-1.22E+02,54.871,3.37E+01
33,9,-1.09E+02,-1.09E+02,94.761,-1.26E+02,265.019,3.29E+01
36,9,-1.10E+02,-1.10E+02,314.385,-1.28E+02,133.667,4.00E+01
39,9,-1.10E+02,-1.10E+02,169.706,-1.26E+02,358.706,3.28E+01
42,9,-1.10E+02,-1.10E+02,14.544,-1.25E+02,196.154,4.00E+01
45,9,-1.12E+02,-1.12E+02,224.802,-1.26E+02,34.563,2.99E+01
48,9,-1.15E+02,-1.15E+02,90.837,-1.34E+02,244.652,2.60E+01
51,9,-1.15E+02,-1.15E+02,329.031,-1.33E+02,160.891,3.17E+01
54,9,-1.15E+02,-1.15E+02,199.361,-1.29E+02,16.063,3.86E+01
57,9,-1.17E+02,-1.17E+02,70.742,-1.34E+02,213.205,2.13E+01
60,9,-1.17E+02,-1.17E+02,316.318,-1.35E+02,153.344,2.88E+01
63,9,-1.18E+02,-1.18E+02,212.154,-1.30E+02,9.169,2.09E+01
66,9,-1.19E+02,-1.19E+02,102.207,-1.42E+02,287.571,4.00E+01
69,9,-1.22E+02,-1.22E+02,353.984,-1.33E+02,171.521,3.94E+01
72,9,-1.18E+02,-1.18E+02,260.746,-1.41E+02,34.751,2.56E+01
75,9,-1.22E+02,-1.22E+02,182.358,-1.32E+02,338.817,1.82E+01
78,9,-1.19E+02,-1.19E+02,91.182,-1.38E+02,299.058,2.57E+01
81,9,-1.22E+02,-1.22E+02,44.534,-1.37E+02,156.477,1.60E+01
84,9,-1.25E+02,-1.25E+02,299.921,-1.35E+02,124.173,3.28E+01
87,9,-1.23E+02,-1.23E+02,253.757,-1.41E+02,103.145,2.35E+01
90,9,-1.32E+02,-1.32E+02,210.354,-1.51E+02,265.981,2.02E+01
93,9,-1.30E+02,-1.31E+02,94.954,-1.41E+02,265.393,2.65E+01
96,9,-1.31E+02,-1.32E+02,116.382,-1.40E+02,297.366,4.00E+01
99,9,-1.25E+02,-1.26E+02,178.683,-1.35E+02,324.216,1.48E+01
102,9,-1.21E+02,-1.22E+02,188.174,-1.32E+02,326.994,1.47E+01
105,9,-1.22E+02,-1.22E+02,206.962,-1.34E+02,334.86,1.36E+01
108,9,-1.20E+02,-1.20E+02,236.336,-1.34E+02,7.06,1.66E+01
111,9,-1.16E+02,-1.17E+02,229.172,-1.31E+02,13.939,1.93E+01
114,9,-1.17E+02,-1.17E+02,202.552,-1.33E+02,357.882,2.34E+01
117,9,-1.22E+02,-1.22E+02,169.452,-1.52E+02,329.521,4.00E+01
120,9,-1.33E+02,-1.34E+02,187.552,-1.37E+02,122.517,5.01E+00
123,9,-1.28E+02,-1.28E+02,230.249,-1.39E+02,71.802,2.05E+01
126,9,-1.40E+02,-1.43E+02,290.716,-1.43E+02,324.516,1.04E+01
129,9,-1.24E+02,-1.24E+02,335.242,-1.44E+02,311.363,2.83E+01
132,9,-1.27E+02,-1.27E+02,283.204,-1.45E+02,321.213,2.23E+01
135,9,-1.24E+02,-1.25E+02,176.363,-1.36E+02,194.1,2.19E+01
138,9,-1.23E+02,-1.23E+02,170.452,-1.34E+02,166.443,3.44E+01
141,9,-1.37E+02,-1.37E+02,63.88,-1.48E+02,17.103,1.42E+01
144,9,-1.17E+02,-1.17E+02,2.519,-1.33E+02,351.725,3.11E+01
147,9,-1.24E+02,-1.24E+02,4.854,-1.37E+02,6.422,4.00E+01
150,9,-1.17E+02,-1.17E+02,154.955,-1.32E+02,165.426,2.94E+01
153,9,-1.20E+02,-1.20E+02,163.43,-1.36E+02,156.675,3.44E+01
156,9,-1.17E+02,-1.17E+02,357.787,-1.32E+02,350.515,3.35E+01
159,9,-1.22E+02,-1.22E+02,346.49,-1.37E+02,349.569,4.00E+01
162,9,-1.14E+02,-1.14E+02,170.18,-1.30E+02,171.155,4.00E+01
165,9,-1.24E+02,-1.24E+02,160.276,-1.38E+02,162.312,4.00E+01
168,9,-1.12E+02,-1.12E+02,343.989,-1.28E+02,344.617,4.00E+01
171,9,-1.39E+02,-1.40E+02,136.325,-1.44E+02,175.798,1.01E+01
174,9,-1.08E+02,-1.08E+02,163.605,-1.25E+02,159.401,3.98E+01
177,9,-1.08E+02,-1.08E+02,341.712,-1.26E+02,334.329,3.57E+01
180,9,-9.87E+01,-9.88E+01,334.135,-1.15E+02,334.135,4.00E+01
0,12,-6.47E+01,-6.49E+01,330.598,-7.83E+01,150.598,4.00E+01
3,12,-7.78E+01,-7.80E+01,311.162,-9.17E+01,131.743,4.00E+01
6,12,-8.41E+01,-8.43E+01,92.822,-9.80E+01,272.033,4.00E+01
9,12,-8.85E+01,-8.87E+01,338.259,-1.02E+02,159.299,4.00E+01
12,12,-8.93E+01,-8.95E+01,150.669,-1.03E+02,331.221,4.00E+01
15,12,-9.35E+01,-9.37E+01,354.924,-1.07E+02,175.36,4.00E+01
18,12,-9.48E+01,-9.50E+01,182.577,-1.09E+02,2.474,4.00E+01
21,12,-9.79E+01,-9.81E+01,16.635,-1.11E+02,195.663,4.00E+01
24,12,-9.99E+01,-1.00E+02,207.962,-1.13E+02,25.859,4.00E+01
27,12,-1.03E+02,-1.03E+02,43.54,-1.16E+02,219.184,3.61E+01
30,12,-1.06E+02,-1.06E+02,242.519,-1.19E+02,54.867,3.13E+01
33,12,-1.09E+02,-1.09E+02,94.607,-1.24E+02,264.823,3.04E+01
36,12,-1.10E+02,-1.10E+02,314.163,-1.26E+02,133.536,4.00E+01
39,12,-1.10E+02,-1.10E+02,169.373,-1.24E+02,358.429,3.03E+01
42,12,-1.10E+02,-1.10E+02,14.308,-1.23E+02,196.019,4.00E+01
45,12,-1.12E+02,-1.12E+02,224.644,-1.24E+02,34.466,2.76E+01
48,12,-1.15E+02,-1.15E+02,90.425,-1.31E+02,244.202,2.35E+01
51,12,-1.15E+02,-1.15E+02,328.446,-1.30E+02,160.653,2.90E+01
54,12,-1.15E+02,-1.15E+02,198.919,-1.26E+02,15.668,3.65E+01
57,12,-1.17E+02,-1.17E+02,69.984,-1.32E+02,213.289,1.90E+01
60,12,-1.17E+02,-1.17E+02,315.454,-1.33E+02,152.704,2.63E+01
63,12,-1.18E+02,-1.18E+02,211.555,-1.28E+02,8.956,1.88E+01
66,12,-1.19E+02,-1.19E+02,101.6,-1.39E+02,286.723,4.00E+01
69,12,-1.21E+02,-1.22E+02,354.188,-1.31E+02,171.362,3.61E+01
72,12,-1.18E+02,-1.18E+02,260.867,-1.38E+02,36.106,2.32E+01
75,12,-1.21E+02,-1.22E+02,182.522,-1.29E+02,339.11,1.64E+01
78,12,-1.19E+02,-1.19E+02,91.257,-1.36E+02,299.295,2.32E+01
81,12,-1.22E+02,-1.22E+02,44.547,-1.35E+02,156.129,1.35E+01
84,12,-1.25E+02,-1.25E+02,299.732,-1.32E+02,123.717,3.15E+01
87,12,-1.23E+02,-1.23E+02,253.75,-1.38E+02,102.597,2.11E+01
90,12,-1.32E+02,-1.32E+02,210.144,-1.48E+02,265.189,1.77E+01
93,12,-1.30E+02,-1.31E+02,94.297,-1.38E+02,264.466,2.43E+01
96,12,-1.31E+02,-1.32E+02,116.165,-1.37E+02,296.466,4.00E+01
99,12,-1.25E+02,-1.26E+02,178.932,-1.32E+02,324.037,1.28E+01
102,12,-1.21E+02,-1.22E+02,188.317,-1.30E+02,327.035,1.25E+01
105,12,-1.22E+02,-1.22E+02,206.721,-1.31E+02,334.983,1.14E+01
108,12,-1.19E+02,-1.20E+02,235.994,-1.31E+02,7.338,1.42E+01
111,12,-1.16E+02,-1.17E+02,228.992,-1.28E+02,14.166,1.70E+01
114,12,-1.17E+02,-1.17E+02,202.533,-1.30E+02,358.136,2.11E+01
117,12,-1.22E+02,-1.22E+02,169.275,-1.50E+02,331.097,3.82E+01
120,12,-1.32E+02,-1.35E+02,186.233,-1.35E+02,122.413,4.14E+00
123,12,-1.28E+02,-1.28E+02,230.375,-1.37E+02,71.863,1.85E+01
126,12,-1.39E+02,-1.43E+02,287.988,-1.41E+02,324.435,9.86E+00
129,12,-1.24E+02,-1.24E+02,335.696,-1.42E+02,311.366,2.57E+01
132,12,-1.27E+02,-1.27E+02,283.565,-1.42E+02,321.509,1.99E+01
135,12,-1.24E+02,-1.25E+02,176.461,-1.33E+02,194.249,1.98E+01
138,12,-1.22E+02,-1.23E+02,170.393,-1.31E+02,166.435,3.25E+01
141,12,-1.37E+02,-1.37E+02,62.674,-1.45E+02,16.471,1.17E+01
144,12,-1.17E+02,-1.17E+02,2.685,-1.31E+02,351.76,2.86E+01
147,12,-1.24E+02,-1.24E+02,5.169,-1.34E+02,6.619,4.00E+01
150,12,-1.17E+02,-1.18E+02,155.242,-1.29E+02,165.579,2.72E+01
153,12,-1.20E+02,-1.20E+02,163.268,-1.33E+02,156.553,3.21E+01
156,12,-1.17E+02,-1.17E+02,357.82,-1.30E+02,350.574,3.12E+01
159,12,-1.22E+02,-1.22E+02,346.644,-1.35E+02,349.657,3.91E+01
162,12,-1.14E+02,-1.14E+02,170.417,-1.28E+02,171.396,4.00E+01
165,12,-1.24E+02,-1.24E+02,159.13,-1.36E+02,161.429,3.99E+01
168,12,-1.12E+02,-1.13E+02,343.74,-1.25E+02,344.487,4.00E+01
171,12,-1.38E+02,-1.40E+02,135.656,-1.42E+02,175.511,9.03E+00
174,12,-1.08E+02,-1.09E+02,163.49,-1.23E+02,159.302,3.74E+01
177,12,-1.08E+02,-1.09E+02,341.536,-1.24E+02,334.119,3.32E+01
180,12,-9.87E+01,-9.89E+01,334.135,-1.12E+02,334.135,4.00E+01
0,15,-6.47E+01,-6.50E+01,330.598,-7.64E+01,150.598,4.00E+01
3,15,-7.78E+01,-7.81E+01,311.216,-8.98E+01,131.799,4.00E+01
6,15,-8.41E+01,-8.44E+01,92.835,-9.61E+01,272.047,4.00E+01
9,15,-8.85E+01,-8.88E+01,338.142,-1.00E+02,159.179,4.00E+01
12,15,-8.93E+01,-8.96E+01,150.451,-1.01E+02,330.994,4.00E+01
15,15,-9.35E+01,-9.38E+01,354.605,-1.05E+02,175.037,4.00E+01
18,15,-9.48E+01,-9.52E+01,182.475,-1.07E+02,2.373,4.00E+01
21,15,-9.78E+01,-9.81E+01,16.823,-1.10E+02,195.839,4.00E+01
24,15,-9.99E+01,-1.00E+02,208.24,-1.11E+02,26.119,4.00E+01
27,15,-1.03E+02,-1.03E+02,43.668,-1.15E+02,219.333,3.44E+01
30,15,-1.06E+02,-1.06E+02,242.433,-1.18E+02,54.787,2.95E+01
33,15,-1.09E+02,-1.09E+02,94.471,-1.22E+02,264.705,2.86E+01
36,15,-1.10E+02,-1.10E+02,314.136,-1.24E+02,133.501,4.00E+01
39,15,-1.10E+02,-1.10E+02,169.56,-1.22E+02,358.595,2.85E+01
