Theta [deg.],Phi   [deg.],Abs(RCS )[dB(m^2)],Abs(Theta)[dB(m^2)],Phase(Theta)[deg.],Abs(Phi  )[dB(m^2)],Phase(Phi  )[deg.],Ax.Ratio[dB    ]
114,105,-1.16E+02,-1.29E+02,349.193,-1.16E+02,338.884,2.83E+01
117,105,-1.26E+02,-1.34E+02,308.106,-1.27E+02,358.282,9.82E+00
120,105,-1.19E+02,-1.43E+02,265.138,-1.19E+02,79.683,4.00E+01
123,105,-1.19E+02,-1.45E+02,342.711,-1.19E+02,58.899,2.58E+01
126,105,-1.34E+02,-1.45E+02,314.642,-1.34E+02,38.229,1.05E+01
129,105,-1.30E+02,-1.40E+02,122.167,-1.31E+02,211.922,9.13E+00
132,105,-1.23E+02,-1.34E+02,99.112,-1.23E+02,299.173,2.06E+01
135,105,-1.21E+02,-1.37E+02,119.498,-1.21E+02,292.956,3.54E+01
138,105,-1.36E+02,-1.39E+02,166.59,-1.40E+02,62.677,2.42E+00
141,105,-1.27E+02,-1.42E+02,255.838,-1.27E+02,62.138,2.74E+01
144,105,-1.28E+02,-1.41E+02,263.395,-1.28E+02,139.124,1.48E+01
147,105,-1.30E+02,-1.44E+02,45.547,-1.31E+02,191.316,1.91E+01
150,105,-1.28E+02,-1.43E+02,14.237,-1.28E+02,242.925,1.71E+01
153,105,-1.28E+02,-1.56E+02,355.561,-1.28E+02,160.091,3.92E+01
156,105,-1.35E+02,-1.47E+02,350.437,-1.36E+02,292.435,1.34E+01
159,105,-1.28E+02,-1.50E+02,15.357,-1.28E+02,175.758,3.14E+01
162,105,-1.28E+02,-1.37E+02,24.911,-1.29E+02,229.511,1.75E+01
165,105,-1.39E+02,-1.45E+02,170.122,-1.40E+02,321.628,1.33E+01
168,105,-1.40E+02,-1.65E+02,250.945,-1.40E+02,60.796,3.93E+01
171,105,-1.25E+02,-1.39E+02,76.256,-1.25E+02,267.783,2.81E+01
174,105,-1.32E+02,-1.39E+02,172.968,-1.33E+02,48.38,8.41E+00
177,105,-1.20E+02,-1.30E+02,23.734,-1.20E+02,248.54,1.40E+01
180,105,-1.11E+02,-1.23E+02,44.544,-1.11E+02,224.544,4.00E+01
0,108,-6.46E+01,-7.48E+01,253.57,-6.50E+01,253.57,4.00E+01
3,108,-7.61E+01,-8.62E+01,239.07,-7.65E+01,239.404,4.00E+01
6,108,-8.33E+01,-9.34E+01,35.546,-8.37E+01,35.229,4.00E+01
9,108,-8.61E+01,-9.63E+01,277.324,-8.66E+01,277.745,4.00E+01
12,108,-8.87E+01,-9.89E+01,93.643,-8.91E+01,93.378,4.00E+01
15,108,-9.31E+01,-1.03E+02,305.909,-9.35E+01,304.842,4.00E+01
18,108,-9.62E+01,-1.07E+02,137.039,-9.67E+01,134.203,3.68E+01
21,108,-1.01E+02,-1.11E+02,348.844,-1.01E+02,344.079,3.21E+01
24,108,-1.05E+02,-1.14E+02,201.253,-1.06E+02,197.774,3.42E+01
27,108,-1.06E+02,-1.15E+02,64.935,-1.06E+02,66.836,3.96E+01
30,108,-1.05E+02,-1.15E+02,273.29,-1.05E+02,277.599,3.30E+01
33,108,-1.05E+02,-1.15E+02,114.019,-1.05E+02,114.269,4.00E+01
36,108,-1.07E+02,-1.18E+02,316.379,-1.07E+02,313.512,3.71E+01
39,108,-1.13E+02,-1.22E+02,174.294,-1.13E+02,162.359,2.37E+01
42,108,-1.14E+02,-1.23E+02,58.324,-1.15E+02,56.295,3.84E+01
45,108,-1.11E+02,-1.21E+02,278.561,-1.11E+02,284.473,3.04E+01
48,108,-1.13E+02,-1.23E+02,129.817,-1.13E+02,122.201,2.88E+01
51,108,-1.17E+02,-1.26E+02,23.128,-1.18E+02,1.827,1.85E+01
54,108,-1.15E+02,-1.25E+02,262.299,-1.15E+02,271.25,2.65E+01
57,108,-1.16E+02,-1.28E+02,124.749,-1.16E+02,114.054,2.66E+01
60,108,-1.19E+02,-1.27E+02,40.263,-1.20E+02,21.33,1.82E+01
63,108,-1.15E+02,-1.28E+02,274.186,-1.16E+02,278.062,3.62E+01
66,108,-1.24E+02,-1.31E+02,198.999,-1.25E+02,180.379,1.77E+01
69,108,-1.18E+02,-1.29E+02,66.934,-1.19E+02,68.316,4.00E+01
72,108,-1.21E+02,-1.30E+02,11.13,-1.22E+02,332.665,1.31E+01
75,108,-1.18E+02,-1.31E+02,254.17,-1.18E+02,255.516,4.00E+01
78,108,-1.21E+02,-1.29E+02,208.244,-1.22E+02,203.152,2.96E+01
81,108,-1.22E+02,-1.36E+02,141.103,-1.22E+02,91.301,1.57E+01
84,108,-1.19E+02,-1.33E+02,51.216,-1.19E+02,49.651,4.00E+01
87,108,-1.24E+02,-1.35E+02,19.45,-1.24E+02,29.799,2.65E+01
90,108,-1.41E+02,-1.44E+02,273.74,-1.44E+02,181.611,4.90E-01
93,108,-1.31E+02,-1.39E+02,227.695,-1.32E+02,185.513,1.17E+01
96,108,-1.33E+02,-1.42E+02,286.509,-1.34E+02,296.398,2.48E+01
99,108,-1.22E+02,-1.33E+02,332.175,-1.22E+02,311.002,2.08E+01
102,108,-1.19E+02,-1.31E+02,337.291,-1.19E+02,306.018,1.75E+01
105,108,-1.21E+02,-1.32E+02,356.093,-1.21E+02,318.75,1.54E+01
108,108,-1.18E+02,-1.29E+02,22.693,-1.19E+02,353.951,1.74E+01
111,108,-1.15E+02,-1.27E+02,15.962,-1.15E+02,353.18,2.03E+01
114,108,-1.16E+02,-1.28E+02,348.967,-1.16E+02,338.984,2.71E+01
117,108,-1.26E+02,-1.32E+02,308.094,-1.27E+02,358.54,8.52E+00
120,108,-1.20E+02,-1.42E+02,265.034,-1.20E+02,79.803,4.00E+01
123,108,-1.19E+02,-1.43E+02,342.382,-1.19E+02,59.156,2.42E+01
126,108,-1.34E+02,-1.43E+02,313.975,-1.34E+02,38.698,8.87E+00
129,108,-1.30E+02,-1.38E+02,122.691,-1.31E+02,212.076,7.36E+00
132,108,-1.23E+02,-1.32E+02,99.242,-1.23E+02,299.358,1.92E+01
135,108,-1.21E+02,-1.36E+02,119.534,-1.21E+02,293.021,3.38E+01
138,108,-1.35E+02,-1.37E+02,166.659,-1.40E+02,61.896,3.69E+00
141,108,-1.27E+02,-1.40E+02,256.196,-1.27E+02,61.948,2.55E+01
144,108,-1.28E+02,-1.39E+02,263.466,-1.28E+02,139.201,1.31E+01
147,108,-1.30E+02,-1.43E+02,45.327,-1.31E+02,190.929,1.75E+01
150,108,-1.28E+02,-1.41E+02,14.5,-1.28E+02,242.975,1.55E+01
153,108,-1.29E+02,-1.55E+02,354.262,-1.29E+02,159.873,3.87E+01
156,108,-1.35E+02,-1.46E+02,351.152,-1.36E+02,292.255,1.15E+01
159,108,-1.28E+02,-1.48E+02,13.892,-1.28E+02,175.884,3.01E+01
162,108,-1.28E+02,-1.36E+02,25.198,-1.29E+02,230.271,1.60E+01
165,108,-1.38E+02,-1.43E+02,170.163,-1.40E+02,322.998,1.30E+01
168,108,-1.41E+02,-1.63E+02,274.136,-1.41E+02,66.721,2.85E+01
171,108,-1.25E+02,-1.37E+02,77.595,-1.25E+02,268.857,2.68E+01
174,108,-1.32E+02,-1.38E+02,172.683,-1.34E+02,48.746,7.08E+00
177,108,-1.19E+02,-1.29E+02,23.64,-1.20E+02,248.323,1.25E+01
180,108,-1.11E+02,-1.21E+02,44.544,-1.11E+02,224.544,4.00E+01
0,111,-6.46E+01,-7.35E+01,253.57,-6.52E+01,253.57,4.00E+01
3,111,-7.61E+01,-8.49E+01,239.112,-7.67E+01,239.446,4.00E+01
6,111,-8.33E+01,-9.21E+01,35.501,-8.39E+01,35.183,4.00E+01
9,111,-8.61E+01,-9.50E+01,277.105,-8.67E+01,277.525,4.00E+01
12,111,-8.87E+01,-9.77E+01,93.518,-8.93E+01,93.249,4.00E+01
15,111,-9.31E+01,-1.02E+02,306.018,-9.36E+01,304.948,4.00E+01
18,111,-9.62E+01,-1.05E+02,137.191,-9.68E+01,134.366,3.57E+01
21,111,-1.01E+02,-1.10E+02,348.805,-1.02E+02,344.041,3.10E+01
24,111,-1.05E+02,-1.13E+02,201.263,-1.06E+02,197.75,3.30E+01
27,111,-1.06E+02,-1.14E+02,64.773,-1.06E+02,66.686,3.85E+01
30,111,-1.05E+02,-1.14E+02,273.159,-1.06E+02,277.492,3.19E+01
33,111,-1.05E+02,-1.14E+02,114.031,-1.06E+02,114.284,4.00E+01
36,111,-1.07E+02,-1.16E+02,316.39,-1.08E+02,313.496,3.59E+01
39,111,-1.12E+02,-1.21E+02,174.201,-1.13E+02,162.265,2.26E+01
42,111,-1.14E+02,-1.21E+02,58.18,-1.15E+02,56.199,3.76E+01
45,111,-1.11E+02,-1.20E+02,278.63,-1.12E+02,284.486,2.94E+01
48,111,-1.13E+02,-1.22E+02,129.747,-1.13E+02,122.179,2.77E+01
51,111,-1.17E+02,-1.25E+02,23.219,-1.18E+02,1.945,1.74E+01
54,111,-1.15E+02,-1.23E+02,262.454,-1.15E+02,271.417,2.54E+01
57,111,-1.16E+02,-1.26E+02,124.706,-1.17E+02,113.908,2.52E+01
60,111,-1.19E+02,-1.26E+02,40.26,-1.20E+02,21.409,1.74E+01
63,111,-1.15E+02,-1.27E+02,274.26,-1.16E+02,278.054,3.51E+01
66,111,-1.24E+02,-1.30E+02,199.05,-1.25E+02,180.371,1.69E+01
69,111,-1.18E+02,-1.27E+02,66.985,-1.19E+02,68.501,4.00E+01
72,111,-1.21E+02,-1.29E+02,11.468,-1.22E+02,332.973,1.20E+01
75,111,-1.18E+02,-1.29E+02,254.141,-1.18E+02,255.438,4.00E+01
78,111,-1.21E+02,-1.27E+02,208.237,-1.22E+02,202.904,2.83E+01
81,111,-1.22E+02,-1.34E+02,140.837,-1.23E+02,91.293,1.44E+01
84,111,-1.19E+02,-1.32E+02,51.138,-1.20E+02,49.562,4.00E+01
87,111,-1.24E+02,-1.34E+02,19.423,-1.25E+02,29.725,2.54E+01
90,111,-1.41E+02,-1.43E+02,273.388,-1.45E+02,178.464,1.90E+00
93,111,-1.31E+02,-1.38E+02,227.823,-1.32E+02,184.558,1.03E+01
96,111,-1.33E+02,-1.41E+02,287.05,-1.34E+02,298.227,2.26E+01
99,111,-1.22E+02,-1.32E+02,332.486,-1.22E+02,311.339,1.96E+01
102,111,-1.19E+02,-1.29E+02,337.521,-1.20E+02,306.071,1.62E+01
105,111,-1.21E+02,-1.30E+02,356.321,-1.21E+02,318.729,1.41E+01
108,111,-1.19E+02,-1.28E+02,22.991,-1.19E+02,354.229,1.61E+01
111,111,-1.15E+02,-1.26E+02,16.319,-1.15E+02,353.423,1.90E+01
114,111,-1.16E+02,-1.26E+02,349.428,-1.16E+02,339.252,2.57E+01
117,111,-1.26E+02,-1.31E+02,308.543,-1.27E+02,359.065,7.60E+00
120,111,-1.20E+02,-1.40E+02,265.721,-1.20E+02,79.971,4.00E+01
123,111,-1.19E+02,-1.42E+02,342.535,-1.19E+02,59.237,2.26E+01
126,111,-1.34E+02,-1.42E+02,314.308,-1.34E+02,38.532,7.18E+00
129,111,-1.30E+02,-1.37E+02,122.875,-1.31E+02,212.057,6.01E+00
132,111,-1.23E+02,-1.31E+02,99.307,-1.23E+02,299.417,1.81E+01
135,111,-1.21E+02,-1.35E+02,119.664,-1.21E+02,292.97,3.23E+01
138,111,-1.34E+02,-1.36E+02,166.961,-1.40E+02,63.253,4.87E+00
141,111,-1.27E+02,-1.39E+02,255.555,-1.27E+02,61.707,2.45E+01
144,111,-1.28E+02,-1.38E+02,263.456,-1.28E+02,139.485,1.17E+01
147,111,-1.31E+02,-1.42E+02,45.695,-1.31E+02,191.074,1.61E+01
150,111,-1.28E+02,-1.40E+02,15.039,-1.29E+02,243.622,1.41E+01
153,111,-1.29E+02,-1.53E+02,350.518,-1.29E+02,159.83,3.94E+01
156,111,-1.35E+02,-1.44E+02,351.517,-1.36E+02,291.615,9.76E+00
159,111,-1.28E+02,-1.47E+02,13.347,-1.28E+02,175.915,2.89E+01
162,111,-1.28E+02,-1.35E+02,25.511,-1.29E+02,231.135,1.49E+01
165,111,-1.38E+02,-1.42E+02,169.65,-1.40E+02,321.792,1.23E+01
168,111,-1.42E+02,-1.61E+02,283.232,-1.42E+02,69.899,2.49E+01
171,111,-1.25E+02,-1.36E+02,78.911,-1.26E+02,269.932,2.58E+01
174,111,-1.32E+02,-1.37E+02,172.36,-1.34E+02,49.443,6.05E+00
177,111,-1.19E+02,-1.28E+02,23.539,-1.20E+02,248.09,1.13E+01
180,111,-1.11E+02,-1.20E+02,44.544,-1.12E+02,224.544,4.00E+01
0,114,-6.46E+01,-7.24E+01,253.57,-6.54E+01,253.57,4.00E+01
3,114,-7.61E+01,-8.38E+01,239.154,-7.69E+01,239.489,4.00E+01
6,114,-8.33E+01,-9.10E+01,35.436,-8.41E+01,35.118,4.00E+01
9,114,-8.61E+01,-9.39E+01,276.919,-8.69E+01,277.336,4.00E+01
12,114,-8.87E+01,-9.66E+01,93.531,-8.95E+01,93.259,4.00E+01
15,114,-9.31E+01,-1.01E+02,306.197,-9.38E+01,305.119,4.00E+01
18,114,-9.62E+01,-1.04E+02,137.203,-9.70E+01,134.385,3.48E+01
21,114,-1.01E+02,-1.09E+02,348.753,-1.02E+02,343.975,3.01E+01
24,114,-1.05E+02,-1.12E+02,201.15,-1.06E+02,197.633,3.22E+01
27,114,-1.06E+02,-1.13E+02,64.589,-1.07E+02,66.487,3.77E+01
30,114,-1.05E+02,-1.13E+02,273.216,-1.06E+02,277.556,3.09E+01
33,114,-1.05E+02,-1.13E+02,114.031,-1.06E+02,114.306,4.00E+01
36,114,-1.07E+02,-1.15E+02,316.353,-1.08E+02,313.444,3.49E+01
39,114,-1.12E+02,-1.20E+02,174.108,-1.13E+02,162.188,2.17E+01
42,114,-1.14E+02,-1.20E+02,58.302,-1.15E+02,56.361,3.70E+01
45,114,-1.11E+02,-1.19E+02,278.585,-1.12E+02,284.492,2.84E+01
48,114,-1.13E+02,-1.21E+02,129.727,-1.13E+02,122.139,2.67E+01
51,114,-1.17E+02,-1.24E+02,23.229,-1.18E+02,2.026,1.65E+01
54,114,-1.15E+02,-1.22E+02,262.513,-1.16E+02,271.396,2.46E+01
57,114,-1.16E+02,-1.25E+02,124.715,-1.17E+02,113.896,2.42E+01
60,114,-1.19E+02,-1.25E+02,40.4,-1.20E+02,21.39,1.66E+01
63,114,-1.16E+02,-1.26E+02,274.117,-1.16E+02,278.153,3.35E+01
66,114,-1.24E+02,-1.29E+02,199,-1.25E+02,180.155,1.63E+01
69,114,-1.18E+02,-1.26E+02,66.982,-1.19E+02,68.499,4.00E+01
72,114,-1.21E+02,-1.28E+02,11.422,-1.22E+02,333.106,1.11E+01
75,114,-1.18E+02,-1.28E+02,254.31,-1.18E+02,255.551,4.00E+01
78,114,-1.21E+02,-1.26E+02,208.362,-1.22E+02,203.009,2.76E+01
81,114,-1.22E+02,-1.33E+02,141.076,-1.23E+02,91.656,1.32E+01
84,114,-1.20E+02,-1.30E+02,51.402,-1.20E+02,49.81,4.00E+01
87,114,-1.24E+02,-1.33E+02,19.632,-1.25E+02,29.889,2.44E+01
90,114,-1.40E+02,-1.42E+02,273.587,-1.45E+02,179.704,2.86E+00
93,114,-1.31E+02,-1.37E+02,227.871,-1.32E+02,184.568,9.46E+00
96,114,-1.33E+02,-1.40E+02,286.744,-1.35E+02,299.071,2.09E+01
99,114,-1.22E+02,-1.31E+02,332.438,-1.22E+02,311.833,1.87E+01
102,114,-1.19E+02,-1.28E+02,337.457,-1.20E+02,306.473,1.52E+01
105,114,-1.21E+02,-1.29E+02,356.343,-1.21E+02,319.371,1.31E+01
108,114,-1.19E+02,-1.27E+02,23.329,-1.19E+02,355.016,1.53E+01
111,114,-1.15E+02,-1.24E+02,16.741,-1.16E+02,354.027,1.80E+01
114,114,-1.16E+02,-1.25E+02,349.784,-1.17E+02,339.814,2.49E+01
117,114,-1.25E+02,-1.30E+02,308.62,-1.27E+02,359.465,6.99E+00
120,114,-1.20E+02,-1.39E+02,264.885,-1.20E+02,79.869,4.00E+01
123,114,-1.20E+02,-1.41E+02,343.431,-1.20E+02,59.143,2.16E+01
126,114,-1.34E+02,-1.41E+02,315.408,-1.34E+02,37.608,6.24E+00
129,114,-1.30E+02,-1.36E+02,122.567,-1.31E+02,212.429,4.70E+00
132,114,-1.23E+02,-1.30E+02,99.318,-1.24E+02,299.287,1.73E+01
135,114,-1.21E+02,-1.34E+02,119.441,-1.22E+02,293.018,3.15E+01
138,114,-1.34E+02,-1.35E+02,167.027,-1.40E+02,63.542,6.00E+00
141,114,-1.27E+02,-1.38E+02,255.5,-1.27E+02,61.923,2.36E+01
144,114,-1.28E+02,-1.37E+02,263.942,-1.28E+02,139.695,1.06E+01
147,114,-1.31E+02,-1.41E+02,45.867,-1.31E+02,191.242,1.50E+01
150,114,-1.28E+02,-1.39E+02,15.353,-1.29E+02,243.989,1.29E+01
153,114,-1.29E+02,-1.52E+02,348.141,-1.29E+02,160.005,4.00E+01
156,114,-1.35E+02,-1.43E+02,351.897,-1.36E+02,292.534,8.94E+00
159,114,-1.28E+02,-1.46E+02,13.655,-1.29E+02,175.868,2.76E+01
162,114,-1.28E+02,-1.34E+02,25.538,-1.29E+02,231.272,1.41E+01
165,114,-1.38E+02,-1.41E+02,168.827,-1.41E+02,319.383,1.16E+01
168,114,-1.42E+02,-1.61E+02,278.993,-1.42E+02,69.398,2.48E+01
171,114,-1.25E+02,-1.35E+02,79.986,-1.26E+02,270.847,2.48E+01
174,114,-1.32E+02,-1.36E+02,172.013,-1.34E+02,50.509,5.27E+00
177,114,-1.19E+02,-1.26E+02,23.434,-1.20E+02,247.852,1.03E+01
180,114,-1.11E+02,-1.19E+02,44.544,-1.12E+02,224.544,4.00E+01
0,117,-6.46E+01,-7.14E+01,253.57,-6.56E+01,253.57,4.00E+01
3,117,-7.61E+01,-8.28E+01,239.196,-7.71E+01,239.532,4.00E+01
6,117,-8.32E+01,-9.00E+01,35.354,-8.43E+01,35.034,4.00E+01
9,117,-8.61E+01,-9.30E+01,276.8,-8.71E+01,277.215,4.00E+01
12,117,-8.87E+01,-9.56E+01,93.65,-8.97E+01,93.376,4.00E+01
15,117,-9.30E+01,-1.00E+02,306.302,-9.40E+01,305.215,4.00E+01
18,117,-9.62E+01,-1.03E+02,137.099,-9.72E+01,134.283,3.41E+01
21,117,-1.01E+02,-1.08E+02,348.741,-1.02E+02,343.968,2.94E+01
24,117,-1.05E+02,-1.11E+02,201.013,-1.06E+02,197.513,3.16E+01
27,117,-1.06E+02,-1.12E+02,64.687,-1.07E+02,66.57,3.71E+01
30,117,-1.05E+02,-1.12E+02,273.271,-1.06E+02,277.627,3.02E+01
33,117,-1.05E+02,-1.12E+02,113.968,-1.06E+02,114.268,4.00E+01
36,117,-1.07E+02,-1.14E+02,316.307,-1.08E+02,313.411,3.41E+01
39,117,-1.12E+02,-1.19E+02,174.133,-1.14E+02,162.167,2.10E+01
42,117,-1.14E+02,-1.19E+02,58.264,-1.15E+02,56.403,3.68E+01
45,117,-1.11E+02,-1.18E+02,278.578,-1.12E+02,284.481,2.76E+01
48,117,-1.13E+02,-1.20E+02,129.77,-1.14E+02,122.094,2.58E+01
51,117,-1.17E+02,-1.23E+02,23.178,-1.18E+02,2.013,1.59E+01
54,117,-1.15E+02,-1.21E+02,262.42,-1.16E+02,271.233,2.39E+01
57,117,-1.16E+02,-1.24E+02,124.682,-1.17E+02,113.957,2.34E+01
60,117,-1.19E+02,-1.24E+02,40.393,-1.21E+02,21.459,1.62E+01
63,117,-1.16E+02,-1.25E+02,274.204,-1.16E+02,278.103,3.29E+01
66,117,-1.23E+02,-1.28E+02,199.191,-1.25E+02,180.72,1.61E+01
69,117,-1.18E+02,-1.25E+02,66.986,-1.19E+02,68.411,4.00E+01
72,117,-1.21E+02,-1.27E+02,11.386,-1.22E+02,333.145,1.04E+01
75,117,-1.18E+02,-1.27E+02,254.301,-1.18E+02,255.434,4.00E+01
78,117,-1.20E+02,-1.25E+02,208.336,-1.22E+02,202.925,2.71E+01
81,117,-1.23E+02,-1.32E+02,140.821,-1.23E+02,91.759,1.21E+01
84,117,-1.20E+02,-1.29E+02,51.407,-1.20E+02,49.636,4.00E+01
87,117,-1.24E+02,-1.32E+02,19.533,-1.25E+02,29.591,2.38E+01
90,117,-1.40E+02,-1.41E+02,273.322,-1.45E+02,179.468,4.32E+00
93,117,-1.31E+02,-1.36E+02,227.84,-1.32E+02,183.874,8.68E+00
96,117,-1.34E+02,-1.39E+02,286.963,-1.35E+02,300.09,1.97E+01
99,117,-1.22E+02,-1.30E+02,332.963,-1.23E+02,312.33,1.78E+01
102,117,-1.19E+02,-1.27E+02,337.977,-1.20E+02,306.918,1.43E+01
105,117,-1.21E+02,-1.28E+02,356.815,-1.22E+02,319.874,1.22E+01
108,117,-1.19E+02,-1.26E+02,23.515,-1.19E+02,355.304,1.45E+01
111,117,-1.15E+02,-1.23E+02,16.811,-1.16E+02,354.203,1.72E+01
114,117,-1.16E+02,-1.24E+02,349.888,-1.17E+02,339.943,2.41E+01
117,117,-1.25E+02,-1.29E+02,309.088,-1.27E+02,358.971,6.80E+00
120,117,-1.20E+02,-1.38E+02,266.046,-1.20E+02,79.904,3.74E+01
123,117,-1.20E+02,-1.40E+02,342.856,-1.20E+02,59.39,2.04E+01
126,117,-1.33E+02,-1.40E+02,315.702,-1.35E+02,38.453,5.19E+00
129,117,-1.30E+02,-1.35E+02,122.568,-1.31E+02,212.397,3.61E+00
132,117,-1.23E+02,-1.29E+02,99.48,-1.24E+02,299.202,1.67E+01
135,117,-1.21E+02,-1.33E+02,119.401,-1.22E+02,293.175,3.07E+01
138,117,-1.33E+02,-1.34E+02,167.061,-1.41E+02,62.634,7.25E+00
141,117,-1.27E+02,-1.37E+02,255.648,-1.28E+02,62.106,2.27E+01
144,117,-1.28E+02,-1.36E+02,264.196,-1.28E+02,139.658,9.62E+00
147,117,-1.31E+02,-1.40E+02,45.568,-1.31E+02,191.087,1.42E+01
150,117,-1.29E+02,-1.38E+02,15.426,-1.29E+02,243.858,1.19E+01
153,117,-1.29E+02,-1.51E+02,348.382,-1.29E+02,160.123,3.88E+01
156,117,-1.35E+02,-1.43E+02,352.667,-1.36E+02,294.042,8.55E+00
159,117,-1.29E+02,-1.45E+02,13.61,-1.29E+02,175.772,2.65E+01
162,117,-1.28E+02,-1.33E+02,25.319,-1.29E+02,230.813,1.36E+01
165,117,-1.38E+02,-1.40E+02,168.104,-1.41E+02,317.749,1.14E+01
168,117,-1.42E+02,-1.60E+02,263.252,-1.42E+02,66.009,2.86E+01
171,117,-1.25E+02,-1.34E+02,80.629,-1.26E+02,271.459,2.39E+01
174,117,-1.32E+02,-1.35E+02,171.65,-1.35E+02,51.935,4.73E+00
177,117,-1.19E+02,-1.25E+02,23.329,-1.21E+02,247.618,9.51E+00
180,117,-1.11E+02,-1.18E+02,44.544,-1.12E+02,224.544,4.00E+01
0,120,-6.46E+01,-7.06E+01,253.57,-6.58E+01,253.57,4.00E+01
3,120,-7.61E+01,-8.20E+01,239.235,-7.74E+01,239.572,4.00E+01
6,120,-8.32E+01,-8.91E+01,35.259,-8.45E+01,34.939,4.00E+01
9,120,-8.61E+01,-9.21E+01,276.768,-8.74E+01,277.18,4.00E+01
12,120,-8.87E+01,-9.48E+01,93.795,-8.99E+01,93.521,4.00E+01
15,120,-9.31E+01,-9.92E+01,306.277,-9.43E+01,305.183,4.00E+01
18,120,-9.62E+01,-1.02E+02,137.029,-9.75E+01,134.212,3.35E+01
21,120,-1.01E+02,-1.07E+02,348.755,-1.02E+02,344.004,2.88E+01
24,120,-1.05E+02,-1.10E+02,201.033,-1.06E+02,197.545,3.11E+01
27,120,-1.06E+02,-1.11E+02,64.804,-1.07E+02,66.695,3.65E+01
30,120,-1.05E+02,-1.11E+02,273.186,-1.06E+02,277.564,2.96E+01
33,120,-1.05E+02,-1.11E+02,113.964,-1.06E+02,114.262,4.00E+01
36,120,-1.07E+02,-1.14E+02,316.288,-1.08E+02,313.406,3.35E+01
39,120,-1.12E+02,-1.18E+02,174.173,-1.14E+02,162.157,2.05E+01
42,120,-1.14E+02,-1.18E+02,58.279,-1.15E+02,56.419,3.63E+01
45,120,-1.11E+02,-1.17E+02,278.62,-1.12E+02,284.467,2.71E+01
48,120,-1.13E+02,-1.19E+02,129.665,-1.14E+02,122.042,2.52E+01
51,120,-1.17E+02,-1.22E+02,23.206,-1.19E+02,2.049,1.54E+01
54,120,-1.15E+02,-1.21E+02,262.445,-1.16E+02,271.335,2.33E+01
57,120,-1.16E+02,-1.24E+02,124.6,-1.17E+02,113.829,2.27E+01
60,120,-1.19E+02,-1.23E+02,40.327,-1.21E+02,21.455,1.59E+01
63,120,-1.16E+02,-1.24E+02,274.219,-1.16E+02,278.076,3.22E+01
66,120,-1.23E+02,-1.27E+02,198.987,-1.26E+02,180.451,1.58E+01
69,120,-1.18E+02,-1.25E+02,67.102,-1.20E+02,68.265,4.00E+01
72,120,-1.21E+02,-1.26E+02,11.507,-1.23E+02,333.607,1.00E+01
75,120,-1.18E+02,-1.26E+02,254.347,-1.19E+02,255.564,4.00E+01
78,120,-1.20E+02,-1.24E+02,208.469,-1.22E+02,202.823,2.64E+01
81,120,-1.23E+02,-1.31E+02,141.049,-1.23E+02,91.872,1.12E+01
84,120,-1.20E+02,-1.29E+02,51.436,-1.20E+02,49.74,4.00E+01
87,120,-1.24E+02,-1.31E+02,19.562,-1.25E+02,29.749,2.29E+01
90,120,-1.39E+02,-1.40E+02,273.212,-1.45E+02,177.558,5.32E+00
93,120,-1.31E+02,-1.35E+02,227.828,-1.33E+02,182.925,8.04E+00
96,120,-1.34E+02,-1.38E+02,287.213,-1.35E+02,302.153,1.81E+01
99,120,-1.22E+02,-1.29E+02,333.214,-1.23E+02,313.143,1.73E+01
102,120,-1.19E+02,-1.27E+02,338.182,-1.20E+02,307.542,1.36E+01
105,120,-1.21E+02,-1.27E+02,356.987,-1.22E+02,320.44,1.16E+01
108,120,-1.19E+02,-1.25E+02,23.682,-1.20E+02,355.495,1.38E+01
111,120,-1.15E+02,-1.23E+02,17.075,-1.16E+02,354.35,1.64E+01
114,120,-1.16E+02,-1.23E+02,350.27,-1.17E+02,340.153,2.32E+01
117,120,-1.25E+02,-1.28E+02,309.443,-1.28E+02,359.344,6.66E+00
120,120,-1.20E+02,-1.37E+02,266.15,-1.20E+02,80.014,3.65E+01
123,120,-1.20E+02,-1.39E+02,343.111,-1.20E+02,59.471,1.93E+01
126,120,-1.33E+02,-1.39E+02,315.865,-1.35E+02,37.97,4.21E+00
129,120,-1.30E+02,-1.34E+02,122.433,-1.32E+02,212.865,2.59E+00
132,120,-1.23E+02,-1.28E+02,99.488,-1.24E+02,299.136,1.62E+01
135,120,-1.22E+02,-1.32E+02,119.589,-1.22E+02,293.234,2.96E+01
138,120,-1.32E+02,-1.33E+02,167.001,-1.41E+02,61.443,8.45E+00
141,120,-1.27E+02,-1.36E+02,255.407,-1.28E+02,61.895,2.18E+01
144,120,-1.28E+02,-1.35E+02,264.137,-1.29E+02,139.623,8.74E+00
147,120,-1.31E+02,-1.39E+02,45.18,-1.32E+02,190.923,1.34E+01
150,120,-1.29E+02,-1.37E+02,15.335,-1.29E+02,243.663,1.10E+01
153,120,-1.29E+02,-1.50E+02,350.073,-1.29E+02,160.142,3.62E+01
156,120,-1.35E+02,-1.42E+02,353.304,-1.36E+02,294.048,7.68E+00
159,120,-1.29E+02,-1.44E+02,12.671,-1.29E+02,175.64,2.57E+01
162,120,-1.28E+02,-1.32E+02,25.202,-1.30E+02,230.611,1.33E+01
165,120,-1.37E+02,-1.39E+02,167.87,-1.41E+02,318.214,1.18E+01
