Theta [deg.],Phi   [deg.],Abs(RCS )[dB(m^2)],Abs(Theta)[dB(m^2)],Phase(Theta)[deg.],Abs(Phi  )[dB(m^2)],Phase(Phi  )[deg.],Ax.Ratio[dB    ]
57,189,-1.17E+02,-1.18E+02,125.566,-1.32E+02,294.367,2.90E+01
60,189,-1.17E+02,-1.17E+02,40.446,-1.36E+02,200.731,2.84E+01
63,189,-1.18E+02,-1.18E+02,275.113,-1.31E+02,98.397,3.86E+01
66,189,-1.21E+02,-1.21E+02,199.357,-1.41E+02,0.775,2.98E+01
69,189,-1.19E+02,-1.19E+02,67.317,-1.35E+02,248.788,4.00E+01
72,189,-1.20E+02,-1.20E+02,11.41,-1.38E+02,151.213,2.16E+01
75,189,-1.20E+02,-1.21E+02,253.946,-1.33E+02,75.169,4.00E+01
78,189,-1.18E+02,-1.19E+02,207.661,-1.37E+02,23.182,4.00E+01
81,189,-1.25E+02,-1.25E+02,141.091,-1.38E+02,270.956,1.52E+01
84,189,-1.23E+02,-1.23E+02,51.206,-1.35E+02,229.829,4.00E+01
87,189,-1.25E+02,-1.25E+02,19.065,-1.40E+02,210.244,2.95E+01
90,189,-1.34E+02,-1.34E+02,276.334,-1.59E+02,3.335,2.48E+01
93,189,-1.29E+02,-1.29E+02,228.211,-1.47E+02,7.725,2.21E+01
96,189,-1.32E+02,-1.32E+02,285.353,-1.49E+02,113.46,3.40E+01
99,189,-1.23E+02,-1.23E+02,331.321,-1.38E+02,128.986,2.28E+01
102,189,-1.21E+02,-1.21E+02,336.76,-1.35E+02,124.102,1.99E+01
105,189,-1.21E+02,-1.22E+02,355.987,-1.37E+02,136.774,1.94E+01
108,189,-1.19E+02,-1.19E+02,22.603,-1.35E+02,173.028,2.18E+01
111,189,-1.17E+02,-1.17E+02,15.814,-1.31E+02,172.483,2.26E+01
114,189,-1.17E+02,-1.18E+02,348.696,-1.32E+02,158.255,2.97E+01
117,189,-1.22E+02,-1.22E+02,308.02,-1.43E+02,178.363,2.33E+01
120,189,-1.30E+02,-1.31E+02,265.896,-1.35E+02,259.784,2.63E+01
123,189,-1.31E+02,-1.33E+02,340.665,-1.35E+02,239.154,2.71E+00
126,189,-1.33E+02,-1.33E+02,312.859,-1.50E+02,222.31,1.74E+01
129,189,-1.28E+02,-1.28E+02,122.076,-1.47E+02,30.666,1.85E+01
132,189,-1.22E+02,-1.22E+02,98.948,-1.39E+02,119.488,2.60E+01
135,189,-1.25E+02,-1.26E+02,119.278,-1.37E+02,112.385,3.02E+01
138,189,-1.27E+02,-1.27E+02,166.259,-1.55E+02,243.502,2.87E+01
141,189,-1.30E+02,-1.30E+02,256.138,-1.43E+02,242.092,2.56E+01
144,189,-1.29E+02,-1.29E+02,264.123,-1.44E+02,319.477,1.62E+01
147,189,-1.33E+02,-1.33E+02,46.379,-1.47E+02,12.065,1.90E+01
150,189,-1.31E+02,-1.31E+02,14.853,-1.44E+02,63.204,1.56E+01
153,189,-1.41E+02,-1.45E+02,355.602,-1.44E+02,340.235,1.74E+01
156,189,-1.35E+02,-1.35E+02,350.228,-1.52E+02,109.871,1.74E+01
159,189,-1.37E+02,-1.38E+02,15.377,-1.44E+02,355.889,1.73E+01
162,189,-1.26E+02,-1.26E+02,25.535,-1.45E+02,52.226,2.55E+01
165,189,-1.34E+02,-1.34E+02,166.11,-1.58E+02,120.174,2.63E+01
168,189,-1.45E+02,-1.46E+02,211.729,-1.54E+02,227.904,2.01E+01
171,189,-1.27E+02,-1.27E+02,73.793,-1.41E+02,85.735,2.78E+01
174,189,-1.28E+02,-1.28E+02,171.71,-1.50E+02,227.86,2.36E+01
177,189,-1.19E+02,-1.19E+02,23.483,-1.36E+02,68.916,2.00E+01
180,189,-1.11E+02,-1.11E+02,44.544,-1.27E+02,44.544,4.00E+01
0,192,-6.46E+01,-6.48E+01,253.57,-7.82E+01,73.57,4.00E+01
3,192,-7.60E+01,-7.62E+01,238.972,-8.98E+01,59.303,4.00E+01
6,192,-8.32E+01,-8.34E+01,35.532,-9.70E+01,215.216,4.00E+01
9,192,-8.61E+01,-8.63E+01,277.715,-9.98E+01,98.148,4.00E+01
12,192,-8.87E+01,-8.89E+01,94.177,-1.02E+02,273.926,4.00E+01
15,192,-9.32E+01,-9.34E+01,306.256,-1.07E+02,125.179,4.00E+01
18,192,-9.63E+01,-9.65E+01,136.871,-1.10E+02,314.043,3.99E+01
21,192,-1.01E+02,-1.01E+02,348.599,-1.15E+02,163.815,3.56E+01
24,192,-1.04E+02,-1.04E+02,200.977,-1.19E+02,17.479,3.91E+01
27,192,-1.05E+02,-1.05E+02,64.383,-1.19E+02,246.143,4.00E+01
30,192,-1.05E+02,-1.05E+02,273.018,-1.19E+02,97.317,3.65E+01
33,192,-1.05E+02,-1.05E+02,113.949,-1.19E+02,294.238,4.00E+01
36,192,-1.08E+02,-1.08E+02,316.276,-1.21E+02,133.443,3.94E+01
39,192,-1.12E+02,-1.12E+02,173.781,-1.26E+02,341.762,2.82E+01
42,192,-1.12E+02,-1.13E+02,57.516,-1.28E+02,235.377,4.00E+01
45,192,-1.11E+02,-1.11E+02,278.317,-1.25E+02,104.329,3.34E+01
48,192,-1.13E+02,-1.13E+02,129.707,-1.26E+02,302.044,3.07E+01
51,192,-1.16E+02,-1.16E+02,22.475,-1.31E+02,181.178,2.36E+01
54,192,-1.15E+02,-1.15E+02,262.144,-1.29E+02,91.197,3.02E+01
57,192,-1.17E+02,-1.18E+02,124.957,-1.30E+02,294.026,2.69E+01
60,192,-1.17E+02,-1.17E+02,39.868,-1.33E+02,200.68,2.61E+01
63,192,-1.18E+02,-1.18E+02,274.543,-1.29E+02,98.318,3.52E+01
66,192,-1.21E+02,-1.21E+02,199.055,-1.38E+02,359.08,2.68E+01
69,192,-1.19E+02,-1.19E+02,67.402,-1.32E+02,249.083,4.00E+01
72,192,-1.20E+02,-1.20E+02,11.415,-1.35E+02,152.504,1.94E+01
75,192,-1.20E+02,-1.21E+02,254.482,-1.31E+02,75.494,4.00E+01
78,192,-1.18E+02,-1.19E+02,207.974,-1.35E+02,23.168,3.81E+01
81,192,-1.25E+02,-1.26E+02,141.119,-1.36E+02,270.278,1.26E+01
84,192,-1.22E+02,-1.23E+02,51.205,-1.33E+02,229.568,4.00E+01
87,192,-1.25E+02,-1.25E+02,19.201,-1.38E+02,210.218,2.72E+01
90,192,-1.34E+02,-1.34E+02,275.251,-1.56E+02,0.476,2.21E+01
93,192,-1.29E+02,-1.29E+02,228.041,-1.45E+02,6.357,1.94E+01
96,192,-1.32E+02,-1.32E+02,285.521,-1.47E+02,113.785,3.17E+01
99,192,-1.23E+02,-1.23E+02,331.546,-1.35E+02,129.609,2.07E+01
102,192,-1.20E+02,-1.21E+02,336.922,-1.33E+02,124.9,1.77E+01
105,192,-1.21E+02,-1.22E+02,355.878,-1.34E+02,137.762,1.71E+01
108,192,-1.19E+02,-1.19E+02,22.345,-1.32E+02,173.347,1.94E+01
111,192,-1.16E+02,-1.17E+02,15.611,-1.28E+02,172.586,2.04E+01
114,192,-1.17E+02,-1.18E+02,348.695,-1.30E+02,158.258,2.73E+01
117,192,-1.22E+02,-1.22E+02,308.113,-1.40E+02,177.595,2.08E+01
120,192,-1.29E+02,-1.31E+02,265.969,-1.33E+02,259.565,2.52E+01
123,192,-1.30E+02,-1.33E+02,340.979,-1.32E+02,238.851,1.93E+00
126,192,-1.33E+02,-1.33E+02,313.784,-1.48E+02,219.44,1.50E+01
129,192,-1.28E+02,-1.28E+02,121.94,-1.44E+02,31.189,1.58E+01
132,192,-1.22E+02,-1.22E+02,99.069,-1.36E+02,119.491,2.36E+01
135,192,-1.25E+02,-1.26E+02,119.65,-1.34E+02,112.81,2.82E+01
138,192,-1.27E+02,-1.27E+02,166.415,-1.53E+02,242.387,2.66E+01
141,192,-1.30E+02,-1.30E+02,256.383,-1.40E+02,242.59,2.35E+01
144,192,-1.29E+02,-1.29E+02,263.503,-1.41E+02,319.279,1.37E+01
147,192,-1.33E+02,-1.33E+02,46.088,-1.44E+02,11.985,1.66E+01
150,192,-1.31E+02,-1.31E+02,14.851,-1.42E+02,63.016,1.33E+01
153,192,-1.40E+02,-1.45E+02,354.836,-1.42E+02,340.073,1.82E+01
156,192,-1.35E+02,-1.35E+02,350.3,-1.49E+02,109.69,1.48E+01
159,192,-1.37E+02,-1.39E+02,16.662,-1.42E+02,355.795,1.52E+01
162,192,-1.26E+02,-1.26E+02,24.717,-1.42E+02,50.005,2.36E+01
165,192,-1.34E+02,-1.34E+02,167.214,-1.54E+02,130.583,2.49E+01
168,192,-1.47E+02,-1.48E+02,224.489,-1.52E+02,233.061,2.34E+01
171,192,-1.27E+02,-1.27E+02,74.606,-1.38E+02,86.383,2.56E+01
174,192,-1.28E+02,-1.28E+02,171.639,-1.47E+02,227.865,2.10E+01
177,192,-1.19E+02,-1.19E+02,23.431,-1.33E+02,68.754,1.75E+01
180,192,-1.11E+02,-1.11E+02,44.544,-1.25E+02,44.544,4.00E+01
0,195,-6.46E+01,-6.49E+01,253.57,-7.63E+01,73.57,4.00E+01
3,195,-7.60E+01,-7.63E+01,239.007,-8.79E+01,59.339,4.00E+01
6,195,-8.32E+01,-8.35E+01,35.524,-9.51E+01,215.209,4.00E+01
9,195,-8.61E+01,-8.64E+01,277.527,-9.79E+01,97.958,4.00E+01
12,195,-8.87E+01,-8.90E+01,93.862,-1.00E+02,273.606,4.00E+01
15,195,-9.32E+01,-9.35E+01,305.962,-1.05E+02,124.891,4.00E+01
18,195,-9.63E+01,-9.66E+01,136.79,-1.08E+02,313.958,3.81E+01
21,195,-1.01E+02,-1.01E+02,348.63,-1.13E+02,163.846,3.38E+01
24,195,-1.04E+02,-1.05E+02,200.924,-1.17E+02,17.399,3.72E+01
27,195,-1.05E+02,-1.05E+02,64.515,-1.18E+02,246.319,4.00E+01
30,195,-1.05E+02,-1.05E+02,273.139,-1.17E+02,97.44,3.47E+01
33,195,-1.05E+02,-1.06E+02,113.895,-1.17E+02,294.187,4.00E+01
36,195,-1.08E+02,-1.08E+02,316.192,-1.19E+02,133.394,3.78E+01
39,195,-1.12E+02,-1.12E+02,173.778,-1.24E+02,341.803,2.64E+01
42,195,-1.13E+02,-1.13E+02,57.722,-1.26E+02,235.448,4.00E+01
45,195,-1.11E+02,-1.11E+02,278.378,-1.23E+02,104.433,3.15E+01
48,195,-1.13E+02,-1.14E+02,129.549,-1.24E+02,302.05,2.91E+01
51,195,-1.16E+02,-1.17E+02,22.456,-1.29E+02,180.834,2.16E+01
54,195,-1.15E+02,-1.15E+02,262.087,-1.27E+02,91.301,2.82E+01
57,195,-1.17E+02,-1.18E+02,124.47,-1.28E+02,293.766,2.54E+01
60,195,-1.17E+02,-1.17E+02,39.692,-1.31E+02,200.417,2.41E+01
63,195,-1.18E+02,-1.18E+02,273.943,-1.27E+02,97.923,3.31E+01
66,195,-1.21E+02,-1.21E+02,198.136,-1.36E+02,359.007,2.51E+01
69,195,-1.18E+02,-1.19E+02,66.851,-1.30E+02,248.615,4.00E+01
72,195,-1.20E+02,-1.20E+02,10.822,-1.33E+02,151.587,1.74E+01
75,195,-1.20E+02,-1.21E+02,254.484,-1.29E+02,75.364,4.00E+01
78,195,-1.18E+02,-1.19E+02,207.977,-1.33E+02,23.07,3.60E+01
81,195,-1.25E+02,-1.26E+02,141.101,-1.34E+02,270.698,1.09E+01
84,195,-1.22E+02,-1.23E+02,51.098,-1.31E+02,229.614,4.00E+01
87,195,-1.25E+02,-1.25E+02,19.092,-1.36E+02,209.995,2.56E+01
90,195,-1.34E+02,-1.34E+02,274.414,-1.54E+02,2.916,2.01E+01
93,195,-1.29E+02,-1.29E+02,227.71,-1.43E+02,6.735,1.76E+01
96,195,-1.32E+02,-1.32E+02,285.769,-1.45E+02,114.795,2.90E+01
99,195,-1.23E+02,-1.24E+02,331.88,-1.33E+02,129.892,1.90E+01
102,195,-1.20E+02,-1.21E+02,337.171,-1.31E+02,124.955,1.59E+01
105,195,-1.21E+02,-1.22E+02,355.924,-1.32E+02,137.495,1.53E+01
108,195,-1.19E+02,-1.19E+02,22.23,-1.30E+02,173.162,1.76E+01
111,195,-1.16E+02,-1.17E+02,15.503,-1.27E+02,172.548,1.87E+01
114,195,-1.17E+02,-1.18E+02,348.685,-1.28E+02,158.334,2.57E+01
117,195,-1.22E+02,-1.22E+02,307.996,-1.39E+02,178.213,1.88E+01
120,195,-1.28E+02,-1.32E+02,265.19,-1.31E+02,259.822,2.66E+01
123,195,-1.29E+02,-1.33E+02,341.604,-1.31E+02,238.852,3.26E+00
126,195,-1.33E+02,-1.33E+02,314.113,-1.46E+02,216.934,1.28E+01
129,195,-1.28E+02,-1.28E+02,122.277,-1.42E+02,33.075,1.38E+01
132,195,-1.22E+02,-1.22E+02,99.161,-1.34E+02,119.279,2.19E+01
135,195,-1.25E+02,-1.26E+02,119.4,-1.33E+02,112.734,2.70E+01
138,195,-1.27E+02,-1.27E+02,166.436,-1.51E+02,240.619,2.44E+01
141,195,-1.29E+02,-1.30E+02,256.232,-1.38E+02,242.277,2.18E+01
144,195,-1.29E+02,-1.29E+02,263.415,-1.39E+02,319.34,1.18E+01
147,195,-1.33E+02,-1.33E+02,45.958,-1.42E+02,11.757,1.48E+01
150,195,-1.31E+02,-1.31E+02,14.971,-1.40E+02,62.639,1.16E+01
153,195,-1.39E+02,-1.45E+02,353.561,-1.40E+02,339.535,1.97E+01
156,195,-1.35E+02,-1.36E+02,350.363,-1.47E+02,111.745,1.29E+01
159,195,-1.36E+02,-1.38E+02,15.988,-1.40E+02,355.927,1.51E+01
162,195,-1.26E+02,-1.26E+02,24.484,-1.40E+02,49.379,2.18E+01
165,195,-1.33E+02,-1.33E+02,167.99,-1.51E+02,136.618,2.37E+01
168,195,-1.47E+02,-1.50E+02,243.258,-1.51E+02,239.132,2.89E+01
171,195,-1.27E+02,-1.27E+02,75.681,-1.37E+02,87.249,2.41E+01
174,195,-1.28E+02,-1.28E+02,171.543,-1.45E+02,228.049,1.90E+01
177,195,-1.19E+02,-1.19E+02,23.368,-1.31E+02,68.559,1.56E+01
180,195,-1.11E+02,-1.11E+02,44.544,-1.23E+02,44.544,4.00E+01
0,198,-6.46E+01,-6.50E+01,253.57,-7.48E+01,73.57,4.00E+01
3,198,-7.60E+01,-7.64E+01,239.047,-8.63E+01,59.38,4.00E+01
6,198,-8.32E+01,-8.36E+01,35.504,-9.35E+01,215.187,4.00E+01
9,198,-8.61E+01,-8.65E+01,277.312,-9.63E+01,97.739,4.00E+01
12,198,-8.87E+01,-8.92E+01,93.613,-9.89E+01,273.353,4.00E+01
15,198,-9.32E+01,-9.36E+01,305.881,-1.03E+02,124.811,4.00E+01
18,198,-9.63E+01,-9.67E+01,136.939,-1.06E+02,314.113,3.67E+01
21,198,-1.01E+02,-1.01E+02,348.655,-1.11E+02,163.885,3.24E+01
24,198,-1.04E+02,-1.05E+02,200.936,-1.15E+02,17.38,3.56E+01
27,198,-1.05E+02,-1.05E+02,64.654,-1.16E+02,246.504,4.00E+01
30,198,-1.05E+02,-1.05E+02,273.07,-1.15E+02,97.412,3.32E+01
33,198,-1.05E+02,-1.06E+02,113.823,-1.15E+02,294.12,4.00E+01
36,198,-1.08E+02,-1.08E+02,316.233,-1.17E+02,133.386,3.63E+01
39,198,-1.12E+02,-1.12E+02,173.826,-1.23E+02,341.854,2.49E+01
42,198,-1.13E+02,-1.13E+02,57.801,-1.24E+02,235.603,4.00E+01
45,198,-1.11E+02,-1.12E+02,278.378,-1.21E+02,104.418,3.01E+01
48,198,-1.13E+02,-1.14E+02,129.599,-1.23E+02,302.077,2.77E+01
51,198,-1.16E+02,-1.17E+02,22.615,-1.28E+02,181.13,2.02E+01
54,198,-1.15E+02,-1.15E+02,262.064,-1.25E+02,91.267,2.68E+01
57,198,-1.17E+02,-1.18E+02,124.495,-1.26E+02,293.733,2.40E+01
60,198,-1.17E+02,-1.17E+02,39.724,-1.30E+02,200.311,2.25E+01
63,198,-1.17E+02,-1.18E+02,273.847,-1.25E+02,97.93,3.16E+01
66,198,-1.21E+02,-1.21E+02,198.283,-1.35E+02,359.082,2.36E+01
69,198,-1.19E+02,-1.19E+02,66.593,-1.29E+02,248.294,4.00E+01
72,198,-1.20E+02,-1.20E+02,10.416,-1.32E+02,152.153,1.59E+01
75,198,-1.20E+02,-1.21E+02,253.844,-1.28E+02,75.357,4.00E+01
78,198,-1.19E+02,-1.19E+02,207.623,-1.31E+02,22.432,3.40E+01
81,198,-1.25E+02,-1.26E+02,140.369,-1.32E+02,270.563,9.57E+00
84,198,-1.22E+02,-1.23E+02,50.815,-1.29E+02,229.711,4.00E+01
87,198,-1.25E+02,-1.26E+02,18.779,-1.34E+02,210.243,2.38E+01
90,198,-1.34E+02,-1.34E+02,274.722,-1.53E+02,358.915,1.85E+01
93,198,-1.29E+02,-1.29E+02,227.738,-1.41E+02,4.802,1.57E+01
96,198,-1.32E+02,-1.33E+02,286.086,-1.44E+02,117.125,2.62E+01
99,198,-1.23E+02,-1.24E+02,332.018,-1.32E+02,130.883,1.80E+01
102,198,-1.20E+02,-1.21E+02,337.097,-1.29E+02,125.657,1.47E+01
105,198,-1.21E+02,-1.22E+02,355.819,-1.31E+02,138.233,1.39E+01
108,198,-1.19E+02,-1.20E+02,22.307,-1.29E+02,173.476,1.62E+01
111,198,-1.16E+02,-1.17E+02,15.678,-1.25E+02,172.719,1.73E+01
114,198,-1.17E+02,-1.18E+02,348.864,-1.26E+02,158.427,2.43E+01
117,198,-1.22E+02,-1.22E+02,307.955,-1.37E+02,177.795,1.72E+01
120,198,-1.27E+02,-1.32E+02,265.35,-1.29E+02,260.126,2.71E+01
123,198,-1.28E+02,-1.33E+02,341.85,-1.29E+02,239.313,4.60E+00
126,198,-1.33E+02,-1.33E+02,314.154,-1.44E+02,219.907,1.10E+01
129,198,-1.28E+02,-1.28E+02,122.522,-1.41E+02,31.445,1.22E+01
132,198,-1.22E+02,-1.22E+02,99.092,-1.33E+02,119.248,2.04E+01
135,198,-1.25E+02,-1.26E+02,119.253,-1.31E+02,112.664,2.61E+01
138,198,-1.27E+02,-1.27E+02,166.593,-1.49E+02,241.587,2.25E+01
141,198,-1.29E+02,-1.30E+02,256.32,-1.37E+02,242.12,2.04E+01
144,198,-1.29E+02,-1.29E+02,263.579,-1.38E+02,319.502,1.03E+01
147,198,-1.32E+02,-1.33E+02,45.793,-1.41E+02,11.261,1.34E+01
150,198,-1.31E+02,-1.31E+02,15.423,-1.38E+02,62.952,1.03E+01
153,198,-1.38E+02,-1.46E+02,351.874,-1.38E+02,339.272,2.20E+01
156,198,-1.35E+02,-1.36E+02,350.616,-1.46E+02,112.518,1.15E+01
159,198,-1.35E+02,-1.38E+02,14.967,-1.38E+02,356.156,1.56E+01
162,198,-1.26E+02,-1.26E+02,24.734,-1.39E+02,50.012,2.01E+01
165,198,-1.33E+02,-1.33E+02,168.336,-1.49E+02,139.007,2.24E+01
168,198,-1.48E+02,-1.51E+02,261.958,-1.50E+02,244.707,1.64E+01
171,198,-1.27E+02,-1.28E+02,76.938,-1.35E+02,88.272,2.30E+01
174,198,-1.28E+02,-1.28E+02,171.421,-1.44E+02,228.507,1.72E+01
177,198,-1.19E+02,-1.19E+02,23.298,-1.30E+02,68.338,1.41E+01
180,198,-1.11E+02,-1.11E+02,44.544,-1.21E+02,44.544,4.00E+01
0,201,-6.46E+01,-6.52E+01,253.57,-7.35E+01,73.57,4.00E+01
3,201,-7.60E+01,-7.66E+01,239.091,-8.50E+01,59.425,4.00E+01
6,201,-8.32E+01,-8.38E+01,35.462,-9.22E+01,215.145,4.00E+01
9,201,-8.61E+01,-8.67E+01,277.095,-9.50E+01,97.518,4.00E+01
12,201,-8.87E+01,-8.93E+01,93.486,-9.76E+01,273.223,4.00E+01
15,201,-9.32E+01,-9.38E+01,305.99,-1.02E+02,124.916,4.00E+01
18,201,-9.63E+01,-9.69E+01,137.112,-1.05E+02,314.293,3.56E+01
21,201,-1.01E+02,-1.01E+02,348.635,-1.10E+02,163.863,3.12E+01
24,201,-1.04E+02,-1.05E+02,200.953,-1.14E+02,17.387,3.44E+01
27,201,-1.05E+02,-1.06E+02,64.516,-1.15E+02,246.378,3.99E+01
30,201,-1.05E+02,-1.05E+02,272.957,-1.14E+02,97.336,3.20E+01
33,201,-1.05E+02,-1.06E+02,113.854,-1.14E+02,294.145,4.00E+01
36,201,-1.08E+02,-1.08E+02,316.245,-1.16E+02,133.377,3.51E+01
39,201,-1.12E+02,-1.12E+02,173.852,-1.21E+02,341.866,2.37E+01
42,201,-1.13E+02,-1.13E+02,57.758,-1.23E+02,235.689,3.97E+01
45,201,-1.11E+02,-1.12E+02,278.455,-1.20E+02,104.42,2.91E+01
48,201,-1.13E+02,-1.14E+02,129.628,-1.21E+02,302.056,2.66E+01
51,201,-1.16E+02,-1.17E+02,22.689,-1.26E+02,181.26,1.90E+01
54,201,-1.15E+02,-1.15E+02,262.164,-1.24E+02,91.228,2.58E+01
57,201,-1.17E+02,-1.18E+02,124.533,-1.25E+02,293.743,2.29E+01
60,201,-1.17E+02,-1.18E+02,39.789,-1.29E+02,200.501,2.13E+01
63,201,-1.17E+02,-1.18E+02,273.985,-1.24E+02,98.031,3.08E+01
66,201,-1.21E+02,-1.21E+02,198.524,-1.33E+02,359.017,2.21E+01
69,201,-1.19E+02,-1.19E+02,66.76,-1.27E+02,248.67,3.90E+01
72,201,-1.20E+02,-1.20E+02,11.015,-1.30E+02,151.927,1.45E+01
75,201,-1.20E+02,-1.21E+02,253.884,-1.26E+02,75.164,4.00E+01
78,201,-1.19E+02,-1.19E+02,207.702,-1.30E+02,22.777,3.31E+01
81,201,-1.25E+02,-1.26E+02,140.334,-1.31E+02,270.789,8.58E+00
84,201,-1.22E+02,-1.23E+02,50.91,-1.28E+02,229.576,3.99E+01
87,201,-1.25E+02,-1.26E+02,19.005,-1.33E+02,209.912,2.32E+01
90,201,-1.35E+02,-1.35E+02,273.604,-1.52E+02,1.055,1.69E+01
93,201,-1.29E+02,-1.29E+02,227.556,-1.40E+02,5.11,1.44E+01
96,201,-1.32E+02,-1.33E+02,286.254,-1.42E+02,116.129,2.59E+01
99,201,-1.23E+02,-1.24E+02,331.979,-1.30E+02,130.595,1.69E+01
102,201,-1.20E+02,-1.21E+02,337.024,-1.28E+02,125.449,1.36E+01
105,201,-1.21E+02,-1.22E+02,355.881,-1.30E+02,138.101,1.27E+01
108,201,-1.19E+02,-1.20E+02,22.732,-1.27E+02,173.922,1.51E+01
111,201,-1.16E+02,-1.17E+02,16.095,-1.24E+02,173.179,1.63E+01
114,201,-1.17E+02,-1.18E+02,349.178,-1.25E+02,158.892,2.34E+01
117,201,-1.22E+02,-1.22E+02,308.278,-1.36E+02,178.636,1.56E+01
120,201,-1.27E+02,-1.32E+02,265.956,-1.28E+02,259.653,2.60E+01
123,201,-1.27E+02,-1.33E+02,342.298,-1.28E+02,238.88,6.04E+00
126,201,-1.33E+02,-1.33E+02,314.709,-1.43E+02,218.047,9.66E+00
129,201,-1.28E+02,-1.29E+02,122.5,-1.39E+02,31.795,1.07E+01
132,201,-1.22E+02,-1.23E+02,99.123,-1.32E+02,119.394,1.92E+01
135,201,-1.25E+02,-1.26E+02,119.235,-1.30E+02,112.677,2.55E+01
138,201,-1.27E+02,-1.27E+02,166.751,-1.48E+02,244.013,2.11E+01
141,201,-1.29E+02,-1.30E+02,256.024,-1.35E+02,242.193,1.98E+01
144,201,-1.29E+02,-1.30E+02,263.777,-1.36E+02,319.652,9.04E+00
147,201,-1.32E+02,-1.33E+02,45.6,-1.39E+02,10.967,1.24E+01
150,201,-1.30E+02,-1.32E+02,15.786,-1.37E+02,63.687,9.10E+00
153,201,-1.36E+02,-1.45E+02,350.404,-1.37E+02,339.73,2.42E+01
156,201,-1.35E+02,-1.36E+02,350.955,-1.44E+02,112.156,1.03E+01
159,201,-1.34E+02,-1.38E+02,14.769,-1.37E+02,356.287,1.60E+01
162,201,-1.26E+02,-1.27E+02,25.118,-1.37E+02,50.914,1.86E+01
165,201,-1.33E+02,-1.34E+02,168.26,-1.48E+02,138.805,2.11E+01
168,201,-1.47E+02,-1.51E+02,271.681,-1.49E+02,247.892,1.38E+01
171,201,-1.27E+02,-1.28E+02,78.218,-1.34E+02,89.332,2.22E+01
174,201,-1.28E+02,-1.28E+02,171.268,-1.42E+02,229.297,1.57E+01
177,201,-1.19E+02,-1.19E+02,23.224,-1.29E+02,68.102,1.29E+01
180,201,-1.11E+02,-1.12E+02,44.544,-1.20E+02,44.544,4.00E+01
0,204,-6.46E+01,-6.54E+01,253.57,-7.24E+01,73.57,4.00E+01
3,204,-7.60E+01,-7.68E+01,239.135,-8.39E+01,59.47,4.00E+01
6,204,-8.32E+01,-8.39E+01,35.401,-9.11E+01,215.084,4.00E+01
9,204,-8.61E+01,-8.69E+01,276.91,-9.39E+01,97.33,4.00E+01
12,204,-8.87E+01,-8.95E+01,93.5,-9.65E+01,273.233,4.00E+01
15,204,-9.32E+01,-9.40E+01,306.167,-1.01E+02,125.086,4.00E+01
18,204,-9.63E+01,-9.71E+01,137.14,-1.04E+02,314.325,3.47E+01
21,204,-1.01E+02,-1.02E+02,348.602,-1.09E+02,163.825,3.03E+01
24,204,-1.04E+02,-1.05E+02,200.861,-1.13E+02,17.314,3.35E+01
27,204,-1.05E+02,-1.06E+02,64.337,-1.14E+02,246.194,3.90E+01
30,204,-1.05E+02,-1.06E+02,273.054,-1.13E+02,97.427,3.10E+01
33,204,-1.05E+02,-1.06E+02,113.899,-1.13E+02,294.203,4.00E+01
36,204,-1.07E+02,-1.08E+02,316.205,-1.15E+02,133.35,3.43E+01
39,204,-1.12E+02,-1.13E+02,173.866,-1.20E+02,341.862,2.27E+01
42,204,-1.13E+02,-1.13E+02,57.913,-1.22E+02,235.837,3.86E+01
45,204,-1.11E+02,-1.12E+02,278.368,-1.19E+02,104.376,2.82E+01
48,204,-1.13E+02,-1.14E+02,129.605,-1.20E+02,301.978,2.56E+01
51,204,-1.16E+02,-1.17E+02,22.704,-1.25E+02,181.256,1.80E+01
54,204,-1.15E+02,-1.15E+02,262.226,-1.23E+02,91.276,2.48E+01
57,204,-1.17E+02,-1.18E+02,124.523,-1.24E+02,293.793,2.22E+01
60,204,-1.17E+02,-1.18E+02,39.89,-1.27E+02,200.68,2.02E+01
63,204,-1.17E+02,-1.19E+02,274.087,-1.23E+02,98.097,3.02E+01
66,204,-1.21E+02,-1.22E+02,198.63,-1.32E+02,359.417,2.11E+01
69,204,-1.19E+02,-1.19E+02,66.707,-1.26E+02,248.378,3.93E+01
72,204,-1.20E+02,-1.21E+02,10.905,-1.29E+02,152.16,1.35E+01
75,204,-1.20E+02,-1.21E+02,254.062,-1.25E+02,75.4,3.96E+01
78,204,-1.19E+02,-1.19E+02,208,-1.29E+02,22.704,3.14E+01
81,204,-1.25E+02,-1.26E+02,140.879,-1.30E+02,270.904,7.70E+00
84,204,-1.22E+02,-1.23E+02,51.115,-1.27E+02,229.607,3.83E+01
87,204,-1.25E+02,-1.26E+02,19.209,-1.32E+02,209.795,2.26E+01
90,204,-1.35E+02,-1.35E+02,274.226,-1.51E+02,0.639,1.63E+01
93,204,-1.29E+02,-1.30E+02,227.741,-1.39E+02,4.834,1.34E+01
96,204,-1.32E+02,-1.33E+02,286.227,-1.41E+02,118.821,2.28E+01
99,204,-1.23E+02,-1.24E+02,332.229,-1.29E+02,131.46,1.63E+01
102,204,-1.20E+02,-1.21E+02,337.369,-1.27E+02,126.094,1.28E+01
105,204,-1.21E+02,-1.22E+02,356.411,-1.28E+02,138.655,1.18E+01
108,204,-1.19E+02,-1.20E+02,23.223,-1.26E+02,174.231,1.41E+01
