400,29963601.82
405,29030183.28
406,28837563.93
407,28651666.57
408,28467804.74
409,28286017.13
410,28112243.2
411,27952871.25
412,27810673.21
413,27686673.53
414,27583731.66
415,27506460.3
416,27458133.83
417,27439123.11
418,27448759.09
419,27488170.38
420,27561219.31
425,28606846.81
430,30760203.99
435,33932555.24
440,37735352.7
445,41289106.3
450,44657512.43
455,47842509.7
460,50048682.37
465,52296942.53
470,53873071.84
475,55073031.33
480,56215732.85
485,56676272.03
490,57408430.35
495,57412551.58
500,57789277.03
505,57446328.98
510,57358723.76
515,56151228.15
520,54102085.92
525,50743963.23
530,48552705.96
535,47553571.23
536,47391034.41
537,47244284.88
538,47116882.84
539,47009815.17
540,46920488.1
541,46842746.25
542,46767889.68
543,46686413.44
544,46590034.06
545,46473665.25
546,46336492.89
547,46182159.82
548,46017816.37
549,45852252.01
550,45693614.42
555,45048904.93
560,44186767.83
565,43226737.92
570,42345225.01
571,42134192.58
572,41910891.22
573,41679142.92
574,41444357.42
575,41212093.61
576,40986724.62
577,40772593.93
578,40572593.82
579,40389053.55
580,40225002.9
581,40082879.94
582,39966923.36
583,39880733.69
584,39828317.14
585,39812001.27
590,40185015.87
595,40541501.75
600,40190857.97
