541,49218848.32,49035427.4,49014060.69,48994007.23,48966212.72,48940971.96,48241304.91,48922753.95,48732458.87,48241304.91
542,49323477.61,49148608.96,49132220.89,49111427.01,49085739.77,49061187.69,48380122.4,49044751.48,48857354.48,48380122.4
543,49422576.6,49253648.94,49241553.07,49219802.47,49195230.88,49171389.17,48515427.82,49156723.52,48976619.43,48515427.82
544,49521104.54,49354571.13,49345161.29,49322663.74,49298233.37,49275024.51,48646398.41,49261748.12,49091932.86,48646398.41
545,49636368.54,49468722.28,49459886.43,49437187.69,49412247.86,49389493.68,48785572.18,49376945.32,49218240.31,48785572.18
546,49792675.49,49621368.9,49611009.98,49588809.13,49563222.91,49540679.17,48954813.54,49528083.93,49379035.57,48954813.54
547,50013425.1,49837480.72,49824015.89,49802965.12,49777119.02,49754535.11,49178047,49741211.66,49598643.58,49178047
548,50313146.28,50133339.2,50116064.8,50096593.79,50071241.03,50048443.54,49473109.77,50033981.72,49893988.52,49473109.77
549,50691528.86,50510099.95,50489332.65,50471571.3,50447567.05,50424529.71,49844883.72,50408900.85,50267976.69,49844883.72
550,51131562.58,50951591.46,50928563.34,50912358.75,50890373.45,50867263.85,50282069.86,50850831.45,50706819.79,50282069.86
555,53063975.56,52918824.66,52908537.78,52896367.72,52880584,52863781.51,52343922.71,52852890.99,52717630.74,52343922.71
560,53430145.53,53292283.1,53284327.02,53279534.14,53263684.22,53254059.15,52844553.92,53243857.81,53153469.37,52844553.92
565,53862478.54,53752516.18,53739945.47,53740434.87,53736683.53,53729059.74,53358353.56,53718369.61,53635034.95,53358353.56
570,52842540.02,52772452.43,52772866.62,52783601.91,52775718.96,52780389.04,52529888.74,52777215.92,52723542.2,52529888.74
571,52493130.93,52424919.81,52425482.03,52438052.68,52429158.83,52435678.75,52201808.3,52432084.95,52384798.26,52201808.3
572,52183447.21,52115215.73,52114834.34,52128516.31,52119426.62,52127006.82,51903352.41,52122305.76,52079962.04,51903352.41
573,51953210.57,51883774.94,51881745.38,51895681.66,51887325.2,51895138.84,51675765.27,51888970.28,51849830.51,51675765.27
574,51830905.83,51759903.46,51756046.36,51769433.75,51762644.9,51769996.4,51550549.2,51762412.14,51724763.83,51550549.2
575,51829865.21,51757738.18,51752399.77,51764674.5,51760017.66,51766466.88,51544886.07,51757906.66,51720360.79,51544886.07
576,51947151.58,51874972.99,51868910.69,51879887.48,51877546.4,51882987.67,51659713.16,51874180.42,51835882.5,51659713.16
577,52165560.91,52094768.84,52088943.26,52098878.91,52098625.94,52103311.98,51880962.54,52095107.8,52055823.74,51880962.54
578,52458018.72,52390100.87,52385436.59,52394992.38,52396256.31,52400734.18,52183384.8,52393903.11,52354013.94,52183384.8
579,52793316.65,52729522.11,52726686.35,52736803.15,52738785.36,52743798.43,52536027.08,52738860.39,52699241.26,52536027.08
580,53141978.49,53083084.96,53082346.67,53094043.18,53095895.38,53102230.64,52908166.23,53099345.45,53061182.22,52908166.23
581,53481060.45,53427251.94,53428440.45,53442600.43,53443589.27,53451926.29,53274478.18,53450861.26,53415449.83,53274478.18
582,53797042.36,53747909.83,53750477.37,53767651.32,53767301.42,53778097.76,53618511.89,53778286.06,53746823.92,53618511.89
583,54086419.34,54041065.14,54044251.16,54064538.71,54062718.98,54076118.52,53933931.08,54076795.67,54050224.66,53933931.08
584,54354108.46,54311345.73,54314372.34,54337389.02,54334338.64,54350156.03,54223508.21,54350539.66,54329437.38,54223508.21
585,54610209.27,54568815.14,54571090.13,54596050.28,54592324.11,54610092.79,54496301.17,54609550.38,54594099.05,54496301.17
590,55969658.62,55929449.1,55931449.95,55953221.69,55957413.02,55975710.35,55901091.3,55972465.99,55978136.33,55901091.3
595,56847299.36,56830995.71,56845336.82,56871368.02,56885108.24,56905016.5,56906051.63,56911947.49,56930396.8,56906051.63
600,56720124.74,56725398.32,56738311.46,56775569.7,56787575.49,56816313.8,56894858.83,56822344.33,56867071.11,56894858.83
