400,36711682.23,37367451.18,37790582.46,39970757.83
404,36164361.78,36190315.64,35981342.09,37258357.44
408,34714897.56,34020153.76,33282222.34,33928820.07
412,32666256.06,31536724.48,30633473.8,31091501.49
416,30770875.47,29603971.36,28842010.33,29449027.01
420,29675725.29,28730054.94,28277321.89,29211145.12
424,29493722.09,28876589.02,28787604.86,30147471.3
428,30028915.55,29839441.19,30167789.58,32020453.58
432,31079823.15,31372402.46,32101759.55,34404189.54
436,32438195.37,33206865.5,34289816.23,36977151.68
440,33999760.13,35209973.41,36590159.73,39570384.49
444,35656189.06,37235338.32,38833410.5,42009427.13
448,37357797.16,39242740.03,41014799.58,44328349.81
452,39098087.25,41222666.75,43109865.44,46487022.19
456,40804900.05,43103602.15,45058187.47,48452632.27
460,42503818.03,44935856.43,46941293,50325747.3
464,44197709.34,46712533.48,48723230.22,52049656.21
468,45818873.93,48375425.41,50368461.99,53622043.08
472,47420515.86,49998800.07,51973968.44,55145413.57
476,49006968.1,51571552.26,53493418.92,56548379.87
480,50501780.42,53026789.63,54882351.93,57818407.99
484,51964486.86,54444012.54,56244954.36,59066935.72
488,53419573.67,55829256.95,57548987.74,60230001.41
492,54773225.67,57092692.91,58715886.28,61251795.96
496,56064526.77,58297845.88,59844946.53,62252184.65
500,57362437.1,59495819.85,60953101.46,63214220.95
504,58567257.28,60575958.12,61916430.71,64015829.88
508,59647634.62,61537722.67,62780067.29,64737246.9
512,60715094.51,62488733.21,63640377.36,65453751.36
516,61718715.9,63341971.21,64364102.96,66002533.44
520,62498946.41,63955477.62,64838680.39,66303144.91
524,63096441.71,64399292.33,65166860.27,66472072.19
528,63549514.45,64665904.79,65284799.34,66395786.55
532,63575397.92,64442820.68,64859651.35,65747037.77
536,62972582.09,63637039.1,63920252.99,64666696.12
540,62195805.29,62841911.86,63168188.02,63928944.4
544,62043460.67,62828433.32,63301233.87,64156092.8
548,62827411.4,63743157.09,64309783.95,65214005.8
552,64193971.01,65122593.45,65675153.45,66542294.93
556,65639794.37,66472412.76,66938917.81,67703446.37
560,66812707.41,67469596.39,67789937.78,68393287.52
564,67371718.6,67784036.21,67897968.79,68294950.07
568,67048102.96,67217991.09,67147182.85,67372433.54
572,66083449.71,66155194.49,66053425.42,66245204.8
576,65348757.46,65541067.62,65591032.21,65897798.55
580,65710024.2,66135298.84,66386145.37,66841543.18
584,67251043.53,67818265.38,68151767.45,68656777.98
588,69238985.97,69751148.19,70007271.87,70432190.98
592,70847129.55,71178870.29,71289626.89,71578477.32
596,71814868.81,71982978.98,71983687.3,72163522.13
600,72424352.06,72509597.45,72456025.75,72572221.63
