Theta [deg.],Phi   [deg.],Abs(RCS )[dB(nm^2)],Abs(Theta)[dB(nm^2)],Phase(Theta)[deg.],Abs(Phi  )[dB(nm^2)],Phase(Phi  )[deg.],Ax.Ratio[dB    ]
87,15,5.37E+01,5.29E+01,23.792,4.60E+01,229.51,1.55E+01
90,15,5.25E+01,5.11E+01,231.617,4.69E+01,54.558,3.28E+01
93,15,5.07E+01,5.03E+01,80.781,3.98E+01,238.257,1.95E+01
96,15,5.00E+01,4.99E+01,275.659,3.60E+01,180.102,1.39E+01
99,15,4.79E+01,4.71E+01,108.98,4.02E+01,343.675,9.35E+00
102,15,4.67E+01,4.58E+01,334.667,3.96E+01,102.944,9.15E+00
105,15,4.90E+01,4.87E+01,173.946,3.71E+01,249.284,1.20E+01
108,15,4.65E+01,4.61E+01,351.104,3.62E+01,200.28,1.69E+01
111,15,4.44E+01,3.75E+01,231.73,4.35E+01,20.024,1.31E+01
114,15,4.64E+01,4.62E+01,70.359,3.45E+01,208.489,1.55E+01
117,15,4.75E+01,4.69E+01,228.308,3.83E+01,144.557,8.72E+00
120,15,4.16E+01,3.93E+01,121.551,3.77E+01,274.175,1.24E+01
123,15,4.88E+01,4.86E+01,332.299,3.50E+01,33.312,1.49E+01
126,15,4.22E+01,4.04E+01,111.903,3.75E+01,350.618,5.88E+00
129,15,4.17E+01,3.69E+01,84.772,4.00E+01,160.816,3.75E+00
132,15,4.79E+01,4.78E+01,185.902,3.09E+01,124.254,1.80E+01
135,15,3.81E+01,3.29E+01,14.072,3.65E+01,244.248,7.64E+00
138,15,4.75E+01,4.72E+01,302.357,3.55E+01,8.495,1.26E+01
141,15,4.45E+01,4.32E+01,20.803,3.88E+01,318.028,6.28E+00
144,15,4.11E+01,4.01E+01,349.435,3.42E+01,105.491,7.39E+00
147,15,4.74E+01,4.74E+01,131.554,2.83E+01,78.259,2.11E+01
150,15,4.35E+01,4.22E+01,114.037,3.76E+01,150.931,1.10E+01
153,15,4.55E+01,4.53E+01,172.401,3.23E+01,123.695,1.57E+01
156,15,3.33E+01,2.56E+01,128.208,3.24E+01,246.57,8.37E+00
159,15,4.44E+01,4.44E+01,280.139,1.35E+01,20.622,3.10E+01
162,15,4.04E+01,3.77E+01,307.765,3.72E+01,294.462,1.87E+01
165,15,4.87E+01,4.87E+01,306.062,2.82E+01,322.623,3.15E+01
168,15,4.05E+01,3.82E+01,270.657,3.66E+01,290.671,1.52E+01
171,15,5.05E+01,5.04E+01,305.768,3.55E+01,307.651,4.00E+01
174,15,4.51E+01,4.48E+01,329.817,3.24E+01,351.369,2.15E+01
177,15,4.89E+01,4.78E+01,18.317,4.26E+01,305.894,5.89E+00
180,15,6.00E+01,5.97E+01,331.973,4.83E+01,331.973,4.00E+01
0,18,1.08E+02,1.07E+02,62.883,9.74E+01,242.883,4.00E+01
3,18,9.12E+01,9.08E+01,46.548,8.09E+01,228.123,4.00E+01
6,18,9.43E+01,9.38E+01,215.82,8.40E+01,36.154,4.00E+01
9,18,9.17E+01,9.13E+01,67.234,8.15E+01,247.098,4.00E+01
12,18,8.69E+01,8.65E+01,276.322,7.67E+01,95.217,4.00E+01
15,18,8.13E+01,8.09E+01,131.46,7.09E+01,309.138,3.87E+01
18,18,7.71E+01,7.68E+01,357.68,6.63E+01,177.074,4.00E+01
21,18,7.61E+01,7.57E+01,219.932,6.55E+01,42.6,3.77E+01
24,18,7.61E+01,7.57E+01,64.966,6.58E+01,247.313,3.84E+01
27,18,7.52E+01,7.47E+01,260.729,6.51E+01,81.172,4.00E+01
30,18,7.31E+01,7.27E+01,92.622,6.32E+01,270.209,3.79E+01
33,18,6.99E+01,6.94E+01,286.385,5.99E+01,99.484,2.88E+01
36,18,6.53E+01,6.49E+01,131.526,5.44E+01,298.468,2.41E+01
39,18,6.24E+01,6.21E+01,357.707,4.97E+01,177.021,4.00E+01
42,18,6.39E+01,6.35E+01,213.072,5.33E+01,40.807,2.84E+01
45,18,6.51E+01,6.45E+01,46.4,5.56E+01,229.516,3.53E+01
48,18,6.49E+01,6.43E+01,234.375,5.59E+01,51.198,3.47E+01
51,18,6.29E+01,6.23E+01,63.896,5.41E+01,232.038,2.31E+01
54,18,5.95E+01,5.90E+01,264.412,4.97E+01,60.313,1.79E+01
57,18,5.72E+01,5.70E+01,125.968,4.36E+01,297.112,3.00E+01
60,18,5.91E+01,5.87E+01,338.865,4.92E+01,168.211,2.62E+01
63,18,6.05E+01,5.98E+01,174.894,5.24E+01,354.418,4.00E+01
66,18,5.98E+01,5.90E+01,8.47,5.23E+01,175.478,2.13E+01
69,18,5.75E+01,5.69E+01,211.241,4.88E+01,3.801,1.58E+01
72,18,5.60E+01,5.57E+01,67.745,4.38E+01,240.922,3.09E+01
75,18,5.72E+01,5.64E+01,278.286,4.93E+01,107.233,2.48E+01
78,18,5.75E+01,5.63E+01,120.078,5.13E+01,294.507,2.76E+01
81,18,5.59E+01,5.49E+01,325.465,4.89E+01,121.914,1.57E+01
84,18,5.41E+01,5.37E+01,176.631,4.28E+01,353.439,3.67E+01
87,18,5.39E+01,5.28E+01,24.295,4.76E+01,229.747,1.45E+01
90,18,5.29E+01,5.10E+01,232.306,4.84E+01,55.034,3.29E+01
93,18,5.07E+01,5.02E+01,81.586,4.13E+01,239.053,1.81E+01
96,18,4.99E+01,4.97E+01,276.412,3.76E+01,180.406,1.21E+01
99,18,4.80E+01,4.68E+01,109.563,4.17E+01,344.397,7.88E+00
102,18,4.69E+01,4.55E+01,335.052,4.11E+01,103.458,7.92E+00
105,18,4.90E+01,4.86E+01,174.031,3.86E+01,248.303,1.04E+01
108,18,4.66E+01,4.60E+01,352.083,3.78E+01,201.056,1.55E+01
111,18,4.56E+01,3.71E+01,234.261,4.49E+01,20.446,1.39E+01
114,18,4.64E+01,4.59E+01,70.021,3.58E+01,207.749,1.40E+01
117,18,4.77E+01,4.69E+01,228.619,3.98E+01,144.408,7.18E+00
120,18,4.23E+01,3.93E+01,124.617,3.92E+01,273.938,1.12E+01
123,18,4.86E+01,4.83E+01,331.896,3.66E+01,34.557,1.29E+01
126,18,4.27E+01,4.03E+01,114.987,3.90E+01,351.35,5.60E+00
129,18,4.28E+01,3.64E+01,88.431,4.16E+01,161.388,5.92E+00
132,18,4.76E+01,4.75E+01,186.838,3.23E+01,124.031,1.62E+01
135,18,3.92E+01,3.33E+01,21.716,3.79E+01,243.768,9.82E+00
138,18,4.74E+01,4.70E+01,301.466,3.68E+01,9.377,1.10E+01
141,18,4.49E+01,4.30E+01,19.852,4.05E+01,318.427,5.23E+00
144,18,4.13E+01,3.99E+01,350.1,3.57E+01,106.633,6.04E+00
147,18,4.73E+01,4.72E+01,132.342,2.98E+01,80.842,1.97E+01
150,18,4.38E+01,4.20E+01,113.83,3.90E+01,150.512,1.02E+01
153,18,4.56E+01,4.53E+01,172.804,3.39E+01,125.454,1.44E+01
156,18,3.41E+01,2.10E+01,105.791,3.39E+01,250.284,1.79E+01
159,18,4.42E+01,4.42E+01,280.35,1.57E+01,26.773,2.88E+01
162,18,4.14E+01,3.80E+01,306.94,3.88E+01,293.957,1.89E+01
165,18,4.86E+01,4.85E+01,306.475,2.97E+01,324.877,2.90E+01
168,18,4.09E+01,3.77E+01,262.912,3.80E+01,288.835,1.28E+01
171,18,5.06E+01,5.04E+01,306.023,3.72E+01,308.053,4.00E+01
174,18,4.52E+01,4.48E+01,329.597,3.41E+01,350.895,2.02E+01
177,18,4.94E+01,4.78E+01,17.773,4.42E+01,306.19,4.59E+00
180,18,6.00E+01,5.96E+01,331.973,4.98E+01,331.973,4.00E+01
0,21,1.08E+02,1.07E+02,62.883,9.87E+01,242.883,4.00E+01
3,21,9.12E+01,9.06E+01,46.983,8.22E+01,228.572,4.00E+01
6,21,9.43E+01,9.37E+01,215.404,8.53E+01,35.733,4.00E+01
9,21,9.17E+01,9.11E+01,66.305,8.28E+01,246.174,4.00E+01
12,21,8.69E+01,8.63E+01,275.891,7.79E+01,94.782,4.00E+01
15,21,8.14E+01,8.08E+01,131.363,7.22E+01,309.053,3.76E+01
18,21,7.71E+01,7.66E+01,357.591,6.76E+01,177.016,4.00E+01
21,21,7.62E+01,7.57E+01,219.721,6.69E+01,42.389,3.65E+01
24,21,7.61E+01,7.55E+01,64.784,6.71E+01,247.097,3.74E+01
27,21,7.51E+01,7.45E+01,260.546,6.64E+01,81.004,4.00E+01
30,21,7.32E+01,7.25E+01,92.428,6.46E+01,270.064,3.70E+01
33,21,6.99E+01,6.93E+01,286.293,6.12E+01,99.439,2.78E+01
36,21,6.54E+01,6.49E+01,130.534,5.58E+01,297.857,2.32E+01
39,21,6.26E+01,6.23E+01,356.394,5.13E+01,175.603,4.00E+01
42,21,6.41E+01,6.36E+01,212.37,5.48E+01,40.068,2.73E+01
45,21,6.53E+01,6.46E+01,47.793,5.71E+01,230.506,3.54E+01
48,21,6.49E+01,6.41E+01,235.015,5.72E+01,51.593,3.30E+01
51,21,6.30E+01,6.22E+01,64.528,5.54E+01,232.416,2.19E+01
54,21,5.95E+01,5.88E+01,264.833,5.09E+01,60.741,1.68E+01
57,21,5.71E+01,5.68E+01,126.559,4.48E+01,297.689,2.88E+01
60,21,5.91E+01,5.85E+01,339.338,5.05E+01,168.187,2.55E+01
63,21,6.06E+01,5.96E+01,175.273,5.37E+01,354.822,4.00E+01
66,21,6.00E+01,5.88E+01,8.886,5.36E+01,175.732,2.03E+01
69,21,5.76E+01,5.67E+01,211.798,5.01E+01,4.256,1.48E+01
72,21,5.59E+01,5.56E+01,68.013,4.52E+01,240.637,2.90E+01
75,21,5.73E+01,5.63E+01,278.749,5.06E+01,107.663,2.40E+01
78,21,5.78E+01,5.62E+01,120.436,5.27E+01,294.624,2.66E+01
81,21,5.61E+01,5.48E+01,325.86,5.02E+01,122.206,1.48E+01
84,21,5.41E+01,5.36E+01,177.191,4.42E+01,354.542,3.71E+01
87,21,5.42E+01,5.26E+01,24.949,4.89E+01,229.978,1.39E+01
90,21,5.33E+01,5.09E+01,233.064,4.97E+01,55.604,3.32E+01
93,21,5.07E+01,5.00E+01,82.261,4.25E+01,239.814,1.71E+01
96,21,4.98E+01,4.95E+01,276.851,3.91E+01,180.829,1.05E+01
99,21,4.82E+01,4.66E+01,109.943,4.30E+01,344.971,6.87E+00
102,21,4.71E+01,4.54E+01,335.591,4.23E+01,103.414,7.04E+00
105,21,4.90E+01,4.84E+01,174.984,3.99E+01,248.924,8.97E+00
108,21,4.65E+01,4.57E+01,352.787,3.90E+01,201.607,1.44E+01
111,21,4.66E+01,3.68E+01,234.884,4.62E+01,20.265,1.50E+01
114,21,4.64E+01,4.59E+01,70.5,3.72E+01,207.483,1.26E+01
117,21,4.78E+01,4.67E+01,228.782,4.11E+01,144.488,5.63E+00
120,21,4.29E+01,3.92E+01,123.701,4.05E+01,273.931,1.16E+01
123,21,4.86E+01,4.83E+01,332.819,3.79E+01,35.795,1.16E+01
126,21,4.33E+01,4.03E+01,113.618,4.03E+01,352.175,5.03E+00
129,21,4.39E+01,3.68E+01,91.012,4.30E+01,162.136,6.99E+00
132,21,4.76E+01,4.74E+01,187.82,3.37E+01,125.48,1.48E+01
135,21,4.02E+01,3.35E+01,19.394,3.92E+01,244.969,9.84E+00
138,21,4.73E+01,4.67E+01,301.608,3.79E+01,9.502,9.65E+00
141,21,4.53E+01,4.27E+01,18.592,4.18E+01,318.644,4.87E+00
144,21,4.16E+01,3.98E+01,349.449,3.68E+01,107.146,5.40E+00
147,21,4.70E+01,4.68E+01,131.9,3.10E+01,79.306,1.79E+01
150,21,4.41E+01,4.19E+01,113.23,4.02E+01,149.871,9.80E+00
153,21,4.54E+01,4.49E+01,173.118,3.49E+01,125.422,1.31E+01
156,21,3.52E+01,2.12E+01,90.207,3.50E+01,251.016,2.38E+01
159,21,4.40E+01,4.40E+01,280.431,1.73E+01,31.723,2.73E+01
162,21,4.22E+01,3.78E+01,304.302,4.02E+01,293.07,2.05E+01
165,21,4.83E+01,4.82E+01,306.481,3.05E+01,326.63,2.71E+01
168,21,4.15E+01,3.76E+01,259.541,3.92E+01,287.9,1.21E+01
171,21,5.06E+01,5.03E+01,306.285,3.86E+01,308.512,4.00E+01
174,21,4.53E+01,4.48E+01,329.501,3.55E+01,350.472,1.91E+01
177,21,4.98E+01,4.77E+01,17.209,4.56E+01,306.503,3.71E+00
180,21,6.00E+01,5.94E+01,331.973,5.11E+01,331.973,4.00E+01
0,24,1.08E+02,1.07E+02,62.883,9.98E+01,242.883,4.00E+01
3,24,9.12E+01,9.04E+01,47.432,8.32E+01,229.034,3.98E+01
6,24,9.43E+01,9.36E+01,214.916,8.65E+01,35.239,4.00E+01
9,24,9.17E+01,9.09E+01,65.581,8.39E+01,245.454,4.00E+01
12,24,8.69E+01,8.61E+01,275.904,7.90E+01,94.797,4.00E+01
15,24,8.14E+01,8.07E+01,131.287,7.34E+01,308.981,3.67E+01
18,24,7.71E+01,7.64E+01,357.748,6.86E+01,177.19,4.00E+01
21,24,7.62E+01,7.55E+01,219.871,6.80E+01,42.525,3.56E+01
24,24,7.61E+01,7.53E+01,65.034,6.82E+01,247.324,3.66E+01
27,24,7.52E+01,7.43E+01,260.358,6.75E+01,80.834,4.00E+01
30,24,7.32E+01,7.23E+01,92.47,6.57E+01,270.073,3.60E+01
33,24,6.99E+01,6.91E+01,285.956,6.23E+01,99.157,2.69E+01
36,24,6.54E+01,6.47E+01,130.035,5.70E+01,297.573,2.24E+01
39,24,6.25E+01,6.20E+01,355.278,5.24E+01,174.341,4.00E+01
42,24,6.42E+01,6.35E+01,210.967,5.59E+01,39.001,2.60E+01
45,24,6.55E+01,6.46E+01,47.276,5.83E+01,230.103,3.43E+01
48,24,6.51E+01,6.41E+01,236.043,5.84E+01,52.196,3.12E+01
51,24,6.31E+01,6.20E+01,65.083,5.66E+01,232.834,2.10E+01
54,24,5.95E+01,5.86E+01,265.964,5.20E+01,61.253,1.57E+01
57,24,5.71E+01,5.67E+01,126.807,4.61E+01,298.122,2.78E+01
60,24,5.92E+01,5.84E+01,339.963,5.17E+01,168.748,2.47E+01
63,24,6.07E+01,5.94E+01,175.66,5.48E+01,354.99,4.00E+01
66,24,6.01E+01,5.87E+01,9.208,5.47E+01,175.93,1.96E+01
69,24,5.76E+01,5.65E+01,212.155,5.12E+01,4.473,1.39E+01
72,24,5.59E+01,5.54E+01,68.514,4.64E+01,241.679,2.85E+01
75,24,5.75E+01,5.61E+01,279.027,5.17E+01,107.768,2.34E+01
78,24,5.80E+01,5.60E+01,121.008,5.38E+01,295.221,2.62E+01
81,24,5.63E+01,5.46E+01,326.497,5.13E+01,122.749,1.42E+01
84,24,5.40E+01,5.34E+01,177.845,4.52E+01,355.732,3.81E+01
87,24,5.44E+01,5.24E+01,25.567,5.01E+01,230.46,1.35E+01
90,24,5.37E+01,5.07E+01,233.696,5.08E+01,55.971,3.40E+01
93,24,5.08E+01,4.98E+01,82.717,4.35E+01,240.11,1.63E+01
96,24,4.98E+01,4.93E+01,277.254,4.02E+01,181.65,9.15E+00
99,24,4.84E+01,4.65E+01,110.758,4.41E+01,345.167,6.33E+00
102,24,4.75E+01,4.53E+01,336.702,4.35E+01,103.263,6.26E+00
105,24,4.89E+01,4.82E+01,175.51,4.09E+01,249.38,7.76E+00
108,24,4.66E+01,4.55E+01,352.887,4.01E+01,201.632,1.35E+01
111,24,4.77E+01,3.69E+01,235.628,4.73E+01,20.403,1.58E+01
114,24,4.64E+01,4.57E+01,71.035,3.83E+01,209.133,1.18E+01
117,24,4.79E+01,4.65E+01,229.487,4.22E+01,145.113,4.33E+00
120,24,4.36E+01,3.89E+01,124.412,4.17E+01,274.463,1.20E+01
123,24,4.86E+01,4.81E+01,332.939,3.88E+01,35.988,1.06E+01
126,24,4.37E+01,3.97E+01,112.455,4.15E+01,351.976,5.22E+00
129,24,4.48E+01,3.71E+01,88.021,4.40E+01,162.16,7.34E+00
132,24,4.75E+01,4.73E+01,187.943,3.51E+01,125.68,1.34E+01
135,24,4.10E+01,3.30E+01,17.775,4.03E+01,245.842,1.07E+01
138,24,4.73E+01,4.66E+01,302.581,3.91E+01,9.655,8.50E+00
141,24,4.56E+01,4.24E+01,19.23,4.28E+01,318.872,4.73E+00
144,24,4.19E+01,3.98E+01,349.444,3.78E+01,106.661,4.78E+00
147,24,4.68E+01,4.67E+01,131.517,3.23E+01,79.049,1.65E+01
150,24,4.45E+01,4.18E+01,113.086,4.13E+01,149.552,9.66E+00
153,24,4.53E+01,4.47E+01,172.949,3.59E+01,125.667,1.20E+01
156,24,3.62E+01,2.40E+01,101.124,3.59E+01,248.883,1.78E+01
159,24,4.38E+01,4.38E+01,280.072,1.79E+01,36.482,2.69E+01
162,24,4.27E+01,3.72E+01,299.944,4.13E+01,291.873,2.40E+01
165,24,4.80E+01,4.79E+01,306.692,3.12E+01,328.435,2.55E+01
168,24,4.23E+01,3.77E+01,260.388,4.04E+01,287.844,1.27E+01
171,24,5.05E+01,5.01E+01,306.554,3.99E+01,309.037,3.83E+01
174,24,4.55E+01,4.48E+01,329.549,3.69E+01,350.133,1.82E+01
177,24,5.02E+01,4.77E+01,16.652,4.67E+01,306.817,3.27E+00
180,24,6.00E+01,5.93E+01,331.973,5.22E+01,331.973,4.00E+01
0,27,1.08E+02,1.07E+02,62.883,1.01E+02,242.883,4.00E+01
3,27,9.11E+01,9.02E+01,47.876,8.42E+01,229.491,3.90E+01
6,27,9.44E+01,9.34E+01,214.378,8.75E+01,34.695,4.00E+01
9,27,9.17E+01,9.07E+01,65.145,8.49E+01,245.022,4.00E+01
12,27,8.69E+01,8.59E+01,276.176,8.00E+01,95.073,4.00E+01
15,27,8.14E+01,8.04E+01,131.118,7.43E+01,308.793,3.59E+01
18,27,7.70E+01,7.61E+01,358.03,6.95E+01,177.473,4.00E+01
21,27,7.62E+01,7.53E+01,220.261,6.90E+01,42.914,3.48E+01
24,27,7.61E+01,7.51E+01,65.173,6.92E+01,247.483,3.58E+01
27,27,7.52E+01,7.41E+01,260.171,6.85E+01,80.66,4.00E+01
30,27,7.32E+01,7.21E+01,92.307,6.66E+01,269.898,3.52E+01
33,27,6.99E+01,6.88E+01,285.664,6.33E+01,98.926,2.63E+01
36,27,6.54E+01,6.45E+01,129.917,5.80E+01,297.45,2.15E+01
39,27,6.23E+01,6.18E+01,354.728,5.33E+01,173.809,4.00E+01
42,27,6.41E+01,6.32E+01,210.441,5.68E+01,38.651,2.51E+01
45,27,6.56E+01,6.44E+01,45.998,5.92E+01,229.184,3.26E+01
48,27,6.53E+01,6.40E+01,235.592,5.95E+01,51.994,3.12E+01
51,27,6.33E+01,6.19E+01,65.584,5.76E+01,233.18,2.04E+01
54,27,5.96E+01,5.85E+01,266.377,5.30E+01,61.794,1.50E+01
57,27,5.71E+01,5.66E+01,127.863,4.72E+01,299.852,2.75E+01
60,27,5.93E+01,5.82E+01,340.002,5.27E+01,168.797,2.40E+01
63,27,6.09E+01,5.93E+01,175.944,5.58E+01,354.991,4.00E+01
66,27,6.03E+01,5.85E+01,9.552,5.57E+01,176.17,1.91E+01
69,27,5.78E+01,5.64E+01,212.578,5.22E+01,4.964,1.33E+01
72,27,5.59E+01,5.53E+01,69.155,4.74E+01,242.621,2.80E+01
75,27,5.76E+01,5.60E+01,279.485,5.27E+01,107.973,2.32E+01
78,27,5.83E+01,5.58E+01,121.346,5.47E+01,295.537,2.60E+01
81,27,5.65E+01,5.44E+01,326.925,5.22E+01,123.212,1.39E+01
84,27,5.40E+01,5.32E+01,178.206,4.62E+01,355.813,3.62E+01
87,27,5.47E+01,5.22E+01,25.859,5.10E+01,230.823,1.32E+01
90,27,5.42E+01,5.05E+01,234.071,5.17E+01,55.989,3.56E+01
93,27,5.08E+01,4.97E+01,83.094,4.44E+01,239.932,1.54E+01
96,27,4.98E+01,4.91E+01,277.669,4.11E+01,181.549,8.08E+00
99,27,4.87E+01,4.63E+01,111.351,4.51E+01,344.592,6.14E+00
102,27,4.78E+01,4.51E+01,337.147,4.45E+01,103.795,6.01E+00
105,27,4.90E+01,4.80E+01,175.892,4.19E+01,250.014,6.71E+00
108,27,4.67E+01,4.53E+01,353.94,4.13E+01,202.443,1.29E+01
111,27,4.86E+01,3.68E+01,237.695,4.83E+01,21.263,1.64E+01
114,27,4.64E+01,4.55E+01,71.723,3.91E+01,209.731,1.11E+01
117,27,4.80E+01,4.63E+01,229.734,4.33E+01,145.164,3.12E+00
120,27,4.42E+01,3.90E+01,126.821,4.26E+01,275.031,1.18E+01
123,27,4.83E+01,4.77E+01,332.967,3.95E+01,36.807,9.40E+00
126,27,4.42E+01,3.93E+01,116.081,4.25E+01,352.126,6.42E+00
129,27,4.54E+01,3.69E+01,86.458,4.48E+01,162.126,8.28E+00
132,27,4.75E+01,4.71E+01,187.515,3.63E+01,126.582,1.22E+01
135,27,4.18E+01,3.26E+01,17.561,4.13E+01,246.148,1.17E+01
138,27,4.73E+01,4.64E+01,303.427,4.00E+01,10.185,7.45E+00
141,27,4.60E+01,4.21E+01,19.654,4.37E+01,319.051,4.97E+00
144,27,4.22E+01,3.96E+01,349.887,3.87E+01,106.136,4.24E+00
147,27,4.67E+01,4.65E+01,131.548,3.33E+01,79.803,1.55E+01
150,27,4.50E+01,4.16E+01,113.695,4.23E+01,149.873,9.75E+00
153,27,4.54E+01,4.47E+01,172.728,3.71E+01,126.549,1.12E+01
156,27,3.71E+01,2.54E+01,106.401,3.68E+01,247.177,1.58E+01
159,27,4.36E+01,4.36E+01,279.429,1.79E+01,41.352,2.72E+01
162,27,4.32E+01,3.65E+01,296.221,4.22E+01,291.149,2.88E+01
165,27,4.78E+01,4.77E+01,307.469,3.23E+01,330.183,2.39E+01
168,27,4.31E+01,3.79E+01,263.349,4.15E+01,288.274,1.39E+01
171,27,5.05E+01,4.99E+01,306.836,4.09E+01,309.635,3.63E+01
174,27,4.56E+01,4.48E+01,329.729,3.81E+01,349.885,1.75E+01
177,27,5.07E+01,4.76E+01,16.125,4.77E+01,307.117,3.26E+00
180,27,6.00E+01,5.90E+01,331.973,5.32E+01,331.973,4.00E+01
0,30,1.08E+02,1.06E+02,62.883,1.02E+02,242.883,4.00E+01
3,30,9.11E+01,8.99E+01,48.293,8.50E+01,229.921,3.83E+01
6,30,9.45E+01,9.32E+01,213.821,8.84E+01,34.132,4.00E+01
9,30,9.17E+01,9.05E+01,65.03,8.57E+01,244.909,4.00E+01
12,30,8.70E+01,8.57E+01,276.453,8.09E+01,95.355,4.00E+01
15,30,8.13E+01,8.01E+01,130.865,7.51E+01,308.501,3.51E+01
18,30,7.69E+01,7.59E+01,358.259,7.04E+01,177.688,4.00E+01
21,30,7.61E+01,7.50E+01,220.557,6.98E+01,43.238,3.41E+01
24,30,7.61E+01,7.48E+01,64.996,7.00E+01,247.359,3.50E+01
27,30,7.52E+01,7.39E+01,260.12,6.93E+01,80.605,4.00E+01
30,30,7.32E+01,7.18E+01,92.065,6.74E+01,269.674,3.47E+01
33,30,6.99E+01,6.86E+01,285.708,6.41E+01,98.946,2.57E+01
36,30,6.53E+01,6.42E+01,129.825,5.88E+01,297.277,2.08E+01
39,30,6.22E+01,6.15E+01,354.652,5.41E+01,173.824,4.00E+01
42,30,6.40E+01,6.29E+01,210.346,5.76E+01,38.516,2.45E+01
45,30,6.55E+01,6.41E+01,45.77,6.00E+01,229.066,3.17E+01
48,30,6.54E+01,6.38E+01,234.511,6.03E+01,51.285,3.17E+01
51,30,6.35E+01,6.18E+01,65.092,5.85E+01,233.014,2.01E+01
54,30,5.98E+01,5.84E+01,266.187,5.39E+01,62.073,1.46E+01
57,30,5.71E+01,5.65E+01,127.578,4.81E+01,299.554,2.67E+01
60,30,5.94E+01,5.81E+01,340.012,5.36E+01,168.499,2.37E+01
63,30,6.11E+01,5.91E+01,175.983,5.67E+01,355.142,4.00E+01
66,30,6.05E+01,5.83E+01,9.726,5.66E+01,176.252,1.87E+01
69,30,5.79E+01,5.62E+01,212.937,5.30E+01,5.462,1.29E+01
72,30,5.59E+01,5.51E+01,69.112,4.83E+01,242.356,2.70E+01
75,30,5.78E+01,5.58E+01,279.586,5.35E+01,108.127,2.28E+01
78,30,5.86E+01,5.56E+01,121.377,5.56E+01,295.494,2.58E+01
81,30,5.67E+01,5.42E+01,326.905,5.31E+01,123.008,1.36E+01
84,30,5.40E+01,5.31E+01,178.209,4.71E+01,355.745,3.53E+01
87,30,5.50E+01,5.21E+01,25.85,5.19E+01,230.564,1.32E+01
90,30,5.46E+01,5.04E+01,234.045,5.26E+01,55.765,3.68E+01
93,30,5.09E+01,4.95E+01,83.124,4.54E+01,240.39,1.50E+01
96,30,4.98E+01,4.90E+01,277.909,4.20E+01,180.443,7.04E+00
99,30,4.91E+01,4.61E+01,111.844,4.61E+01,344.472,6.12E+00
102,30,4.82E+01,4.50E+01,337.708,4.53E+01,104.812,6.08E+00
105,30,4.90E+01,4.78E+01,176.816,4.25E+01,250.906,5.91E+00
108,30,4.68E+01,4.50E+01,355.084,4.21E+01,203.658,1.24E+01
111,30,4.93E+01,3.67E+01,238.285,4.90E+01,21.763,1.72E+01
114,30,4.64E+01,4.53E+01,71.831,3.98E+01,210.624,1.05E+01
117,30,4.82E+01,4.60E+01,230.215,4.42E+01,145.685,1.97E+00
120,30,4.47E+01,3.86E+01,126.445,4.34E+01,275.286,1.26E+01
123,30,4.83E+01,4.75E+01,334.143,4.04E+01,36.654,8.58E+00
126,30,4.47E+01,3.91E+01,116.009,4.33E+01,352.796,6.95E+00
129,30,4.61E+01,3.65E+01,86.918,4.56E+01,162.368,9.49E+00
132,30,4.73E+01,4.69E+01,187.984,3.71E+01,128.023,1.13E+01
135,30,4.25E+01,3.22E+01,19.218,4.21E+01,246.049,1.30E+01
138,30,4.72E+01,4.61E+01,303.565,4.09E+01,10.378,6.47E+00
141,30,4.64E+01,4.17E+01,19.334,4.46E+01,318.746,5.52E+00
144,30,4.25E+01,3.94E+01,350.092,3.95E+01,106.054,4.08E+00
147,30,4.65E+01,4.63E+01,131.56,3.41E+01,79.032,1.44E+01
150,30,4.54E+01,4.13E+01,114.386,4.32E+01,150.393,1.00E+01
153,30,4.53E+01,4.44E+01,173.178,3.79E+01,126.411,1.02E+01
156,30,3.79E+01,2.48E+01,101.105,3.77E+01,248.012,1.85E+01
159,30,4.34E+01,4.34E+01,279.199,1.83E+01,42.909,2.67E+01
162,30,4.39E+01,3.64E+01,296.247,4.31E+01,291.591,3.02E+01
165,30,4.78E+01,4.77E+01,308.578,3.37E+01,331.321,2.25E+01
168,30,4.38E+01,3.80E+01,265.894,4.25E+01,288.664,1.51E+01
171,30,5.03E+01,4.97E+01,307.131,4.17E+01,310.3,3.44E+01
174,30,4.58E+01,4.48E+01,330.009,3.92E+01,349.726,1.70E+01
177,30,5.11E+01,4.75E+01,15.652,4.86E+01,307.391,3.59E+00
180,30,6.00E+01,5.88E+01,331.973,5.40E+01,331.973,4.00E+01
0,33,1.08E+02,1.06E+02,62.883,1.02E+02,242.883,4.00E+01
3,33,9.11E+01,8.96E+01,48.663,8.57E+01,230.302,3.77E+01
6,33,9.45E+01,9.30E+01,213.286,8.92E+01,33.592,4.00E+01
9,33,9.17E+01,9.02E+01,65.201,8.64E+01,245.082,4.00E+01
12,33,8.70E+01,8.54E+01,276.522,8.17E+01,95.428,4.00E+01
15,33,8.13E+01,7.98E+01,130.638,7.58E+01,308.234,3.45E+01
18,33,7.69E+01,7.56E+01,358.319,7.11E+01,177.729,4.00E+01
21,33,7.61E+01,7.47E+01,220.543,7.05E+01,43.273,3.35E+01
24,33,7.61E+01,7.46E+01,64.892,7.08E+01,247.286,3.44E+01
27,33,7.52E+01,7.36E+01,260.211,7.01E+01,80.683,4.00E+01
