Theta [deg.],Phi   [deg.],Abs(RCS )[dB(nm^2)],Abs(Theta)[dB(nm^2)],Phase(Theta)[deg.],Abs(Phi  )[dB(nm^2)],Phase(Phi  )[deg.],Ax.Ratio[dB    ]
147,39,4.80E+01,4.22E+01,49.464,4.67E+01,70.391,1.59E+01
150,39,4.20E+01,3.77E+01,97.923,3.99E+01,23.032,3.23E+00
153,39,4.16E+01,2.69E+01,147.313,4.14E+01,211.75,1.55E+01
156,39,4.52E+01,4.40E+01,224.923,3.89E+01,184.653,1.05E+01
159,39,4.77E+01,4.60E+01,214.381,4.27E+01,233.801,1.60E+01
162,39,5.02E+01,4.54E+01,226.124,4.85E+01,224.686,3.86E+01
165,39,5.03E+01,4.90E+01,236.427,4.42E+01,236.436,4.00E+01
168,39,4.76E+01,4.59E+01,258.592,4.28E+01,271.485,1.95E+01
171,39,4.18E+01,3.84E+01,340.822,3.91E+01,243.001,1.37E+00
174,39,4.20E+01,4.05E+01,146.437,3.65E+01,82.618,5.89E+00
177,39,5.54E+01,5.42E+01,178.87,4.92E+01,170.695,2.43E+01
180,39,6.02E+01,5.80E+01,183.003,5.62E+01,183.003,4.00E+01
0,42,1.09E+02,1.07E+02,63.112,1.06E+02,243.112,4.00E+01
3,42,1.03E+02,1.00E+02,48.882,9.94E+01,229.158,4.00E+01
6,42,9.53E+01,9.27E+01,279.951,9.18E+01,99.392,4.00E+01
9,42,8.88E+01,8.63E+01,205.607,8.52E+01,26.069,4.00E+01
12,42,8.83E+01,8.58E+01,85.827,8.48E+01,266.24,4.00E+01
15,42,8.27E+01,8.01E+01,308.852,7.91E+01,127.161,3.67E+01
18,42,7.70E+01,7.46E+01,216.824,7.31E+01,38.076,3.94E+01
21,42,7.89E+01,7.63E+01,91.567,7.55E+01,272.669,4.00E+01
24,42,7.57E+01,7.30E+01,303.287,7.23E+01,120.437,3.21E+01
27,42,6.83E+01,6.62E+01,196.133,6.41E+01,14.175,3.56E+01
30,42,7.20E+01,6.93E+01,83.848,6.86E+01,266.462,3.29E+01
33,42,7.10E+01,6.81E+01,291.297,6.78E+01,107.702,3.01E+01
36,42,6.34E+01,6.13E+01,165.811,5.92E+01,334.592,2.04E+01
39,42,6.64E+01,6.37E+01,68.578,6.30E+01,253.401,2.75E+01
42,42,6.73E+01,6.42E+01,276.698,6.44E+01,92.444,2.86E+01
45,42,6.07E+01,5.83E+01,142.048,5.70E+01,303.744,1.60E+01
48,42,6.23E+01,5.96E+01,48.442,5.90E+01,234.995,2.49E+01
51,42,6.43E+01,6.08E+01,259.793,6.18E+01,74.106,2.61E+01
54,42,5.86E+01,5.59E+01,125.625,5.52E+01,282.636,1.39E+01
57,42,6.01E+01,5.71E+01,27.417,5.70E+01,214.253,2.45E+01
60,42,6.21E+01,5.80E+01,242.531,5.99E+01,53.702,2.25E+01
63,42,5.65E+01,5.40E+01,117.634,5.28E+01,273.107,1.34E+01
66,42,5.95E+01,5.57E+01,9.33,5.71E+01,194.236,2.75E+01
69,42,6.00E+01,5.54E+01,230.273,5.82E+01,34.651,1.77E+01
72,42,5.50E+01,5.28E+01,117.026,5.10E+01,289.081,2.34E+01
75,42,5.93E+01,5.41E+01,356.334,5.78E+01,176.414,4.00E+01
78,42,5.68E+01,5.23E+01,228.506,5.48E+01,23.899,1.36E+01
81,42,5.59E+01,5.16E+01,115.529,5.39E+01,309.898,1.83E+01
84,42,5.76E+01,5.08E+01,351.577,5.65E+01,161.032,2.25E+01
87,42,5.23E+01,4.95E+01,232.215,4.90E+01,59.917,2.35E+01
90,42,5.60E+01,4.77E+01,109.97,5.53E+01,305.545,2.03E+01
93,42,5.01E+01,4.68E+01,352.287,4.73E+01,161.413,2.04E+01
96,42,5.25E+01,4.50E+01,213.512,5.16E+01,95.971,8.20E+00
99,42,4.72E+01,4.29E+01,106.319,4.52E+01,272.397,1.86E+01
102,42,4.82E+01,4.52E+01,320.404,4.52E+01,269.211,6.39E+00
105,42,4.53E+01,3.96E+01,211.187,4.39E+01,2.765,1.31E+01
108,42,4.77E+01,4.53E+01,86.903,4.40E+01,131.891,7.80E+00
111,42,4.83E+01,3.42E+01,319.602,4.81E+01,115.35,2.19E+01
114,42,4.79E+01,4.27E+01,219.688,4.64E+01,309.701,3.66E+00
117,42,5.02E+01,3.51E+01,342.539,5.01E+01,260.348,1.50E+01
120,42,4.35E+01,3.95E+01,316.393,4.12E+01,106.221,1.16E+01
123,42,4.86E+01,4.24E+01,117.397,4.74E+01,53.823,6.65E+00
126,42,4.58E+01,4.46E+01,75.055,3.99E+01,122.49,8.80E+00
129,42,4.12E+01,3.82E+01,269.57,3.82E+01,126.986,9.41E+00
132,42,4.82E+01,4.40E+01,226.843,4.61E+01,278.354,6.70E+00
135,42,4.88E+01,3.82E+01,276.364,4.84E+01,241.585,1.56E+01
138,42,4.03E+01,3.97E+01,284.326,3.19E+01,91.584,2.22E+01
141,42,4.48E+01,3.84E+01,90.494,4.37E+01,26.555,6.83E+00
144,42,4.76E+01,4.65E+01,58.842,4.11E+01,85.903,1.42E+01
147,42,4.83E+01,4.18E+01,49.666,4.72E+01,70.452,1.64E+01
150,42,4.22E+01,3.73E+01,97.763,4.05E+01,23.095,4.00E+00
153,42,4.20E+01,2.58E+01,145.513,4.19E+01,212.351,1.68E+01
156,42,4.49E+01,4.36E+01,225.795,3.93E+01,185.208,9.91E+00
159,42,4.76E+01,4.56E+01,214.769,4.32E+01,234.178,1.57E+01
162,42,5.05E+01,4.50E+01,225.834,4.90E+01,224.553,3.99E+01
165,42,5.02E+01,4.87E+01,235.81,4.48E+01,235.627,4.00E+01
168,42,4.75E+01,4.55E+01,257.179,4.33E+01,269.982,1.93E+01
171,42,4.18E+01,3.76E+01,340.787,3.97E+01,240.907,2.59E+00
174,42,4.20E+01,4.04E+01,147.212,3.70E+01,85.02,5.63E+00
177,42,5.53E+01,5.38E+01,178.882,4.97E+01,170.725,2.39E+01
180,42,6.02E+01,5.76E+01,183.003,5.67E+01,183.003,4.00E+01
0,45,1.09E+02,1.06E+02,63.112,1.06E+02,243.112,4.00E+01
3,45,1.03E+02,9.99E+01,48.885,9.99E+01,229.16,4.00E+01
6,45,9.53E+01,9.23E+01,279.919,9.23E+01,99.36,4.00E+01
9,45,8.88E+01,8.59E+01,205.553,8.57E+01,26.013,4.00E+01
12,45,8.83E+01,8.53E+01,85.898,8.53E+01,266.31,4.00E+01
15,45,8.26E+01,7.97E+01,308.818,7.96E+01,127.12,3.66E+01
18,45,7.69E+01,7.42E+01,216.752,7.36E+01,38,3.93E+01
21,45,7.89E+01,7.59E+01,91.545,7.60E+01,272.656,4.00E+01
24,45,7.57E+01,7.26E+01,303.346,7.28E+01,120.482,3.20E+01
27,45,6.82E+01,6.58E+01,196.258,6.45E+01,14.312,3.55E+01
30,45,7.20E+01,6.89E+01,83.776,6.90E+01,266.404,3.28E+01
33,45,7.10E+01,6.77E+01,291.301,6.83E+01,107.708,3.01E+01
36,45,6.33E+01,6.09E+01,165.709,5.97E+01,334.52,2.03E+01
39,45,6.64E+01,6.33E+01,68.648,6.35E+01,253.444,2.76E+01
42,45,6.74E+01,6.37E+01,276.676,6.49E+01,92.424,2.87E+01
45,45,6.07E+01,5.79E+01,142.169,5.74E+01,303.857,1.59E+01
48,45,6.23E+01,5.91E+01,48.426,5.94E+01,234.983,2.48E+01
51,45,6.44E+01,6.04E+01,259.929,6.23E+01,74.226,2.63E+01
54,45,5.85E+01,5.55E+01,125.885,5.56E+01,282.695,1.38E+01
57,45,6.01E+01,5.66E+01,27.72,5.75E+01,214.388,2.47E+01
60,45,6.22E+01,5.75E+01,242.525,6.04E+01,53.587,2.26E+01
63,45,5.64E+01,5.36E+01,117.544,5.33E+01,272.845,1.32E+01
66,45,5.96E+01,5.52E+01,9.17,5.76E+01,193.991,2.78E+01
69,45,6.02E+01,5.49E+01,230.089,5.87E+01,34.599,1.82E+01
72,45,5.49E+01,5.24E+01,116.832,5.15E+01,288.966,2.33E+01
75,45,5.96E+01,5.37E+01,356.152,5.83E+01,176.34,4.00E+01
78,45,5.70E+01,5.19E+01,228.309,5.53E+01,23.876,1.40E+01
81,45,5.61E+01,5.11E+01,115.302,5.44E+01,309.791,1.85E+01
84,45,5.79E+01,5.04E+01,351.433,5.70E+01,161.081,2.32E+01
87,45,5.23E+01,4.90E+01,232.014,4.95E+01,59.895,2.33E+01
90,45,5.63E+01,4.72E+01,109.752,5.58E+01,305.47,2.10E+01
93,45,5.01E+01,4.64E+01,351.968,4.78E+01,161.575,2.09E+01
96,45,5.28E+01,4.45E+01,213.311,5.21E+01,95.922,8.99E+00
99,45,4.74E+01,4.25E+01,105.841,4.57E+01,272.482,1.92E+01
102,45,4.82E+01,4.47E+01,320.269,4.57E+01,268.933,6.45E+00
105,45,4.56E+01,3.92E+01,211.038,4.45E+01,2.973,1.37E+01
108,45,4.77E+01,4.49E+01,86.672,4.44E+01,131.507,7.71E+00
111,45,4.87E+01,3.37E+01,319.561,4.86E+01,115.492,2.29E+01
114,45,4.81E+01,4.23E+01,219.456,4.68E+01,309.682,4.50E+00
117,45,5.07E+01,3.48E+01,342.322,5.06E+01,260.671,1.58E+01
120,45,4.36E+01,3.92E+01,316.667,4.17E+01,105.706,1.16E+01
123,45,4.88E+01,4.19E+01,117.348,4.79E+01,53.873,7.43E+00
126,45,4.56E+01,4.41E+01,74.912,4.03E+01,122.438,8.25E+00
129,45,4.13E+01,3.78E+01,269.697,3.86E+01,127.255,9.41E+00
132,45,4.83E+01,4.36E+01,226.66,4.65E+01,278.281,7.06E+00
135,45,4.92E+01,3.78E+01,276.346,4.89E+01,241.576,1.65E+01
138,45,4.01E+01,3.92E+01,284.57,3.24E+01,91.548,2.14E+01
141,45,4.51E+01,3.80E+01,90.504,4.42E+01,26.712,7.60E+00
144,45,4.74E+01,4.61E+01,59.02,4.16E+01,85.972,1.37E+01
147,45,4.86E+01,4.14E+01,49.909,4.77E+01,70.497,1.71E+01
150,45,4.25E+01,3.69E+01,97.641,4.10E+01,23.104,4.79E+00
153,45,4.24E+01,2.49E+01,143.435,4.23E+01,212.683,1.80E+01
156,45,4.47E+01,4.31E+01,226.326,3.97E+01,185.579,9.45E+00
159,45,4.75E+01,4.52E+01,214.933,4.37E+01,234.345,1.55E+01
162,45,5.07E+01,4.46E+01,225.669,4.95E+01,224.474,4.00E+01
165,45,5.00E+01,4.82E+01,235.565,4.53E+01,235.31,4.00E+01
168,45,4.74E+01,4.50E+01,256.601,4.37E+01,269.371,1.91E+01
171,45,4.19E+01,3.70E+01,340.882,4.02E+01,240.099,3.61E+00
174,45,4.20E+01,4.00E+01,147.492,3.75E+01,85.804,5.21E+00
177,45,5.51E+01,5.34E+01,178.901,5.02E+01,170.756,2.35E+01
180,45,6.02E+01,5.72E+01,183.003,5.72E+01,183.003,4.00E+01
0,48,1.09E+02,1.06E+02,63.112,1.07E+02,243.112,4.00E+01
3,48,1.03E+02,9.94E+01,48.882,1.00E+02,229.157,4.00E+01
6,48,9.53E+01,9.18E+01,279.951,9.27E+01,99.392,4.00E+01
9,48,8.88E+01,8.54E+01,205.602,8.61E+01,26.064,4.00E+01
12,48,8.83E+01,8.48E+01,85.826,8.58E+01,266.239,4.00E+01
15,48,8.26E+01,7.92E+01,308.863,8.01E+01,127.167,3.66E+01
18,48,7.69E+01,7.37E+01,216.83,7.41E+01,38.088,3.92E+01
21,48,7.89E+01,7.54E+01,91.554,7.64E+01,272.668,4.00E+01
24,48,7.57E+01,7.21E+01,303.305,7.32E+01,120.428,3.21E+01
27,48,6.82E+01,6.53E+01,196.094,6.50E+01,14.173,3.55E+01
30,48,7.20E+01,6.84E+01,83.838,6.95E+01,266.457,3.29E+01
33,48,7.10E+01,6.72E+01,291.306,6.87E+01,107.706,3.02E+01
36,48,6.33E+01,6.04E+01,165.838,6.01E+01,334.652,2.02E+01
39,48,6.64E+01,6.28E+01,68.625,6.39E+01,253.407,2.77E+01
42,48,6.74E+01,6.33E+01,276.683,6.53E+01,92.449,2.89E+01
45,48,6.07E+01,5.74E+01,142.069,5.79E+01,303.73,1.59E+01
48,48,6.23E+01,5.87E+01,48.419,5.99E+01,235.029,2.49E+01
51,48,6.45E+01,5.99E+01,259.784,6.27E+01,74.117,2.65E+01
54,48,5.86E+01,5.51E+01,125.633,5.61E+01,282.406,1.38E+01
57,48,6.02E+01,5.62E+01,27.616,5.79E+01,214.113,2.51E+01
60,48,6.23E+01,5.71E+01,242.671,6.08E+01,53.617,2.28E+01
63,48,5.64E+01,5.31E+01,117.836,5.37E+01,273.006,1.32E+01
66,48,5.97E+01,5.48E+01,9.497,5.80E+01,194.13,2.85E+01
69,48,6.04E+01,5.44E+01,230.333,5.91E+01,34.749,1.85E+01
72,48,5.49E+01,5.18E+01,117.176,5.19E+01,289.329,2.33E+01
75,48,5.98E+01,5.31E+01,356.258,5.87E+01,176.378,4.00E+01
78,48,5.71E+01,5.14E+01,228.497,5.58E+01,24.054,1.45E+01
81,48,5.63E+01,5.06E+01,115.385,5.49E+01,310.05,1.88E+01
84,48,5.81E+01,4.99E+01,351.552,5.74E+01,161.088,2.37E+01
87,48,5.23E+01,4.85E+01,231.99,4.99E+01,60.051,2.32E+01
90,48,5.66E+01,4.67E+01,109.724,5.62E+01,305.602,2.16E+01
93,48,5.02E+01,4.59E+01,351.868,4.82E+01,161.552,2.12E+01
96,48,5.31E+01,4.40E+01,213.028,5.26E+01,95.877,9.86E+00
99,48,4.75E+01,4.20E+01,105.542,4.61E+01,272.716,1.99E+01
102,48,4.83E+01,4.42E+01,320.177,4.61E+01,269.198,6.75E+00
105,48,4.58E+01,3.87E+01,210.382,4.49E+01,3.268,1.46E+01
108,48,4.77E+01,4.44E+01,86.519,4.49E+01,131.392,7.70E+00
111,48,4.91E+01,3.34E+01,319.169,4.90E+01,115.37,2.37E+01
114,48,4.84E+01,4.18E+01,219.182,4.73E+01,309.727,5.46E+00
117,48,5.11E+01,3.42E+01,342.721,5.10E+01,260.471,1.69E+01
120,48,4.38E+01,3.86E+01,316.04,4.22E+01,106.21,1.23E+01
123,48,4.91E+01,4.15E+01,117.529,4.83E+01,54.014,8.19E+00
126,48,4.55E+01,4.36E+01,75.03,4.08E+01,122.483,7.79E+00
129,48,4.13E+01,3.73E+01,269.205,3.91E+01,127.226,9.46E+00
132,48,4.85E+01,4.31E+01,226.626,4.70E+01,278.373,7.54E+00
135,48,4.96E+01,3.73E+01,276.648,4.93E+01,241.671,1.72E+01
138,48,3.97E+01,3.88E+01,284.169,3.28E+01,91.704,2.12E+01
141,48,4.54E+01,3.76E+01,90.872,4.46E+01,26.775,8.34E+00
144,48,4.72E+01,4.56E+01,58.78,4.20E+01,85.751,1.32E+01
147,48,4.89E+01,4.09E+01,49.333,4.81E+01,70.28,1.75E+01
150,48,4.26E+01,3.65E+01,97.733,4.14E+01,23.101,5.55E+00
153,48,4.28E+01,2.49E+01,143.148,4.28E+01,212.227,1.85E+01
156,48,4.46E+01,4.27E+01,225.912,4.02E+01,185.395,9.10E+00
159,48,4.74E+01,4.47E+01,214.707,4.41E+01,234.117,1.54E+01
162,48,5.09E+01,4.41E+01,225.759,4.99E+01,224.521,4.00E+01
165,48,4.98E+01,4.78E+01,235.844,4.57E+01,235.69,4.00E+01
168,48,4.74E+01,4.46E+01,257.052,4.42E+01,269.866,1.90E+01
171,48,4.20E+01,3.66E+01,341.107,4.06E+01,240.711,4.25E+00
174,48,4.18E+01,3.95E+01,147.294,3.79E+01,84.921,4.65E+00
177,48,5.49E+01,5.29E+01,178.926,5.07E+01,170.788,2.33E+01
180,48,6.02E+01,5.67E+01,183.003,5.76E+01,183.003,4.00E+01
0,51,1.09E+02,1.05E+02,63.112,1.07E+02,243.112,4.00E+01
3,51,1.03E+02,9.89E+01,48.874,1.01E+02,229.149,4.00E+01
6,51,9.53E+01,9.13E+01,280.046,9.31E+01,99.487,4.00E+01
9,51,8.87E+01,8.49E+01,205.746,8.65E+01,26.214,4.00E+01
12,51,8.83E+01,8.43E+01,85.641,8.61E+01,266.055,4.00E+01
15,51,8.27E+01,7.87E+01,308.962,8.05E+01,127.272,3.68E+01
18,51,7.69E+01,7.32E+01,216.982,7.44E+01,38.254,3.92E+01
21,51,7.89E+01,7.49E+01,91.588,7.68E+01,272.698,4.00E+01
24,51,7.57E+01,7.16E+01,303.218,7.36E+01,120.338,3.22E+01
27,51,6.81E+01,6.48E+01,195.856,6.54E+01,13.952,3.56E+01
30,51,7.20E+01,6.79E+01,83.942,6.99E+01,266.54,3.31E+01
33,51,7.11E+01,6.67E+01,291.275,6.91E+01,107.669,3.04E+01
36,51,6.32E+01,5.99E+01,166.034,6.05E+01,334.869,2.02E+01
39,51,6.64E+01,6.22E+01,68.558,6.43E+01,253.346,2.78E+01
42,51,6.75E+01,6.27E+01,276.757,6.57E+01,92.492,2.91E+01
45,51,6.06E+01,5.68E+01,141.816,5.83E+01,303.492,1.60E+01
48,51,6.23E+01,5.81E+01,48.37,6.02E+01,234.929,2.51E+01
51,51,6.46E+01,5.94E+01,259.556,6.31E+01,73.89,2.69E+01
54,51,5.87E+01,5.46E+01,125.355,5.65E+01,282.442,1.41E+01
57,51,6.02E+01,5.57E+01,27.372,5.84E+01,213.863,2.53E+01
60,51,6.25E+01,5.66E+01,242.805,6.12E+01,53.837,2.33E+01
63,51,5.65E+01,5.26E+01,118.167,5.42E+01,273.581,1.34E+01
66,51,5.99E+01,5.43E+01,9.901,5.85E+01,194.489,2.89E+01
69,51,6.06E+01,5.39E+01,230.707,5.95E+01,34.969,1.89E+01
72,51,5.48E+01,5.13E+01,117.708,5.23E+01,289.924,2.34E+01
75,51,6.00E+01,5.26E+01,356.651,5.91E+01,176.611,4.00E+01
78,51,5.72E+01,5.08E+01,228.913,5.61E+01,24.293,1.49E+01
81,51,5.64E+01,5.01E+01,115.715,5.53E+01,310.32,1.94E+01
84,51,5.84E+01,4.93E+01,351.894,5.78E+01,161.207,2.43E+01
87,51,5.23E+01,4.79E+01,232.23,5.03E+01,60.557,2.31E+01
90,51,5.69E+01,4.61E+01,109.985,5.66E+01,305.824,2.25E+01
93,51,5.02E+01,4.53E+01,352.176,4.85E+01,161.816,2.15E+01
96,51,5.34E+01,4.34E+01,212.889,5.30E+01,96.233,1.08E+01
99,51,4.76E+01,4.13E+01,105.648,4.64E+01,273.006,2.06E+01
102,51,4.83E+01,4.36E+01,319.919,4.65E+01,269.667,7.28E+00
105,51,4.59E+01,3.81E+01,209.606,4.52E+01,3.131,1.54E+01
108,51,4.77E+01,4.38E+01,86.357,4.53E+01,131.429,7.83E+00
111,51,4.94E+01,3.29E+01,318.246,4.93E+01,115.132,2.47E+01
114,51,4.86E+01,4.12E+01,219.077,4.77E+01,309.553,6.45E+00
117,51,5.14E+01,3.37E+01,342.657,5.14E+01,260.155,1.78E+01
120,51,4.38E+01,3.80E+01,315.289,4.25E+01,106.751,1.32E+01
123,51,4.93E+01,4.09E+01,117.426,4.86E+01,53.911,8.97E+00
126,51,4.53E+01,4.31E+01,74.774,4.12E+01,122.085,7.48E+00
129,51,4.13E+01,3.68E+01,269.017,3.95E+01,127.061,9.76E+00
132,51,4.86E+01,4.25E+01,226.462,4.73E+01,278.175,8.15E+00
135,51,4.99E+01,3.68E+01,277.065,4.97E+01,241.684,1.79E+01
138,51,3.94E+01,3.83E+01,284.06,3.31E+01,90.706,2.01E+01
141,51,4.56E+01,3.70E+01,90.964,4.50E+01,26.571,9.14E+00
144,51,4.69E+01,4.51E+01,58.633,4.23E+01,85.801,1.28E+01
147,51,4.91E+01,4.03E+01,49.014,4.85E+01,70.161,1.82E+01
150,51,4.28E+01,3.60E+01,97.972,4.17E+01,23.175,6.31E+00
153,51,4.33E+01,2.50E+01,143.64,4.32E+01,211.554,1.89E+01
156,51,4.45E+01,4.22E+01,225.199,4.08E+01,185.042,8.89E+00
159,51,4.74E+01,4.42E+01,214.251,4.46E+01,233.662,1.54E+01
162,51,5.11E+01,4.35E+01,225.991,5.03E+01,224.629,4.00E+01
165,51,4.97E+01,4.72E+01,236.504,4.60E+01,236.573,4.00E+01
168,51,4.74E+01,4.41E+01,258.346,4.46E+01,271.262,1.89E+01
171,51,4.22E+01,3.65E+01,341.438,4.09E+01,242.635,4.56E+00
174,51,4.15E+01,3.87E+01,146.6,3.83E+01,82.4,4.07E+00
177,51,5.48E+01,5.24E+01,178.957,5.10E+01,170.82,2.31E+01
180,51,6.02E+01,5.62E+01,183.003,5.80E+01,183.003,4.00E+01
0,54,1.09E+02,1.05E+02,63.112,1.07E+02,243.112,4.00E+01
3,54,1.03E+02,9.83E+01,48.86,1.01E+02,229.135,4.00E+01
6,54,9.53E+01,9.07E+01,280.197,9.35E+01,99.639,4.00E+01
9,54,8.87E+01,8.42E+01,205.958,8.68E+01,26.434,4.00E+01
12,54,8.83E+01,8.37E+01,85.406,8.65E+01,265.822,4.00E+01
15,54,8.27E+01,7.81E+01,309.055,8.09E+01,127.373,3.71E+01
18,54,7.68E+01,7.26E+01,217.046,7.48E+01,38.324,3.93E+01
21,54,7.89E+01,7.43E+01,91.636,7.71E+01,272.736,4.00E+01
24,54,7.57E+01,7.10E+01,303.202,7.39E+01,120.325,3.25E+01
27,54,6.81E+01,6.42E+01,195.849,6.58E+01,13.944,3.57E+01
30,54,7.20E+01,6.73E+01,83.941,7.02E+01,266.532,3.34E+01
33,54,7.11E+01,6.61E+01,291.225,6.94E+01,107.621,3.07E+01
36,54,6.31E+01,5.93E+01,166.091,6.08E+01,334.976,2.04E+01
39,54,6.64E+01,6.16E+01,68.549,6.46E+01,253.344,2.81E+01
42,54,6.75E+01,6.21E+01,276.757,6.60E+01,92.445,2.93E+01
45,54,6.06E+01,5.62E+01,141.667,5.86E+01,303.403,1.62E+01
48,54,6.23E+01,5.75E+01,48.101,6.06E+01,234.554,2.55E+01
51,54,6.47E+01,5.88E+01,259.516,6.35E+01,73.869,2.73E+01
54,54,5.87E+01,5.40E+01,125.715,5.69E+01,283.091,1.45E+01
57,54,6.03E+01,5.51E+01,27.461,5.87E+01,214.079,2.55E+01
60,54,6.27E+01,5.61E+01,242.899,6.16E+01,54.019,2.39E+01
63,54,5.64E+01,5.20E+01,118.277,5.45E+01,273.844,1.37E+01
66,54,6.00E+01,5.37E+01,9.897,5.88E+01,194.567,2.92E+01
69,54,6.07E+01,5.33E+01,230.838,5.99E+01,35.078,1.95E+01
72,54,5.48E+01,5.08E+01,117.887,5.26E+01,290.113,2.36E+01
75,54,6.02E+01,5.20E+01,356.917,5.95E+01,176.769,4.00E+01
78,54,5.74E+01,5.02E+01,229.153,5.64E+01,24.23,1.53E+01
81,54,5.66E+01,4.95E+01,116.025,5.56E+01,310.351,2.01E+01
84,54,5.86E+01,4.87E+01,352.208,5.81E+01,161.306,2.48E+01
87,54,5.23E+01,4.73E+01,232.504,5.06E+01,60.734,2.35E+01
90,54,5.72E+01,4.54E+01,110.371,5.69E+01,305.785,2.35E+01
93,54,5.02E+01,4.46E+01,352.491,4.88E+01,162.228,2.19E+01
96,54,5.37E+01,4.27E+01,213.001,5.33E+01,96.434,1.17E+01
99,54,4.77E+01,4.06E+01,106.009,4.68E+01,272.898,2.08E+01
102,54,4.84E+01,4.30E+01,319.747,4.70E+01,270.036,7.93E+00
105,54,4.61E+01,3.74E+01,209.484,4.54E+01,2.833,1.61E+01
108,54,4.77E+01,4.32E+01,86.481,4.58E+01,131.335,8.20E+00
111,54,4.97E+01,3.21E+01,317.722,4.97E+01,114.879,2.59E+01
114,54,4.88E+01,4.06E+01,219.064,4.80E+01,309.293,7.45E+00
117,54,5.18E+01,3.32E+01,341.631,5.17E+01,260.046,1.86E+01
120,54,4.39E+01,3.76E+01,315.305,4.28E+01,105.785,1.33E+01
123,54,4.96E+01,4.03E+01,116.618,4.90E+01,53.519,9.97E+00
126,54,4.51E+01,4.25E+01,74.515,4.16E+01,121.576,7.30E+00
129,54,4.14E+01,3.62E+01,268.459,3.98E+01,127.288,9.96E+00
132,54,4.87E+01,4.20E+01,226.441,4.77E+01,277.791,8.89E+00
135,54,5.02E+01,3.62E+01,277.364,5.00E+01,241.521,1.87E+01
138,54,3.91E+01,3.77E+01,284.154,3.34E+01,89.537,1.89E+01
141,54,4.58E+01,3.65E+01,90.652,4.53E+01,26.286,9.99E+00
144,54,4.67E+01,4.45E+01,58.839,4.27E+01,86.306,1.24E+01
147,54,4.93E+01,3.96E+01,49.734,4.88E+01,70.353,1.91E+01
150,54,4.29E+01,3.54E+01,98.136,4.21E+01,23.331,7.11E+00
153,54,4.36E+01,2.41E+01,143.24,4.36E+01,211.441,2.01E+01
156,54,4.44E+01,4.16E+01,225.225,4.11E+01,185.143,8.78E+00
159,54,4.73E+01,4.36E+01,213.889,4.49E+01,233.315,1.54E+01
162,54,5.13E+01,4.29E+01,226.124,5.06E+01,224.645,4.00E+01
165,54,4.95E+01,4.66E+01,237.186,4.63E+01,237.468,4.00E+01
168,54,4.74E+01,4.35E+01,260.017,4.51E+01,273.022,1.90E+01
171,54,4.24E+01,3.65E+01,341.822,4.11E+01,245.536,4.72E+00
174,54,4.11E+01,3.76E+01,145.359,3.86E+01,78.356,3.72E+00
177,54,5.46E+01,5.18E+01,178.994,5.14E+01,170.852,2.30E+01
180,54,6.02E+01,5.56E+01,183.003,5.84E+01,183.003,4.00E+01
0,57,1.09E+02,1.04E+02,63.112,1.08E+02,243.112,4.00E+01
3,57,1.03E+02,9.77E+01,48.843,1.01E+02,229.118,4.00E+01
6,57,9.53E+01,9.01E+01,280.395,9.38E+01,99.839,4.00E+01
9,57,8.87E+01,8.35E+01,206.198,8.71E+01,26.685,4.00E+01
12,57,8.83E+01,8.30E+01,85.21,8.68E+01,265.627,4.00E+01
15,57,8.27E+01,7.75E+01,309.085,8.12E+01,127.409,3.75E+01
18,57,7.68E+01,7.19E+01,216.903,7.51E+01,38.18,3.96E+01
21,57,7.90E+01,7.36E+01,91.66,7.75E+01,272.749,4.00E+01
24,57,7.57E+01,7.03E+01,303.292,7.42E+01,120.418,3.29E+01
27,57,6.80E+01,6.36E+01,196.046,6.60E+01,14.135,3.59E+01
30,57,7.20E+01,6.66E+01,83.846,7.05E+01,266.439,3.38E+01
33,57,7.11E+01,6.54E+01,291.277,6.97E+01,107.661,3.11E+01
36,57,6.31E+01,5.86E+01,165.99,6.11E+01,334.889,2.06E+01
39,57,6.64E+01,6.10E+01,68.591,6.50E+01,253.366,2.85E+01
42,57,6.76E+01,6.14E+01,276.585,6.63E+01,92.309,2.99E+01
45,57,6.06E+01,5.56E+01,141.687,5.90E+01,303.522,1.66E+01
48,57,6.24E+01,5.69E+01,47.914,6.09E+01,234.33,2.59E+01
51,57,6.49E+01,5.82E+01,259.806,6.38E+01,74.248,2.80E+01
54,57,5.87E+01,5.33E+01,126.188,5.72E+01,283.484,1.48E+01
57,57,6.03E+01,5.44E+01,27.857,5.90E+01,214.516,2.59E+01
60,57,6.27E+01,5.53E+01,242.954,6.19E+01,54.09,2.45E+01
63,57,5.64E+01,5.13E+01,118.125,5.47E+01,273.583,1.40E+01
66,57,6.00E+01,5.30E+01,9.763,5.91E+01,194.603,2.95E+01
69,57,6.09E+01,5.27E+01,230.621,6.02E+01,35.018,2.03E+01
72,57,5.47E+01,5.01E+01,117.673,5.29E+01,290.15,2.41E+01
75,57,6.03E+01,5.14E+01,356.734,5.98E+01,176.641,4.00E+01
78,57,5.75E+01,4.96E+01,229.066,5.68E+01,24.252,1.60E+01
81,57,5.67E+01,4.88E+01,116.051,5.59E+01,310.453,2.07E+01
84,57,5.88E+01,4.81E+01,352.272,5.85E+01,161.29,2.55E+01
87,57,5.23E+01,4.67E+01,232.627,5.09E+01,60.812,2.39E+01
