Theta [deg.],Phi   [deg.],Abs(RCS )[dB(m^2)],Abs(Theta)[dB(m^2)],Phase(Theta)[deg.],Abs(Phi  )[dB(m^2)],Phase(Phi  )[deg.],Ax.Ratio[dB    ]
6,87,-8.17E+01,-1.08E+02,11.194,-8.17E+01,193.614,4.00E+01
9,87,-8.74E+01,-1.14E+02,62.574,-8.74E+01,245.067,4.00E+01
12,87,-9.05E+01,-1.17E+02,104.007,-9.05E+01,286.07,4.00E+01
15,87,-1.04E+02,-1.27E+02,70.399,-1.04E+02,255.692,4.00E+01
18,87,-9.74E+01,-1.23E+02,0.011,-9.74E+01,177.523,4.00E+01
21,87,-9.77E+01,-1.26E+02,58.609,-9.77E+01,244.124,4.00E+01
24,87,-9.52E+01,-1.23E+02,97.681,-9.52E+01,273.577,4.00E+01
27,87,-9.92E+01,-1.25E+02,32.424,-9.92E+01,199.881,3.93E+01
30,87,-9.67E+01,-1.23E+02,337.963,-9.67E+01,149.546,4.00E+01
33,87,-1.07E+02,-1.33E+02,236.482,-1.07E+02,24.444,3.18E+01
36,87,-1.06E+02,-1.32E+02,155.362,-1.06E+02,329.194,4.00E+01
39,87,-1.04E+02,-1.32E+02,5.463,-1.04E+02,166.358,3.79E+01
42,87,-1.13E+02,-1.40E+02,256.844,-1.13E+02,26.162,2.94E+01
45,87,-1.13E+02,-1.38E+02,173.273,-1.13E+02,348.807,4.00E+01
48,87,-1.10E+02,-1.39E+02,9.314,-1.10E+02,167.324,3.73E+01
51,87,-1.12E+02,-1.44E+02,211.197,-1.12E+02,358.268,3.72E+01
54,87,-1.21E+02,-1.60E+02,114.086,-1.21E+02,149.712,4.00E+01
57,87,-1.29E+02,-1.52E+02,2.767,-1.29E+02,235.357,2.52E+01
60,87,-1.19E+02,-1.49E+02,195.014,-1.19E+02,13.369,4.00E+01
63,87,-1.19E+02,-1.51E+02,19.74,-1.19E+02,180.087,4.00E+01
66,87,-1.19E+02,-1.54E+02,188.843,-1.19E+02,341.557,4.00E+01
69,87,-1.20E+02,-1.65E+02,356.209,-1.20E+02,138.5,4.00E+01
72,87,-1.20E+02,-1.66E+02,99.701,-1.20E+02,298.194,4.00E+01
75,87,-1.20E+02,-1.63E+02,266.931,-1.20E+02,104.168,4.00E+01
78,87,-1.20E+02,-1.62E+02,95.886,-1.20E+02,275.584,4.00E+01
81,87,-1.21E+02,-1.63E+02,293.259,-1.21E+02,91.114,4.00E+01
84,87,-1.23E+02,-1.65E+02,135.335,-1.23E+02,268.263,4.00E+01
87,87,-1.26E+02,-1.64E+02,336.957,-1.26E+02,87.804,3.91E+01
90,87,-1.31E+02,-1.63E+02,166.542,-1.31E+02,269.952,3.22E+01
93,87,-1.48E+02,-1.63E+02,343.826,-1.48E+02,153.294,3.02E+01
96,87,-1.32E+02,-1.65E+02,154.672,-1.32E+02,70.951,3.34E+01
99,87,-1.26E+02,-1.68E+02,317.63,-1.26E+02,253.776,4.00E+01
102,87,-1.24E+02,-1.65E+02,102.213,-1.24E+02,73.851,4.00E+01
105,87,-1.23E+02,-1.59E+02,240.766,-1.23E+02,253.344,4.00E+01
108,87,-1.23E+02,-1.55E+02,11.443,-1.23E+02,70.728,3.29E+01
111,87,-1.25E+02,-1.51E+02,124.412,-1.26E+02,244.644,2.70E+01
114,87,-1.33E+02,-1.48E+02,222.731,-1.33E+02,34.218,3.13E+01
117,87,-1.35E+02,-1.45E+02,305.451,-1.36E+02,85.804,1.37E+01
120,87,-1.29E+02,-1.42E+02,11.27,-1.29E+02,253.257,1.42E+01
123,87,-1.28E+02,-1.41E+02,70.21,-1.29E+02,72.662,4.00E+01
126,87,-1.31E+02,-1.42E+02,104.367,-1.31E+02,194.885,1.12E+01
129,87,-1.32E+02,-1.43E+02,101.389,-1.32E+02,284.729,3.66E+01
132,87,-1.27E+02,-1.41E+02,93.674,-1.27E+02,90.345,3.86E+01
135,87,-1.38E+02,-1.44E+02,84.402,-1.39E+02,184.103,4.97E+00
138,87,-1.30E+02,-1.47E+02,41.297,-1.30E+02,273.082,1.87E+01
141,87,-1.28E+02,-1.46E+02,30.078,-1.28E+02,80.692,2.09E+01
144,87,-1.31E+02,-1.53E+02,345.578,-1.31E+02,65.744,2.20E+01
147,87,-1.28E+02,-1.51E+02,253.133,-1.28E+02,254.852,4.00E+01
150,87,-1.36E+02,-1.55E+02,187.072,-1.36E+02,207.784,2.79E+01
153,87,-1.27E+02,-1.51E+02,73.417,-1.27E+02,46.421,3.09E+01
156,87,-1.27E+02,-1.49E+02,27.847,-1.27E+02,15.226,3.54E+01
159,87,-1.38E+02,-1.52E+02,339.765,-1.38E+02,280.926,1.54E+01
162,87,-1.29E+02,-1.55E+02,260.83,-1.29E+02,197.407,2.65E+01
165,87,-1.32E+02,-1.56E+02,198.313,-1.32E+02,190.124,4.00E+01
168,87,-1.34E+02,-1.56E+02,146.404,-1.34E+02,277.225,2.45E+01
171,87,-1.23E+02,-1.62E+02,213.459,-1.23E+02,282.757,3.98E+01
174,87,-1.16E+02,-1.46E+02,268.808,-1.16E+02,275.882,4.00E+01
177,87,-1.13E+02,-1.40E+02,271.221,-1.13E+02,272.428,4.00E+01
180,87,-1.12E+02,-1.38E+02,271.456,-1.12E+02,271.46,4.00E+01
0,90,-7.53E+01,-2.00E+02,258.164,-7.53E+01,170.356,4.00E+01
3,90,-7.68E+01,-2.00E+02,246.389,-7.68E+01,174.749,4.00E+01
6,90,-8.16E+01,-2.00E+02,240.555,-8.16E+01,193.394,4.00E+01
9,90,-8.73E+01,-2.00E+02,226.684,-8.73E+01,244.763,4.00E+01
12,90,-9.01E+01,-2.00E+02,38.369,-9.01E+01,287.194,4.00E+01
15,90,-1.03E+02,-2.00E+02,17.005,-1.03E+02,268.141,4.00E+01
18,90,-9.77E+01,-2.00E+02,349.467,-9.77E+01,176.068,4.00E+01
21,90,-9.75E+01,-2.00E+02,221.917,-9.75E+01,244.003,4.00E+01
24,90,-9.42E+01,-2.00E+02,167.002,-9.42E+01,272.627,4.00E+01
27,90,-9.78E+01,-2.00E+02,198.687,-9.78E+01,206.632,4.00E+01
30,90,-9.55E+01,-2.00E+02,266.662,-9.55E+01,151.469,4.00E+01
33,90,-1.06E+02,-2.00E+02,49.198,-1.06E+02,44.409,4.00E+01
36,90,-1.05E+02,-2.00E+02,52.775,-1.05E+02,332.345,4.00E+01
39,90,-1.04E+02,-2.00E+02,333.384,-1.04E+02,169.911,4.00E+01
42,90,-1.14E+02,-2.00E+02,22.477,-1.14E+02,45.833,4.00E+01
45,90,-1.11E+02,-2.00E+02,81.279,-1.11E+02,349.166,4.00E+01
48,90,-1.09E+02,-2.00E+02,357.36,-1.09E+02,170.092,4.00E+01
51,90,-1.12E+02,-2.00E+02,238.342,-1.12E+02,0.659,4.00E+01
54,90,-1.24E+02,-2.00E+02,53.355,-1.24E+02,149.237,4.00E+01
57,90,-1.26E+02,-2.00E+02,19.091,-1.26E+02,206.993,4.00E+01
60,90,-1.18E+02,-2.00E+02,186.674,-1.18E+02,9.293,4.00E+01
63,90,-1.19E+02,-2.00E+02,21.267,-1.19E+02,177.784,4.00E+01
66,90,-1.19E+02,-2.00E+02,186.193,-1.19E+02,340.505,4.00E+01
69,90,-1.20E+02,-2.00E+02,39.696,-1.20E+02,137.825,4.00E+01
72,90,-1.20E+02,-2.00E+02,284.269,-1.20E+02,297.241,4.00E+01
75,90,-1.20E+02,-2.00E+02,71.537,-1.20E+02,103.34,4.00E+01
78,90,-1.20E+02,-2.00E+02,79.927,-1.20E+02,274.604,4.00E+01
81,90,-1.21E+02,-2.00E+02,309.046,-1.21E+02,90.503,4.00E+01
84,90,-1.23E+02,-2.00E+02,88.085,-1.23E+02,267.589,4.00E+01
87,90,-1.26E+02,-2.00E+02,75.058,-1.26E+02,87.64,4.00E+01
90,90,-1.33E+02,-2.00E+02,2.021,-1.33E+02,270.565,4.00E+01
93,90,-1.45E+02,-2.00E+02,281.025,-1.45E+02,214.771,4.00E+01
96,90,-1.31E+02,-2.00E+02,134.675,-1.31E+02,71.705,4.00E+01
99,90,-1.26E+02,-2.00E+02,22.613,-1.26E+02,253.547,4.00E+01
102,90,-1.23E+02,-2.00E+02,224.945,-1.23E+02,73.48,4.00E+01
105,90,-1.23E+02,-2.00E+02,73.373,-1.23E+02,252.162,4.00E+01
108,90,-1.23E+02,-2.00E+02,315.749,-1.23E+02,70.197,4.00E+01
111,90,-1.27E+02,-2.00E+02,146.691,-1.27E+02,251.485,4.00E+01
114,90,-1.33E+02,-2.00E+02,356.478,-1.33E+02,60.846,4.00E+01
117,90,-1.36E+02,-2.00E+02,133.647,-1.36E+02,130.947,4.00E+01
120,90,-1.26E+02,-2.00E+02,6.832,-1.26E+02,260.396,4.00E+01
123,90,-1.29E+02,-2.00E+02,238.241,-1.29E+02,53.728,4.00E+01
126,90,-1.33E+02,-2.00E+02,28.29,-1.33E+02,196.496,4.00E+01
129,90,-1.32E+02,-2.00E+02,273.157,-1.32E+02,286.01,4.00E+01
132,90,-1.28E+02,-2.00E+02,37.118,-1.28E+02,90.69,4.00E+01
135,90,-1.36E+02,-2.00E+02,314.099,-1.36E+02,190.447,4.00E+01
138,90,-1.30E+02,-2.00E+02,162.724,-1.30E+02,259.865,4.00E+01
141,90,-1.27E+02,-2.00E+02,11.348,-1.27E+02,87.498,4.00E+01
144,90,-1.29E+02,-2.00E+02,299.394,-1.29E+02,71.729,4.00E+01
147,90,-1.29E+02,-2.00E+02,151.54,-1.29E+02,260.374,4.00E+01
150,90,-1.37E+02,-2.00E+02,43.72,-1.37E+02,225.935,4.00E+01
153,90,-1.28E+02,-2.00E+02,302.086,-1.28E+02,39.049,4.00E+01
156,90,-1.27E+02,-2.00E+02,246.626,-1.27E+02,10.678,4.00E+01
159,90,-1.38E+02,-2.00E+02,91.193,-1.38E+02,258.348,4.00E+01
162,90,-1.28E+02,-2.00E+02,18.827,-1.28E+02,196.528,4.00E+01
165,90,-1.32E+02,-2.00E+02,341.245,-1.32E+02,195.944,4.00E+01
168,90,-1.31E+02,-2.00E+02,309.013,-1.31E+02,274.399,4.00E+01
171,90,-1.22E+02,-2.00E+02,279.873,-1.22E+02,280.969,4.00E+01
174,90,-1.16E+02,-2.00E+02,257.756,-1.16E+02,275.389,4.00E+01
177,90,-1.13E+02,-2.00E+02,247.483,-1.13E+02,272.336,4.00E+01
180,90,-1.12E+02,-2.00E+02,212.796,-1.12E+02,271.46,4.00E+01
0,93,-7.53E+01,-1.01E+02,170.356,-7.53E+01,170.356,4.00E+01
3,93,-7.68E+01,-1.03E+02,174.236,-7.69E+01,174.776,4.00E+01
6,93,-8.17E+01,-1.08E+02,191.194,-8.17E+01,193.614,4.00E+01
9,93,-8.74E+01,-1.14E+02,242.574,-8.74E+01,245.067,4.00E+01
12,93,-9.05E+01,-1.17E+02,284.007,-9.05E+01,286.07,4.00E+01
15,93,-1.04E+02,-1.27E+02,250.398,-1.04E+02,255.691,4.00E+01
18,93,-9.74E+01,-1.23E+02,180.013,-9.74E+01,177.524,4.00E+01
21,93,-9.77E+01,-1.26E+02,238.609,-9.77E+01,244.124,4.00E+01
24,93,-9.52E+01,-1.23E+02,277.681,-9.52E+01,273.577,4.00E+01
27,93,-9.92E+01,-1.25E+02,212.425,-9.92E+01,199.881,3.93E+01
30,93,-9.67E+01,-1.23E+02,157.965,-9.67E+01,149.547,4.00E+01
33,93,-1.07E+02,-1.33E+02,56.483,-1.07E+02,24.443,3.18E+01
36,93,-1.06E+02,-1.32E+02,335.363,-1.06E+02,329.193,4.00E+01
39,93,-1.04E+02,-1.32E+02,185.468,-1.04E+02,166.359,3.79E+01
42,93,-1.13E+02,-1.40E+02,76.848,-1.13E+02,26.158,2.94E+01
45,93,-1.13E+02,-1.38E+02,353.274,-1.13E+02,348.805,4.00E+01
48,93,-1.10E+02,-1.39E+02,189.319,-1.10E+02,167.325,3.73E+01
51,93,-1.12E+02,-1.44E+02,31.202,-1.12E+02,358.266,3.72E+01
54,93,-1.21E+02,-1.60E+02,294.028,-1.21E+02,149.713,4.00E+01
57,93,-1.29E+02,-1.52E+02,182.797,-1.29E+02,235.366,2.52E+01
60,93,-1.19E+02,-1.49E+02,15.011,-1.19E+02,13.366,4.00E+01
63,93,-1.19E+02,-1.51E+02,199.751,-1.19E+02,180.089,4.00E+01
66,93,-1.19E+02,-1.54E+02,8.774,-1.19E+02,341.555,4.00E+01
69,93,-1.20E+02,-1.65E+02,176.05,-1.20E+02,138.499,4.00E+01
72,93,-1.20E+02,-1.66E+02,279.335,-1.20E+02,298.196,4.00E+01
75,93,-1.20E+02,-1.63E+02,86.846,-1.20E+02,104.164,4.00E+01
78,93,-1.20E+02,-1.62E+02,275.761,-1.20E+02,275.586,4.00E+01
81,93,-1.21E+02,-1.63E+02,113.163,-1.21E+02,91.113,4.00E+01
84,93,-1.23E+02,-1.65E+02,314.984,-1.23E+02,268.265,4.00E+01
87,93,-1.26E+02,-1.64E+02,157.195,-1.26E+02,87.799,3.91E+01
90,93,-1.31E+02,-1.63E+02,346.366,-1.31E+02,269.956,3.23E+01
93,93,-1.48E+02,-1.63E+02,163.256,-1.48E+02,153.222,3.07E+01
96,93,-1.32E+02,-1.65E+02,333.789,-1.32E+02,70.92,3.34E+01
99,93,-1.26E+02,-1.68E+02,137.875,-1.26E+02,253.771,4.00E+01
102,93,-1.24E+02,-1.65E+02,282.237,-1.24E+02,73.853,4.00E+01
105,93,-1.23E+02,-1.59E+02,60.821,-1.23E+02,253.356,4.00E+01
108,93,-1.23E+02,-1.55E+02,191.464,-1.23E+02,70.743,3.29E+01
111,93,-1.25E+02,-1.51E+02,304.426,-1.26E+02,244.648,2.70E+01
114,93,-1.33E+02,-1.48E+02,42.682,-1.33E+02,34.171,3.13E+01
117,93,-1.35E+02,-1.45E+02,125.509,-1.36E+02,85.856,1.37E+01
120,93,-1.29E+02,-1.42E+02,191.272,-1.29E+02,253.268,1.42E+01
123,93,-1.28E+02,-1.41E+02,250.176,-1.29E+02,72.635,3.99E+01
126,93,-1.31E+02,-1.42E+02,284.39,-1.31E+02,194.853,1.12E+01
129,93,-1.32E+02,-1.43E+02,281.357,-1.32E+02,284.725,3.65E+01
132,93,-1.27E+02,-1.41E+02,273.666,-1.27E+02,90.339,3.86E+01
135,93,-1.38E+02,-1.44E+02,264.424,-1.39E+02,184.1,4.96E+00
138,93,-1.30E+02,-1.47E+02,221.251,-1.30E+02,273.102,1.86E+01
141,93,-1.28E+02,-1.46E+02,210.072,-1.28E+02,80.7,2.09E+01
144,93,-1.31E+02,-1.53E+02,165.646,-1.31E+02,65.741,2.20E+01
147,93,-1.28E+02,-1.51E+02,73.249,-1.28E+02,254.882,4.00E+01
150,93,-1.36E+02,-1.55E+02,7.157,-1.36E+02,207.833,2.79E+01
153,93,-1.27E+02,-1.51E+02,253.528,-1.27E+02,46.425,3.09E+01
156,93,-1.27E+02,-1.49E+02,207.906,-1.27E+02,15.243,3.54E+01
159,93,-1.38E+02,-1.52E+02,159.702,-1.38E+02,280.904,1.54E+01
162,93,-1.29E+02,-1.55E+02,80.613,-1.29E+02,197.427,2.64E+01
165,93,-1.32E+02,-1.56E+02,18.133,-1.32E+02,190.155,4.00E+01
168,93,-1.34E+02,-1.56E+02,326.346,-1.34E+02,277.192,2.45E+01
171,93,-1.23E+02,-1.62E+02,33.166,-1.23E+02,282.75,3.98E+01
174,93,-1.16E+02,-1.46E+02,88.815,-1.16E+02,275.88,4.00E+01
177,93,-1.13E+02,-1.40E+02,91.226,-1.13E+02,272.427,4.00E+01
180,93,-1.12E+02,-1.38E+02,91.463,-1.12E+02,271.46,4.00E+01
0,96,-7.53E+01,-9.49E+01,170.356,-7.53E+01,170.356,4.00E+01
3,96,-7.69E+01,-9.66E+01,174.319,-7.70E+01,174.86,4.00E+01
6,96,-8.20E+01,-1.02E+02,191.886,-8.20E+01,194.287,4.00E+01
9,96,-8.78E+01,-1.08E+02,243.597,-8.78E+01,245.92,4.00E+01
12,96,-9.14E+01,-1.11E+02,279.914,-9.15E+01,282.253,4.00E+01
15,96,-1.03E+02,-1.20E+02,226.308,-1.03E+02,222.491,4.00E+01
18,96,-9.67E+01,-1.17E+02,181.226,-9.67E+01,180.707,4.00E+01
21,96,-9.88E+01,-1.21E+02,237.841,-9.88E+01,244.761,4.00E+01
24,96,-9.87E+01,-1.20E+02,282.729,-9.88E+01,278.32,4.00E+01
27,96,-1.03E+02,-1.24E+02,189.562,-1.03E+02,172.418,3.19E+01
30,96,-1.01E+02,-1.22E+02,151.736,-1.01E+02,143.606,3.77E+01
33,96,-1.05E+02,-1.28E+02,0.724,-1.05E+02,343.131,3.34E+01
36,96,-1.13E+02,-1.31E+02,322.896,-1.13E+02,318.343,4.00E+01
39,96,-1.06E+02,-1.28E+02,170.891,-1.06E+02,156.637,3.45E+01
42,96,-1.10E+02,-1.35E+02,22.343,-1.10E+02,355.422,3.16E+01
45,96,-1.24E+02,-1.39E+02,346.727,-1.24E+02,2.629,2.66E+01
48,96,-1.12E+02,-1.35E+02,175.793,-1.12E+02,161.787,3.52E+01
51,96,-1.11E+02,-1.37E+02,10.021,-1.11E+02,351.36,3.53E+01
54,96,-1.17E+02,-1.48E+02,179.937,-1.17E+02,152.226,3.76E+01
57,96,-1.24E+02,-1.59E+02,229.801,-1.24E+02,304.291,3.55E+01
60,96,-1.22E+02,-1.47E+02,17.986,-1.22E+02,33.189,3.62E+01
63,96,-1.22E+02,-1.48E+02,190.389,-1.22E+02,192.862,4.00E+01
66,96,-1.20E+02,-1.51E+02,359.951,-1.20E+02,348.197,4.00E+01
69,96,-1.21E+02,-1.53E+02,149.876,-1.21E+02,144.36,4.00E+01
72,96,-1.20E+02,-1.54E+02,300.911,-1.20E+02,301.468,4.00E+01
75,96,-1.20E+02,-1.54E+02,107.057,-1.20E+02,107.086,4.00E+01
78,96,-1.20E+02,-1.55E+02,287.914,-1.20E+02,277.522,4.00E+01
81,96,-1.20E+02,-1.57E+02,119.948,-1.20E+02,92.748,4.00E+01
84,96,-1.21E+02,-1.58E+02,322.787,-1.21E+02,269.209,3.86E+01
87,96,-1.23E+02,-1.59E+02,168.56,-1.23E+02,88.103,3.53E+01
90,96,-1.27E+02,-1.59E+02,9.324,-1.27E+02,268.041,3.17E+01
93,96,-1.35E+02,-1.58E+02,201.658,-1.35E+02,95.349,2.35E+01
96,96,-1.39E+02,-1.59E+02,22.267,-1.39E+02,58.257,2.45E+01
99,96,-1.29E+02,-1.62E+02,186.339,-1.29E+02,251.412,3.39E+01
102,96,-1.25E+02,-1.70E+02,338.9,-1.25E+02,72.694,4.00E+01
105,96,-1.23E+02,-1.72E+02,206.175,-1.23E+02,251.407,4.00E+01
108,96,-1.23E+02,-1.57E+02,335.194,-1.23E+02,67.733,3.43E+01
111,96,-1.26E+02,-1.48E+02,106.413,-1.26E+02,243.183,2.59E+01
114,96,-1.32E+02,-1.43E+02,214.972,-1.32E+02,47.702,2.47E+01
117,96,-1.37E+02,-1.40E+02,308.369,-1.40E+02,124.409,2.92E+01
120,96,-1.28E+02,-1.38E+02,25.959,-1.29E+02,257.88,1.18E+01
123,96,-1.29E+02,-1.39E+02,62.05,-1.30E+02,66.292,3.28E+01
126,96,-1.31E+02,-1.37E+02,82.424,-1.32E+02,206.407,7.85E+00
129,96,-1.31E+02,-1.38E+02,97.951,-1.32E+02,287.701,2.30E+01
132,96,-1.27E+02,-1.44E+02,85.333,-1.27E+02,96.159,3.20E+01
135,96,-1.38E+02,-1.42E+02,60.812,-1.40E+02,180.68,5.61E+00
138,96,-1.31E+02,-1.46E+02,61.481,-1.31E+02,279.109,1.92E+01
141,96,-1.28E+02,-1.51E+02,285.04,-1.28E+02,76.046,2.94E+01
144,96,-1.33E+02,-1.57E+02,268.985,-1.33E+02,53.488,2.83E+01
147,96,-1.27E+02,-1.49E+02,67.172,-1.27E+02,251.382,4.00E+01
150,96,-1.34E+02,-1.54E+02,9.753,-1.34E+02,190.452,4.00E+01
153,96,-1.26E+02,-1.46E+02,247.182,-1.26E+02,56.441,3.49E+01
156,96,-1.26E+02,-1.44E+02,212.401,-1.26E+02,22.821,3.40E+01
159,96,-1.36E+02,-1.48E+02,168.959,-1.36E+02,322.621,1.93E+01
162,96,-1.32E+02,-1.51E+02,81.447,-1.32E+02,201.739,2.07E+01
165,96,-1.34E+02,-1.52E+02,11.356,-1.34E+02,174.141,2.84E+01
168,96,-1.45E+02,-1.49E+02,307.675,-1.47E+02,319.313,2.02E+01
171,96,-1.26E+02,-1.57E+02,311.858,-1.26E+02,290.694,4.00E+01
174,96,-1.18E+02,-1.41E+02,90.393,-1.18E+02,277.579,4.00E+01
177,96,-1.14E+02,-1.34E+02,91.508,-1.14E+02,272.712,4.00E+01
180,96,-1.12E+02,-1.32E+02,91.462,-1.12E+02,271.46,4.00E+01
0,99,-7.53E+01,-9.14E+01,170.356,-7.54E+01,170.356,4.00E+01
3,99,-7.71E+01,-9.32E+01,174.46,-7.72E+01,175.001,4.00E+01
6,99,-8.25E+01,-9.88E+01,193.086,-8.26E+01,195.454,4.00E+01
9,99,-8.84E+01,-1.05E+02,245.057,-8.85E+01,247.131,4.00E+01
12,99,-9.31E+01,-1.09E+02,271.415,-9.32E+01,274.077,4.00E+01
15,99,-9.91E+01,-1.15E+02,201.137,-9.93E+01,195.294,3.55E+01
18,99,-9.62E+01,-1.13E+02,181.82,-9.63E+01,183.581,4.00E+01
21,99,-1.01E+02,-1.20E+02,237.168,-1.01E+02,247.097,3.44E+01
24,99,-1.07E+02,-1.25E+02,315.848,-1.07E+02,306.305,3.36E+01
27,99,-1.05E+02,-1.24E+02,120.123,-1.05E+02,120.037,4.00E+01
30,99,-1.20E+02,-1.40E+02,122.255,-1.20E+02,115.76,3.86E+01
33,99,-1.03E+02,-1.22E+02,321.553,-1.03E+02,319.651,4.00E+01
36,99,-1.17E+02,-1.39E+02,177.865,-1.17E+02,149.127,2.82E+01
39,99,-1.11E+02,-1.29E+02,146.429,-1.11E+02,141.276,3.98E+01
42,99,-1.08E+02,-1.28E+02,344.251,-1.08E+02,338.296,4.00E+01
45,99,-1.17E+02,-1.41E+02,151.308,-1.17E+02,137.878,3.66E+01
48,99,-1.22E+02,-1.40E+02,155.178,-1.22E+02,159.822,3.96E+01
51,99,-1.13E+02,-1.34E+02,349.051,-1.13E+02,345.323,4.00E+01
54,99,-1.15E+02,-1.37E+02,160.829,-1.15E+02,152.322,3.95E+01
57,99,-1.17E+02,-1.42E+02,331.281,-1.17E+02,321.829,4.00E+01
60,99,-1.23E+02,-1.52E+02,89.265,-1.23E+02,91.815,4.00E+01
63,99,-1.24E+02,-1.53E+02,217.335,-1.24E+02,235.9,3.92E+01
66,99,-1.23E+02,-1.50E+02,341.164,-1.23E+02,13.128,3.20E+01
69,99,-1.24E+02,-1.50E+02,135.973,-1.24E+02,164.712,3.23E+01
72,99,-1.23E+02,-1.48E+02,300.811,-1.23E+02,311.945,3.97E+01
75,99,-1.21E+02,-1.49E+02,112.938,-1.21E+02,112.176,4.00E+01
78,99,-1.20E+02,-1.50E+02,290.248,-1.20E+02,279.87,4.00E+01
81,99,-1.20E+02,-1.52E+02,118.661,-1.20E+02,93.494,3.99E+01
84,99,-1.20E+02,-1.55E+02,321.101,-1.20E+02,269.327,3.75E+01
87,99,-1.21E+02,-1.56E+02,180.687,-1.21E+02,87.234,3.44E+01
90,99,-1.23E+02,-1.53E+02,25.454,-1.23E+02,266.479,3.07E+01
93,99,-1.27E+02,-1.51E+02,212.625,-1.28E+02,87.796,2.55E+01
96,99,-1.36E+02,-1.51E+02,30.704,-1.36E+02,282.26,1.48E+01
99,99,-1.36E+02,-1.51E+02,202.632,-1.36E+02,232.927,2.10E+01
102,99,-1.28E+02,-1.52E+02,352.996,-1.28E+02,67.015,2.42E+01
105,99,-1.25E+02,-1.51E+02,124.759,-1.25E+02,249.411,2.72E+01
108,99,-1.24E+02,-1.47E+02,253.7,-1.24E+02,70.408,4.00E+01
111,99,-1.25E+02,-1.47E+02,19.819,-1.25E+02,251.288,2.35E+01
114,99,-1.28E+02,-1.49E+02,113.997,-1.28E+02,56.979,2.24E+01
117,99,-1.35E+02,-1.49E+02,129.286,-1.35E+02,176.024,1.65E+01
120,99,-1.28E+02,-1.40E+02,166.887,-1.29E+02,270.486,1.13E+01
123,99,-1.28E+02,-1.36E+02,233.714,-1.29E+02,65.021,2.30E+01
126,99,-1.32E+02,-1.39E+02,268.225,-1.32E+02,210.585,9.12E+00
129,99,-1.32E+02,-1.44E+02,254.737,-1.32E+02,291.99,1.65E+01
132,99,-1.28E+02,-1.41E+02,265.754,-1.28E+02,100.062,2.57E+01
135,99,-1.36E+02,-1.56E+02,33.948,-1.36E+02,210.648,4.00E+01
138,99,-1.32E+02,-1.48E+02,70.174,-1.32E+02,262.061,2.99E+01
141,99,-1.26E+02,-1.45E+02,291.152,-1.26E+02,86.084,2.57E+01
144,99,-1.31E+02,-1.47E+02,282.743,-1.32E+02,59.086,1.85E+01
147,99,-1.28E+02,-1.52E+02,79.099,-1.28E+02,257.166,4.00E+01
150,99,-1.37E+02,-1.64E+02,104.122,-1.37E+02,190.779,2.75E+01
153,99,-1.26E+02,-1.45E+02,231.001,-1.26E+02,56.8,3.86E+01
156,99,-1.25E+02,-1.42E+02,215.532,-1.26E+02,27.028,3.36E+01
159,99,-1.35E+02,-1.49E+02,184.46,-1.35E+02,337.138,2.07E+01
162,99,-1.34E+02,-1.51E+02,71.278,-1.34E+02,211.351,2.10E+01
165,99,-1.35E+02,-1.50E+02,7.061,-1.35E+02,161.971,2.31E+01
168,99,-1.35E+02,-1.44E+02,291.844,-1.35E+02,77.41,1.48E+01
171,99,-1.32E+02,-1.45E+02,274.921,-1.33E+02,327.402,1.48E+01
174,99,-1.20E+02,-1.41E+02,94.81,-1.20E+02,281.449,4.00E+01
177,99,-1.14E+02,-1.31E+02,92.01,-1.14E+02,273.214,4.00E+01
180,99,-1.12E+02,-1.28E+02,91.461,-1.12E+02,271.46,4.00E+01
0,102,-7.53E+01,-8.89E+01,170.356,-7.55E+01,170.356,4.00E+01
3,102,-7.72E+01,-9.09E+01,174.659,-7.74E+01,175.201,4.00E+01
6,102,-8.32E+01,-9.70E+01,194.874,-8.34E+01,197.185,4.00E+01
9,102,-8.92E+01,-1.04E+02,246.555,-8.94E+01,248.346,4.00E+01
12,102,-9.53E+01,-1.09E+02,255.205,-9.55E+01,257.621,4.00E+01
15,102,-9.59E+01,-1.10E+02,184.812,-9.61E+01,181.484,3.86E+01
18,102,-9.66E+01,-1.11E+02,180.709,-9.67E+01,184.829,3.71E+01
21,102,-1.07E+02,-1.26E+02,239.314,-1.07E+02,257.771,2.85E+01
24,102,-1.06E+02,-1.20E+02,47.1,-1.06E+02,44.418,4.00E+01
27,102,-1.05E+02,-1.20E+02,68.066,-1.05E+02,79.771,2.90E+01
30,102,-1.05E+02,-1.19E+02,317.149,-1.05E+02,313.887,3.96E+01
33,102,-1.05E+02,-1.21E+02,299.405,-1.05E+02,306.28,3.41E+01
36,102,-1.07E+02,-1.24E+02,135.458,-1.08E+02,131.511,3.95E+01
39,102,-1.23E+02,-1.36E+02,29.502,-1.23E+02,13.202,2.36E+01
42,102,-1.10E+02,-1.27E+02,323.83,-1.10E+02,329.034,3.78E+01
45,102,-1.11E+02,-1.29E+02,142.019,-1.11E+02,137.486,3.96E+01
48,102,-1.18E+02,-1.37E+02,342.597,-1.18E+02,321.956,2.80E+01
51,102,-1.20E+02,-1.39E+02,335.737,-1.20E+02,358.759,2.68E+01
54,102,-1.17E+02,-1.35E+02,148.927,-1.17E+02,153.848,4.00E+01
57,102,-1.15E+02,-1.35E+02,330.095,-1.15E+02,326.532,4.00E+01
