Theta [deg.],Phi   [deg.],Abs(RCS )[dB(m^2)],Abs(Theta)[dB(m^2)],Phase(Theta)[deg.],Abs(Phi  )[dB(m^2)],Phase(Phi  )[deg.],Ax.Ratio[dB    ]
93,183,-1.14E+02,-1.14E+02,274.103,-1.37E+02,184.922,2.21E+01
96,183,-1.13E+02,-1.13E+02,101.122,-1.36E+02,16.96,2.23E+01
99,183,-1.13E+02,-1.13E+02,288.574,-1.34E+02,209.66,2.18E+01
102,183,-1.12E+02,-1.12E+02,114.072,-1.32E+02,40.796,2.01E+01
105,183,-1.13E+02,-1.13E+02,298.61,-1.30E+02,232.915,1.78E+01
108,183,-1.15E+02,-1.15E+02,124.172,-1.30E+02,73.34,1.69E+01
111,183,-1.16E+02,-1.16E+02,305.622,-1.30E+02,285.841,2.37E+01
114,183,-1.15E+02,-1.15E+02,122.215,-1.31E+02,142.416,2.51E+01
117,183,-1.16E+02,-1.16E+02,299.185,-1.36E+02,6.507,2.08E+01
120,183,-1.19E+02,-1.19E+02,119.574,-1.42E+02,303.888,4.00E+01
123,183,-1.21E+02,-1.21E+02,290.981,-1.37E+02,210.238,1.57E+01
126,183,-1.17E+02,-1.17E+02,95.117,-1.34E+02,85.668,3.29E+01
129,183,-1.16E+02,-1.16E+02,274.006,-1.38E+02,300.883,2.88E+01
132,183,-1.19E+02,-1.19E+02,106.905,-1.55E+02,157.448,3.87E+01
135,183,-1.20E+02,-1.20E+02,285.066,-1.44E+02,244.533,2.78E+01
138,183,-1.17E+02,-1.17E+02,80.381,-1.39E+02,87.446,4.00E+01
141,183,-1.17E+02,-1.17E+02,259.812,-1.45E+02,270.736,4.00E+01
144,183,-1.17E+02,-1.18E+02,97.797,-1.44E+02,79.676,3.65E+01
147,183,-1.17E+02,-1.17E+02,257.035,-1.41E+02,254.232,4.00E+01
150,183,-1.17E+02,-1.17E+02,69.615,-1.44E+02,68.049,4.00E+01
153,183,-1.16E+02,-1.16E+02,275.358,-1.43E+02,264.974,4.00E+01
156,183,-1.17E+02,-1.17E+02,71.493,-1.43E+02,67.464,4.00E+01
159,183,-1.16E+02,-1.16E+02,258.037,-1.43E+02,251.545,4.00E+01
162,183,-1.15E+02,-1.15E+02,92.275,-1.41E+02,87.465,4.00E+01
165,183,-1.17E+02,-1.17E+02,240.587,-1.43E+02,233.607,4.00E+01
168,183,-1.14E+02,-1.14E+02,97.357,-1.40E+02,95.096,4.00E+01
171,183,-1.16E+02,-1.16E+02,247.157,-1.43E+02,244.128,4.00E+01
174,183,-1.14E+02,-1.14E+02,93.27,-1.40E+02,92.604,4.00E+01
177,183,-1.16E+02,-1.16E+02,254.296,-1.42E+02,254.009,4.00E+01
180,183,-1.12E+02,-1.12E+02,91.46,-1.38E+02,91.463,4.00E+01
0,186,-7.53E+01,-7.53E+01,170.356,-9.49E+01,350.356,4.00E+01
3,186,-8.91E+01,-8.91E+01,203.35,-1.09E+02,23.693,4.00E+01
6,186,-9.77E+01,-9.77E+01,188.439,-1.18E+02,4.749,4.00E+01
9,186,-9.22E+01,-9.23E+01,108.443,-1.12E+02,289.439,4.00E+01
12,186,-9.30E+01,-9.30E+01,345.676,-1.13E+02,167.11,4.00E+01
15,186,-9.52E+01,-9.53E+01,209.089,-1.15E+02,30.117,4.00E+01
18,186,-9.77E+01,-9.78E+01,66.42,-1.17E+02,246.482,4.00E+01
21,186,-1.00E+02,-1.00E+02,278.127,-1.20E+02,96.153,4.00E+01
24,186,-1.03E+02,-1.03E+02,124.346,-1.22E+02,301.672,4.00E+01
27,186,-1.04E+02,-1.04E+02,326.498,-1.24E+02,143.781,4.00E+01
30,186,-1.06E+02,-1.06E+02,163.526,-1.26E+02,341.73,4.00E+01
33,186,-1.07E+02,-1.07E+02,357.933,-1.27E+02,178.567,4.00E+01
36,186,-1.08E+02,-1.08E+02,189.549,-1.28E+02,13.052,4.00E+01
39,186,-1.09E+02,-1.09E+02,17.565,-1.29E+02,204.597,3.83E+01
42,186,-1.10E+02,-1.10E+02,202.612,-1.29E+02,32.279,3.53E+01
45,186,-1.11E+02,-1.11E+02,27.394,-1.30E+02,218.723,3.34E+01
48,186,-1.11E+02,-1.11E+02,208.257,-1.30E+02,41.049,3.19E+01
51,186,-1.12E+02,-1.12E+02,28.193,-1.30E+02,221.42,3.10E+01
54,186,-1.13E+02,-1.13E+02,206.213,-1.31E+02,39.114,3.08E+01
57,186,-1.14E+02,-1.14E+02,22.606,-1.31E+02,215.598,3.03E+01
60,186,-1.16E+02,-1.16E+02,197.623,-1.32E+02,30.427,3.01E+01
63,186,-1.17E+02,-1.17E+02,11.601,-1.34E+02,204.664,2.97E+01
66,186,-1.19E+02,-1.19E+02,184.296,-1.36E+02,18.538,2.91E+01
69,186,-1.21E+02,-1.21E+02,355.802,-1.39E+02,194.367,2.75E+01
72,186,-1.23E+02,-1.24E+02,164.343,-1.43E+02,20.468,2.38E+01
75,186,-1.25E+02,-1.25E+02,330.423,-1.45E+02,225.168,2.02E+01
78,186,-1.26E+02,-1.26E+02,132.605,-1.44E+02,58.73,1.84E+01
81,186,-1.24E+02,-1.24E+02,293.57,-1.41E+02,230.446,1.78E+01
84,186,-1.22E+02,-1.22E+02,99.28,-1.38E+02,31.176,1.67E+01
87,186,-1.20E+02,-1.20E+02,271.375,-1.36E+02,192.132,1.59E+01
90,186,-1.18E+02,-1.18E+02,88.648,-1.34E+02,359.503,1.61E+01
93,186,-1.17E+02,-1.17E+02,270.772,-1.34E+02,177.421,1.68E+01
96,186,-1.15E+02,-1.15E+02,96.948,-1.33E+02,7.188,1.72E+01
99,186,-1.14E+02,-1.14E+02,283.191,-1.30E+02,201.935,1.60E+01
102,186,-1.14E+02,-1.14E+02,106.575,-1.27E+02,34.214,1.39E+01
105,186,-1.14E+02,-1.14E+02,289.302,-1.25E+02,227.926,1.22E+01
108,186,-1.15E+02,-1.16E+02,114.913,-1.25E+02,70.292,1.28E+01
111,186,-1.16E+02,-1.16E+02,298.774,-1.25E+02,282.859,2.13E+01
114,186,-1.15E+02,-1.16E+02,116.333,-1.27E+02,136.103,2.10E+01
117,186,-1.16E+02,-1.16E+02,289.739,-1.33E+02,351.843,1.77E+01
120,186,-1.18E+02,-1.18E+02,108.028,-1.41E+02,316.048,2.94E+01
123,186,-1.19E+02,-1.20E+02,290.632,-1.33E+02,218.276,1.44E+01
126,186,-1.17E+02,-1.18E+02,99.176,-1.30E+02,84.475,2.50E+01
129,186,-1.16E+02,-1.17E+02,268.976,-1.33E+02,286.885,2.71E+01
132,186,-1.18E+02,-1.18E+02,97.227,-1.44E+02,102.162,4.00E+01
135,186,-1.19E+02,-1.19E+02,284.701,-1.38E+02,260.437,2.71E+01
138,186,-1.17E+02,-1.17E+02,81.756,-1.34E+02,86.443,3.89E+01
141,186,-1.17E+02,-1.17E+02,255.482,-1.38E+02,261.53,4.00E+01
144,186,-1.17E+02,-1.17E+02,96.102,-1.37E+02,83.366,3.33E+01
147,186,-1.17E+02,-1.17E+02,258.043,-1.35E+02,254.299,4.00E+01
150,186,-1.17E+02,-1.17E+02,67.667,-1.38E+02,65.533,4.00E+01
153,186,-1.16E+02,-1.16E+02,273.892,-1.37E+02,265.085,3.72E+01
156,186,-1.17E+02,-1.17E+02,71.063,-1.37E+02,66.529,4.00E+01
159,186,-1.16E+02,-1.16E+02,256.942,-1.37E+02,250.652,4.00E+01
162,186,-1.15E+02,-1.15E+02,91.692,-1.35E+02,86.998,4.00E+01
165,186,-1.17E+02,-1.17E+02,239.938,-1.37E+02,232.738,3.86E+01
168,186,-1.14E+02,-1.14E+02,97.118,-1.34E+02,94.825,4.00E+01
171,186,-1.16E+02,-1.17E+02,246.964,-1.37E+02,243.776,4.00E+01
174,186,-1.14E+02,-1.14E+02,93.201,-1.34E+02,92.509,4.00E+01
177,186,-1.16E+02,-1.16E+02,254.263,-1.36E+02,253.955,4.00E+01
180,186,-1.12E+02,-1.12E+02,91.46,-1.32E+02,91.462,4.00E+01
0,189,-7.53E+01,-7.54E+01,170.356,-9.14E+01,350.356,4.00E+01
3,189,-8.89E+01,-8.90E+01,202.386,-1.05E+02,22.741,4.00E+01
6,189,-9.80E+01,-9.81E+01,191.03,-1.14E+02,7.207,4.00E+01
9,189,-9.21E+01,-9.22E+01,110.604,-1.08E+02,291.645,4.00E+01
12,189,-9.28E+01,-9.29E+01,347.537,-1.09E+02,168.915,4.00E+01
15,189,-9.52E+01,-9.53E+01,211.386,-1.11E+02,32.29,4.00E+01
18,189,-9.79E+01,-9.81E+01,69.666,-1.14E+02,249.525,4.00E+01
21,189,-1.01E+02,-1.01E+02,283.422,-1.17E+02,101.201,4.00E+01
24,189,-1.03E+02,-1.03E+02,132.477,-1.19E+02,309.742,4.00E+01
27,189,-1.05E+02,-1.05E+02,337.236,-1.21E+02,155.081,4.00E+01
30,189,-1.06E+02,-1.06E+02,176.65,-1.23E+02,356.225,4.00E+01
33,189,-1.07E+02,-1.07E+02,12.344,-1.24E+02,194.734,4.00E+01
36,189,-1.08E+02,-1.08E+02,204.282,-1.24E+02,29.323,3.77E+01
39,189,-1.09E+02,-1.09E+02,32.073,-1.25E+02,219.471,3.41E+01
42,189,-1.09E+02,-1.09E+02,216.848,-1.25E+02,45.846,3.21E+01
45,189,-1.10E+02,-1.10E+02,41.049,-1.25E+02,230.51,3.12E+01
48,189,-1.11E+02,-1.11E+02,221.781,-1.26E+02,51.627,3.04E+01
51,189,-1.12E+02,-1.12E+02,41.561,-1.26E+02,231.139,3.02E+01
54,189,-1.13E+02,-1.13E+02,219.833,-1.27E+02,48.237,3.09E+01
57,189,-1.14E+02,-1.15E+02,37.049,-1.28E+02,224.592,3.15E+01
60,189,-1.16E+02,-1.16E+02,213.288,-1.29E+02,40.027,3.21E+01
63,189,-1.18E+02,-1.18E+02,29.619,-1.31E+02,214.591,3.46E+01
66,189,-1.21E+02,-1.21E+02,206.484,-1.34E+02,31.487,3.49E+01
69,189,-1.23E+02,-1.23E+02,22.698,-1.37E+02,215.863,2.71E+01
72,189,-1.26E+02,-1.26E+02,198.028,-1.40E+02,53.029,1.92E+01
75,189,-1.29E+02,-1.29E+02,10.653,-1.41E+02,261.711,1.18E+01
78,189,-1.30E+02,-1.31E+02,167.329,-1.38E+02,83.853,6.73E+00
81,189,-1.30E+02,-1.31E+02,310.091,-1.37E+02,248.452,7.70E+00
84,189,-1.27E+02,-1.28E+02,103.411,-1.36E+02,45.6,1.06E+01
87,189,-1.24E+02,-1.25E+02,270.477,-1.36E+02,199.431,1.23E+01
90,189,-1.22E+02,-1.22E+02,85.66,-1.35E+02,352.88,1.32E+01
93,189,-1.20E+02,-1.20E+02,267.178,-1.34E+02,158.324,1.43E+01
96,189,-1.19E+02,-1.19E+02,92.511,-1.33E+02,347.738,1.45E+01
99,189,-1.17E+02,-1.17E+02,276.016,-1.30E+02,192.526,1.23E+01
102,189,-1.16E+02,-1.16E+02,95.271,-1.26E+02,28.311,1.01E+01
105,189,-1.16E+02,-1.17E+02,274.504,-1.24E+02,222.319,1.02E+01
108,189,-1.17E+02,-1.17E+02,99.551,-1.25E+02,65.642,1.35E+01
111,189,-1.17E+02,-1.17E+02,286.704,-1.25E+02,277.74,2.56E+01
114,189,-1.16E+02,-1.16E+02,106.426,-1.27E+02,121.499,2.29E+01
117,189,-1.17E+02,-1.17E+02,277.803,-1.33E+02,305.209,2.34E+01
120,189,-1.18E+02,-1.18E+02,96.26,-1.40E+02,59.163,2.68E+01
123,189,-1.18E+02,-1.19E+02,287.239,-1.35E+02,248.005,2.02E+01
126,189,-1.18E+02,-1.18E+02,101.697,-1.31E+02,85.14,2.42E+01
129,189,-1.18E+02,-1.18E+02,262.799,-1.32E+02,259.939,4.00E+01
132,189,-1.18E+02,-1.18E+02,87.189,-1.35E+02,79.433,3.43E+01
135,189,-1.18E+02,-1.18E+02,282.33,-1.33E+02,277.647,3.77E+01
138,189,-1.18E+02,-1.18E+02,83.033,-1.33E+02,85.515,4.00E+01
141,189,-1.18E+02,-1.18E+02,250.643,-1.35E+02,250.428,4.00E+01
144,189,-1.17E+02,-1.17E+02,93.571,-1.33E+02,87.008,3.53E+01
147,189,-1.18E+02,-1.18E+02,258.967,-1.33E+02,254.291,3.70E+01
150,189,-1.17E+02,-1.17E+02,65.114,-1.34E+02,62.257,4.00E+01
153,189,-1.16E+02,-1.16E+02,271.63,-1.33E+02,265.051,3.62E+01
156,189,-1.17E+02,-1.17E+02,70.344,-1.34E+02,65.015,3.73E+01
159,189,-1.16E+02,-1.17E+02,255.223,-1.34E+02,249.262,3.73E+01
162,189,-1.15E+02,-1.15E+02,90.77,-1.32E+02,86.256,3.91E+01
165,189,-1.17E+02,-1.17E+02,238.744,-1.34E+02,231.163,3.47E+01
168,189,-1.14E+02,-1.14E+02,96.764,-1.31E+02,94.419,4.00E+01
171,189,-1.17E+02,-1.17E+02,246.595,-1.33E+02,243.129,4.00E+01
174,189,-1.14E+02,-1.14E+02,93.099,-1.30E+02,92.366,4.00E+01
177,189,-1.16E+02,-1.16E+02,254.204,-1.32E+02,253.866,4.00E+01
180,189,-1.12E+02,-1.12E+02,91.46,-1.28E+02,91.461,4.00E+01
0,192,-7.53E+01,-7.55E+01,170.356,-8.89E+01,350.356,4.00E+01
3,192,-8.86E+01,-8.88E+01,201.101,-1.02E+02,21.471,4.00E+01
6,192,-9.85E+01,-9.87E+01,194.974,-1.13E+02,11.001,3.74E+01
9,192,-9.19E+01,-9.20E+01,113.457,-1.06E+02,294.543,4.00E+01
12,192,-9.26E+01,-9.28E+01,350.011,-1.06E+02,171.302,4.00E+01
15,192,-9.52E+01,-9.54E+01,214.572,-1.09E+02,35.299,4.00E+01
18,192,-9.83E+01,-9.85E+01,74.5,-1.12E+02,254.072,4.00E+01
21,192,-1.01E+02,-1.02E+02,291.653,-1.15E+02,109.172,4.00E+01
24,192,-1.04E+02,-1.04E+02,145.108,-1.17E+02,322.692,4.00E+01
27,192,-1.05E+02,-1.05E+02,353.118,-1.19E+02,172.354,4.00E+01
30,192,-1.06E+02,-1.06E+02,194.481,-1.20E+02,16.11,4.00E+01
33,192,-1.07E+02,-1.07E+02,30.57,-1.21E+02,214.543,3.73E+01
36,192,-1.07E+02,-1.07E+02,222.009,-1.21E+02,47.547,3.41E+01
39,192,-1.08E+02,-1.08E+02,48.93,-1.21E+02,235.403,3.25E+01
42,192,-1.09E+02,-1.09E+02,233.166,-1.22E+02,60.125,3.15E+01
45,192,-1.10E+02,-1.10E+02,56.686,-1.22E+02,243.025,3.20E+01
48,192,-1.11E+02,-1.11E+02,237.446,-1.23E+02,63.124,3.26E+01
51,192,-1.12E+02,-1.12E+02,57.421,-1.24E+02,241.896,3.43E+01
54,192,-1.13E+02,-1.14E+02,236.506,-1.25E+02,58.713,4.00E+01
57,192,-1.15E+02,-1.15E+02,55.168,-1.26E+02,235.293,4.00E+01
60,192,-1.17E+02,-1.17E+02,233.914,-1.28E+02,51.958,4.00E+01
63,192,-1.19E+02,-1.20E+02,54.612,-1.31E+02,229.046,3.22E+01
66,192,-1.22E+02,-1.22E+02,237.119,-1.35E+02,54.321,3.93E+01
69,192,-1.24E+02,-1.25E+02,60.795,-1.37E+02,255.314,2.52E+01
72,192,-1.27E+02,-1.27E+02,245.674,-1.38E+02,98.39,1.64E+01
75,192,-1.29E+02,-1.30E+02,65.13,-1.36E+02,290.255,1.03E+01
78,192,-1.31E+02,-1.34E+02,234.79,-1.34E+02,101.501,7.30E+00
81,192,-1.34E+02,-1.42E+02,4.436,-1.35E+02,262.069,7.90E+00
84,192,-1.33E+02,-1.36E+02,104.01,-1.37E+02,54.486,6.87E+00
87,192,-1.30E+02,-1.30E+02,267.459,-1.40E+02,189.628,9.87E+00
90,192,-1.27E+02,-1.28E+02,84.225,-1.37E+02,324.934,1.13E+01
93,192,-1.25E+02,-1.26E+02,269.509,-1.35E+02,130.967,1.31E+01
96,192,-1.24E+02,-1.24E+02,93.814,-1.35E+02,329.848,1.22E+01
99,192,-1.22E+02,-1.22E+02,269.05,-1.31E+02,192.15,8.80E+00
102,192,-1.20E+02,-1.21E+02,78.686,-1.27E+02,29.325,9.12E+00
105,192,-1.19E+02,-1.20E+02,252.207,-1.26E+02,218.749,1.26E+01
108,192,-1.20E+02,-1.20E+02,77.31,-1.29E+02,57.632,1.96E+01
111,192,-1.19E+02,-1.19E+02,269.045,-1.32E+02,265.483,3.70E+01
114,192,-1.18E+02,-1.18E+02,91.776,-1.30E+02,80.02,2.69E+01
117,192,-1.17E+02,-1.18E+02,265.068,-1.28E+02,246.044,2.11E+01
120,192,-1.19E+02,-1.19E+02,86.134,-1.30E+02,80.358,3.16E+01
123,192,-1.19E+02,-1.19E+02,280.887,-1.32E+02,300.146,2.29E+01
126,192,-1.19E+02,-1.19E+02,97.99,-1.36E+02,101.25,4.00E+01
129,192,-1.19E+02,-1.19E+02,256.783,-1.31E+02,222.418,1.73E+01
132,192,-1.19E+02,-1.20E+02,80.155,-1.30E+02,65.465,2.32E+01
135,192,-1.18E+02,-1.18E+02,278.006,-1.30E+02,286.5,2.90E+01
138,192,-1.18E+02,-1.19E+02,81.488,-1.33E+02,84.913,3.93E+01
141,192,-1.19E+02,-1.19E+02,247.459,-1.33E+02,239.811,3.13E+01
144,192,-1.17E+02,-1.18E+02,90.712,-1.31E+02,89.579,4.00E+01
147,192,-1.18E+02,-1.18E+02,258.532,-1.31E+02,253.63,3.49E+01
150,192,-1.18E+02,-1.18E+02,62.609,-1.32E+02,58.873,3.81E+01
153,192,-1.16E+02,-1.16E+02,268.721,-1.31E+02,264.745,3.81E+01
156,192,-1.18E+02,-1.18E+02,69.234,-1.32E+02,62.836,3.34E+01
159,192,-1.17E+02,-1.17E+02,252.952,-1.32E+02,247.422,3.54E+01
162,192,-1.15E+02,-1.15E+02,89.565,-1.30E+02,85.304,3.72E+01
165,192,-1.17E+02,-1.18E+02,236.795,-1.32E+02,228.647,3.16E+01
168,192,-1.14E+02,-1.14E+02,96.357,-1.29E+02,93.938,4.00E+01
171,192,-1.17E+02,-1.17E+02,245.975,-1.31E+02,242.093,3.78E+01
174,192,-1.14E+02,-1.14E+02,92.979,-1.28E+02,92.188,4.00E+01
177,192,-1.16E+02,-1.16E+02,254.114,-1.30E+02,253.735,4.00E+01
180,192,-1.12E+02,-1.12E+02,91.46,-1.26E+02,91.461,4.00E+01
0,195,-7.53E+01,-7.56E+01,170.356,-8.70E+01,350.356,4.00E+01
3,195,-8.83E+01,-8.86E+01,199.552,-9.99E+01,19.939,4.00E+01
6,195,-9.91E+01,-9.94E+01,200.592,-1.11E+02,16.517,3.54E+01
9,195,-9.16E+01,-9.19E+01,116.839,-1.04E+02,297.959,4.00E+01
12,195,-9.24E+01,-9.27E+01,353.004,-1.04E+02,174.173,4.00E+01
15,195,-9.53E+01,-9.56E+01,218.686,-1.07E+02,39.179,4.00E+01
18,195,-9.88E+01,-9.92E+01,81.385,-1.10E+02,260.605,4.00E+01
21,195,-1.02E+02,-1.02E+02,303.857,-1.14E+02,121.327,3.92E+01
24,195,-1.04E+02,-1.04E+02,162.868,-1.16E+02,341.667,4.00E+01
27,195,-1.05E+02,-1.05E+02,13.094,-1.17E+02,194.388,4.00E+01
30,195,-1.05E+02,-1.05E+02,214.417,-1.17E+02,37.6,3.74E+01
33,195,-1.06E+02,-1.06E+02,49.606,-1.17E+02,233.824,3.47E+01
36,195,-1.06E+02,-1.07E+02,239.968,-1.18E+02,64.424,3.39E+01
39,195,-1.07E+02,-1.08E+02,65.975,-1.18E+02,250.28,3.40E+01
42,195,-1.08E+02,-1.09E+02,249.87,-1.19E+02,73.68,3.48E+01
45,195,-1.09E+02,-1.10E+02,73.067,-1.20E+02,255.388,3.89E+01
48,195,-1.11E+02,-1.11E+02,254.341,-1.21E+02,74.944,4.00E+01
51,195,-1.12E+02,-1.13E+02,75.276,-1.23E+02,253.547,4.00E+01
54,195,-1.14E+02,-1.15E+02,256.092,-1.24E+02,71.014,3.17E+01
57,195,-1.16E+02,-1.17E+02,77.31,-1.27E+02,249.207,2.79E+01
60,195,-1.19E+02,-1.19E+02,260.538,-1.30E+02,70.444,2.66E+01
63,195,-1.21E+02,-1.21E+02,86.649,-1.34E+02,259.418,3.10E+01
66,195,-1.23E+02,-1.23E+02,273.277,-1.37E+02,109.202,2.47E+01
69,195,-1.25E+02,-1.25E+02,100.696,-1.35E+02,311.431,1.62E+01
72,195,-1.26E+02,-1.27E+02,283.535,-1.33E+02,134.605,1.38E+01
75,195,-1.28E+02,-1.29E+02,100.963,-1.33E+02,308.648,1.28E+01
78,195,-1.31E+02,-1.34E+02,282.971,-1.33E+02,112.981,2.13E+01
81,195,-1.35E+02,-1.44E+02,112.144,-1.36E+02,267.11,1.69E+01
84,195,-1.39E+02,-1.42E+02,94.602,-1.41E+02,32.914,4.64E+00
87,195,-1.33E+02,-1.35E+02,273.348,-1.39E+02,142.071,7.88E+00
90,195,-1.32E+02,-1.34E+02,99.398,-1.35E+02,300.559,1.46E+01
93,195,-1.32E+02,-1.34E+02,299.472,-1.36E+02,120.275,4.00E+01
96,195,-1.31E+02,-1.32E+02,118.207,-1.39E+02,348.7,9.68E+00
99,195,-1.29E+02,-1.31E+02,262.208,-1.33E+02,220.591,8.62E+00
102,195,-1.26E+02,-1.28E+02,46.849,-1.30E+02,47.609,4.00E+01
105,195,-1.25E+02,-1.25E+02,214.804,-1.36E+02,222.17,2.92E+01
108,195,-1.25E+02,-1.25E+02,43.994,-1.40E+02,270.569,1.76E+01
111,195,-1.23E+02,-1.23E+02,244.334,-1.35E+02,118.511,1.41E+01
114,195,-1.20E+02,-1.20E+02,70.096,-1.29E+02,10.758,1.01E+01
117,195,-1.18E+02,-1.20E+02,248.302,-1.24E+02,219.632,1.31E+01
120,195,-1.20E+02,-1.22E+02,74.912,-1.26E+02,75.588,4.00E+01
123,195,-1.22E+02,-1.23E+02,271.544,-1.29E+02,317.174,1.01E+01
126,195,-1.21E+02,-1.21E+02,84.384,-1.39E+02,178.441,1.80E+01
129,195,-1.20E+02,-1.21E+02,248.335,-1.30E+02,186.305,1.09E+01
132,195,-1.22E+02,-1.23E+02,78.468,-1.29E+02,49.83,1.40E+01
135,195,-1.21E+02,-1.21E+02,272.867,-1.29E+02,286.431,2.16E+01
138,195,-1.20E+02,-1.20E+02,72.877,-1.34E+02,81.675,3.12E+01
141,195,-1.21E+02,-1.21E+02,247.352,-1.33E+02,229.692,2.22E+01
144,195,-1.20E+02,-1.20E+02,88.696,-1.31E+02,91.672,3.71E+01
147,195,-1.19E+02,-1.19E+02,254.769,-1.31E+02,250.652,3.53E+01
150,195,-1.20E+02,-1.21E+02,60.687,-1.32E+02,55.625,3.32E+01
153,195,-1.18E+02,-1.18E+02,265.169,-1.30E+02,264.174,4.00E+01
156,195,-1.19E+02,-1.19E+02,67.37,-1.31E+02,59.533,3.00E+01
159,195,-1.18E+02,-1.19E+02,250.076,-1.31E+02,245.049,3.44E+01
162,195,-1.16E+02,-1.16E+02,88.114,-1.29E+02,84.196,3.62E+01
165,195,-1.18E+02,-1.18E+02,233.692,-1.31E+02,224.733,2.89E+01
168,195,-1.15E+02,-1.15E+02,95.982,-1.27E+02,93.474,4.00E+01
171,195,-1.17E+02,-1.17E+02,244.979,-1.30E+02,240.501,3.48E+01
174,195,-1.14E+02,-1.14E+02,92.864,-1.26E+02,91.996,4.00E+01
177,195,-1.16E+02,-1.16E+02,253.985,-1.28E+02,253.55,4.00E+01
180,195,-1.12E+02,-1.13E+02,91.46,-1.24E+02,91.461,4.00E+01
0,198,-7.53E+01,-7.57E+01,170.356,-8.55E+01,350.356,4.00E+01
3,198,-8.79E+01,-8.83E+01,197.804,-9.80E+01,18.21,4.00E+01
6,198,-9.97E+01,-1.00E+02,208.23,-1.10E+02,24.236,3.43E+01
9,198,-9.12E+01,-9.17E+01,120.566,-1.02E+02,301.694,4.00E+01
12,198,-9.22E+01,-9.26E+01,356.444,-1.02E+02,177.448,4.00E+01
15,198,-9.55E+01,-9.60E+01,223.88,-1.06E+02,44.074,4.00E+01
18,198,-9.96E+01,-1.00E+02,91.184,-1.10E+02,270.06,4.00E+01
21,198,-1.03E+02,-1.03E+02,321.217,-1.13E+02,139.369,4.00E+01
24,198,-1.04E+02,-1.04E+02,184.478,-1.14E+02,5.318,4.00E+01
27,198,-1.04E+02,-1.04E+02,33.974,-1.14E+02,216.678,3.73E+01
30,198,-1.04E+02,-1.05E+02,233.505,-1.14E+02,56.746,3.55E+01
33,198,-1.05E+02,-1.05E+02,67.454,-1.15E+02,250.501,3.58E+01
36,198,-1.06E+02,-1.06E+02,257.099,-1.15E+02,79.323,3.84E+01
39,198,-1.07E+02,-1.08E+02,82.949,-1.17E+02,264.208,4.00E+01
42,198,-1.08E+02,-1.09E+02,267.277,-1.18E+02,87.078,4.00E+01
45,198,-1.10E+02,-1.11E+02,91.173,-1.19E+02,268.641,3.69E+01
48,198,-1.12E+02,-1.13E+02,274.229,-1.21E+02,88.831,3.04E+01
51,198,-1.14E+02,-1.15E+02,97.935,-1.24E+02,269.322,2.66E+01
54,198,-1.17E+02,-1.17E+02,282.85,-1.27E+02,91.51,2.49E+01
57,198,-1.19E+02,-1.20E+02,109.557,-1.31E+02,280.898,2.86E+01
60,198,-1.22E+02,-1.22E+02,299.871,-1.35E+02,129.368,2.89E+01
63,198,-1.23E+02,-1.23E+02,128.747,-1.34E+02,340.027,1.69E+01
66,198,-1.24E+02,-1.25E+02,314.542,-1.32E+02,168.855,1.32E+01
69,198,-1.25E+02,-1.26E+02,138.181,-1.31E+02,345.169,1.38E+01
72,198,-1.26E+02,-1.28E+02,314.836,-1.31E+02,155.373,1.53E+01
75,198,-1.30E+02,-1.33E+02,132.135,-1.33E+02,318.866,2.46E+01
78,198,-1.35E+02,-1.40E+02,324.752,-1.36E+02,111,1.10E+01
81,198,-1.41E+02,-1.50E+02,228.905,-1.42E+02,220.166,2.57E+01
84,198,-1.36E+02,-1.41E+02,116.195,-1.37E+02,331.688,1.07E+01
87,198,-1.32E+02,-1.38E+02,311.225,-1.34E+02,131.424,4.00E+01
90,198,-1.33E+02,-1.38E+02,163.289,-1.34E+02,302.736,9.67E+00
93,198,-1.35E+02,-1.36E+02,8.837,-1.42E+02,141.887,1.02E+01
96,198,-1.34E+02,-1.38E+02,188.584,-1.36E+02,73.703,4.60E+00
99,198,-1.31E+02,-1.45E+02,205.106,-1.31E+02,261.729,1.59E+01
102,198,-1.30E+02,-1.32E+02,0.111,-1.35E+02,100.916,3.44E+00
105,198,-1.28E+02,-1.30E+02,163.708,-1.34E+02,38.078,7.26E+00
108,198,-1.26E+02,-1.31E+02,339.652,-1.27E+02,246.649,4.10E+00
111,198,-1.26E+02,-1.30E+02,197.429,-1.27E+02,100.064,3.06E+00
114,198,-1.22E+02,-1.24E+02,35.642,-1.27E+02,343.697,6.69E+00
117,198,-1.21E+02,-1.23E+02,217.825,-1.25E+02,200.138,1.63E+01
120,198,-1.25E+02,-1.28E+02,45.805,-1.28E+02,58.812,1.89E+01
123,198,-1.28E+02,-1.32E+02,248.783,-1.31E+02,315.948,3.70E+00
126,198,-1.25E+02,-1.25E+02,53.257,-1.38E+02,191.18,1.67E+01
129,198,-1.22E+02,-1.23E+02,229.191,-1.32E+02,152.707,8.87E+00
132,198,-1.28E+02,-1.30E+02,86.056,-1.32E+02,16.353,3.95E+00
135,198,-1.28E+02,-1.31E+02,272.779,-1.32E+02,276.846,2.90E+01
138,198,-1.22E+02,-1.22E+02,49.773,-1.36E+02,65.077,2.57E+01
141,198,-1.25E+02,-1.25E+02,249.18,-1.36E+02,216.226,1.67E+01
144,198,-1.25E+02,-1.26E+02,92.61,-1.33E+02,96.891,3.18E+01
