#Parameters = {s=15}
#"Wavelength / nm"	"Total ACS [pw] [Real Part]"
#----------------------------------------------
400.00000000000	15189768.245449
401.00000000000	15799727.053486
402.00000000000	16437536.900270
403.00000000000	17002475.699341
404.00000000000	17463457.668574
405.00000000000	17869338.356977
406.00000000000	18290807.856028
407.00000000000	18752615.267164
408.00000000000	19213624.277617
409.00000000000	19604563.417601
410.00000000000	19884799.462635
411.00000000000	20070060.763268
412.00000000000	20212270.765634
413.00000000000	20352410.968482
414.00000000000	20486003.493192
415.00000000000	20567121.319130
416.00000000000	20545542.593814
417.00000000000	20407060.719282
418.00000000000	20186422.130631
419.00000000000	19943287.024049
420.00000000000	19717835.544946
421.00000000000	19499984.702170
422.00000000000	19234671.942011
423.00000000000	18862219.547056
424.00000000000	18365608.160829
425.00000000000	17789883.161812
426.00000000000	17218082.536520
427.00000000000	16718679.491676
428.00000000000	16298326.716174
429.00000000000	15896453.039416
430.00000000000	15428503.748985
435.00000000000	12549437.903176
440.00000000000	10354537.722346
445.00000000000	8869486.0557082
450.00000000000	7019376.5609910
455.00000000000	6230674.7780227
460.00000000000	5349515.5117895
465.00000000000	4426647.0932857
470.00000000000	4294482.5129056
475.00000000000	3401915.4861706
480.00000000000	3486711.6529489
485.00000000000	2835922.3506044
490.00000000000	2913175.7529008
495.00000000000	2499708.7309700
500.00000000000	2580657.2426914
505.00000000000	2321847.8898584
510.00000000000	2505418.7182545
515.00000000000	2364643.9566626
520.00000000000	2791727.5155578
525.00000000000	2906851.6439029
526.00000000000	3056826.7208516
527.00000000000	3243934.5150944
528.00000000000	3446424.1158061
529.00000000000	3642700.6789435
530.00000000000	3817634.9459459
531.00000000000	3966553.6075605
532.00000000000	4095460.4574530
533.00000000000	4217890.6388890
534.00000000000	4349577.8699230
535.00000000000	4502404.1338926
536.00000000000	4679748.7595618
537.00000000000	4874392.5855006
538.00000000000	5069380.7816816
539.00000000000	5241720.3299088
540.00000000000	5367721.1892596
541.00000000000	5428439.3064731
542.00000000000	5413896.5721222
543.00000000000	5325209.8159751
544.00000000000	5174041.2947997
545.00000000000	4979685.7098531
546.00000000000	4764829.0385016
547.00000000000	4550921.7477816
548.00000000000	4354306.9327237
549.00000000000	4183863.6729846
550.00000000000	4040671.7296385
551.00000000000	3919489.1670136
552.00000000000	3811469.2708912
553.00000000000	3707424.4410140
554.00000000000	3600708.2378713
555.00000000000	3489197.0721556
556.00000000000	3375953.8023529
560.00000000000	3084809.2355692
564.00000000000	3391531.1421939
565.00000000000	3555896.0048217
566.00000000000	3741144.1962037
567.00000000000	3939765.4264848
568.00000000000	4145141.3229904
569.00000000000	4351438.6617813
570.00000000000	4553013.3391564
571.00000000000	4743609.7941148
572.00000000000	4915668.2748507
573.00000000000	5060012.6595179
574.00000000000	5166132.1550258
575.00000000000	5223090.0665520
576.00000000000	5220961.6810643
577.00000000000	5152527.9673454
578.00000000000	5014868.1857140
579.00000000000	4810545.5579575
580.00000000000	4548021.6729117
581.00000000000	4241219.0021699
582.00000000000	3908170.9346264
583.00000000000	3568984.6441397
584.00000000000	3243401.5002847
585.00000000000	2948367.5572765
586.00000000000	2695994.9222921
590.00000000000	2140929.2167331
595.00000000000	1789404.6277247
600.00000000000	1294893.7207457
#Parameters = {s=15}
#"Wavelength / nm"	"Total RCS [pw] [Real Part]"
#----------------------------------------------
400.00000000000	29553423.344211
401.00000000000	29102924.650692
402.00000000000	28550634.241092
403.00000000000	27964537.386544
404.00000000000	27463016.033728
405.00000000000	27119291.203491
406.00000000000	26903561.762354
407.00000000000	26710741.066920
408.00000000000	26449559.357730
409.00000000000	26118463.206476
410.00000000000	25806666.212956
411.00000000000	25621291.166904
412.00000000000	25601591.899580
413.00000000000	25689518.658040
414.00000000000	25778381.831007
415.00000000000	25798576.742194
416.00000000000	25771398.326946
417.00000000000	25789542.293380
418.00000000000	25941652.642960
419.00000000000	26241440.430382
420.00000000000	26616000.995131
421.00000000000	26961159.847522
422.00000000000	27219653.344563
423.00000000000	27422066.285803
424.00000000000	27660088.785093
425.00000000000	28013355.464550
426.00000000000	28485574.290511
427.00000000000	28997677.918329
428.00000000000	29441983.934121
429.00000000000	29757571.976233
430.00000000000	29972633.715181
435.00000000000	31782052.454921
440.00000000000	32711923.980384
445.00000000000	34020453.284216
450.00000000000	35151191.134934
455.00000000000	35779945.767034
460.00000000000	37305430.655375
465.00000000000	38031408.602954
470.00000000000	39469453.763104
475.00000000000	40650571.567634
480.00000000000	41890325.726058
485.00000000000	43383503.193169
490.00000000000	44506745.629383
495.00000000000	46068898.249100
500.00000000000	47106192.306207
505.00000000000	48532874.539279
510.00000000000	49465057.880604
515.00000000000	50513967.350470
520.00000000000	51272263.275424
525.00000000000	51562189.884828
526.00000000000	51706877.797122
527.00000000000	51828172.105997
528.00000000000	51893314.455777
529.00000000000	51880950.413950
530.00000000000	51786244.930105
531.00000000000	51622666.564976
532.00000000000	51417657.744864
533.00000000000	51205094.832607
534.00000000000	51017052.485794
535.00000000000	50875792.776212
536.00000000000	50789847.842277
537.00000000000	50754279.864838
538.00000000000	50754149.980725
539.00000000000	50771239.854178
540.00000000000	50791227.678238
541.00000000000	50808950.492471
542.00000000000	50830565.048053
543.00000000000	50872518.659796
544.00000000000	50956891.401268
545.00000000000	51104403.937057
546.00000000000	51328114.299105
547.00000000000	51628509.812570
548.00000000000	51991799.866018
549.00000000000	52391543.402842
550.00000000000	52793709.062850
551.00000000000	53163748.275942
552.00000000000	53473638.771995
553.00000000000	53707540.976860
554.00000000000	53864226.331368
555.00000000000	53956451.149137
556.00000000000	54006977.643530
560.00000000000	54239480.373055
564.00000000000	54445792.065430
565.00000000000	54331878.843660
566.00000000000	54120587.570036
567.00000000000	53819244.663715
568.00000000000	53449830.431320
569.00000000000	53045781.325050
570.00000000000	52646696.402895
571.00000000000	52292082.541937
572.00000000000	52015519.397371
573.00000000000	51840066.862603
574.00000000000	51775841.614379
575.00000000000	51819958.096899
576.00000000000	51958679.033908
577.00000000000	52170967.261676
578.00000000000	52432971.415648
579.00000000000	52722058.965416
580.00000000000	53019963.608848
581.00000000000	53314478.676118
582.00000000000	53599550.412071
583.00000000000	53874012.868418
584.00000000000	54139443.511477
585.00000000000	54397758.195441
586.00000000000	54649130.675545
590.00000000000	55486612.704192
595.00000000000	55682525.376239
600.00000000000	55423690.610360
