#Parameters = {s=30; v=35}
#"Wavelength / nm"	"Total ACS [pw] [Real Part]"
#----------------------------------------------
400.00000000000	14482279.467849
405.00000000000	17234004.797693
406.00000000000	17728693.187456
407.00000000000	18183977.401437
408.00000000000	18593962.608613
409.00000000000	18954171.160219
410.00000000000	19260637.095920
411.00000000000	19509631.364289
412.00000000000	19697300.045963
413.00000000000	19820138.902069
414.00000000000	19875442.652620
415.00000000000	19861726.886286
416.00000000000	19779033.413181
417.00000000000	19628718.067378
418.00000000000	19413123.432279
419.00000000000	19135234.533899
420.00000000000	18798462.443237
425.00000000000	16405154.595458
430.00000000000	13538657.228979
435.00000000000	10944820.527753
440.00000000000	8850589.7130038
445.00000000000	7265694.5793847
450.00000000000	6034973.2337198
455.00000000000	5130865.4340746
460.00000000000	4394857.2766892
465.00000000000	3851833.7990130
470.00000000000	3404213.3174375
475.00000000000	3041064.0432413
480.00000000000	2781155.4210753
485.00000000000	2525869.8452472
490.00000000000	2366726.5665457
495.00000000000	2235332.0299320
500.00000000000	2112933.4122761
505.00000000000	2103521.2829158
510.00000000000	2092811.0156897
515.00000000000	2149834.2378455
520.00000000000	2396209.9335623
525.00000000000	2727841.0825443
530.00000000000	3342295.3121597
535.00000000000	4345344.8253123
536.00000000000	4538728.5179260
537.00000000000	4710737.9845340
538.00000000000	4853981.6759446
539.00000000000	4962548.7459985
540.00000000000	5032443.3878290
541.00000000000	5061815.6291799
542.00000000000	5050984.2162283
543.00000000000	5002284.4468361
544.00000000000	4919722.5276591
545.00000000000	4808549.0627344
546.00000000000	4674741.5728918
547.00000000000	4524521.0772849
548.00000000000	4363920.9768391
549.00000000000	4198448.7883056
550.00000000000	4032888.2637993
555.00000000000	3321520.4051489
560.00000000000	3028180.7398327
565.00000000000	3424209.0751579
570.00000000000	4342774.5889784
571.00000000000	4515371.8648274
572.00000000000	4662822.7829421
573.00000000000	4776745.8366610
574.00000000000	4850112.9514154
575.00000000000	4877741.9298615
576.00000000000	4856639.1349503
577.00000000000	4786209.7702317
578.00000000000	4668211.2687845
579.00000000000	4506685.9649558
580.00000000000	4307667.8182769
581.00000000000	4078760.1685041
582.00000000000	3828598.5415377
583.00000000000	3566346.3829174
584.00000000000	3301121.3428004
585.00000000000	3041403.8216149
590.00000000000	2031926.1841277
595.00000000000	1604025.6061285
600.00000000000	1395579.7598128
#Parameters = {s=30; v=35}
#"Wavelength / nm"	"Total RCS [pw] [Real Part]"
#----------------------------------------------
400.00000000000	39971179.046109
405.00000000000	36438664.835359
406.00000000000	35596675.208120
407.00000000000	34753738.763434
408.00000000000	33928912.376991
409.00000000000	33138195.965040
410.00000000000	32394631.638911
411.00000000000	31709175.365609
412.00000000000	31091483.841230
413.00000000000	30550299.148044
414.00000000000	30093076.375013
415.00000000000	29725131.556574
416.00000000000	29448879.812346
417.00000000000	29263545.335946
418.00000000000	29165575.806207
419.00000000000	29149836.489115
420.00000000000	29210909.102808
425.00000000000	30540124.878306
430.00000000000	33176686.843946
435.00000000000	36323584.541322
440.00000000000	39570241.460560
445.00000000000	42598655.675704
450.00000000000	45435343.721510
455.00000000000	47973044.502658
460.00000000000	50325850.577436
465.00000000000	52452027.335386
470.00000000000	54390501.872859
475.00000000000	56213837.724467
480.00000000000	57818396.682296
485.00000000000	59371287.211633
490.00000000000	60752282.895548
495.00000000000	62000420.292695
500.00000000000	63214104.643309
505.00000000000	64197219.747152
510.00000000000	65102641.559725
515.00000000000	65890533.794651
520.00000000000	66303159.179342
525.00000000000	66489248.638058
530.00000000000	66152597.277224
535.00000000000	64940082.013503
536.00000000000	64666557.468400
537.00000000000	64415359.458998
538.00000000000	64200834.716439
539.00000000000	64035417.701997
540.00000000000	63928705.865617
541.00000000000	63886823.074818
542.00000000000	63912138.613050
543.00000000000	64003350.996317
544.00000000000	64155917.127909
545.00000000000	64362604.190401
546.00000000000	64614466.052616
547.00000000000	64901598.643848
548.00000000000	65213973.011770
549.00000000000	65542102.898954
550.00000000000	65877490.982779
555.00000000000	67445207.403338
560.00000000000	68393417.893309
565.00000000000	68129808.600949
570.00000000000	66772517.417580
571.00000000000	66491255.561925
572.00000000000	66245327.955637
573.00000000000	66050841.810393
574.00000000000	65921589.360236
575.00000000000	65868301.554134
576.00000000000	65898064.582667
577.00000000000	66013868.454370
578.00000000000	66214157.121760
579.00000000000	66493280.179575
580.00000000000	66841947.814729
581.00000000000	67247816.916204
582.00000000000	67696158.494369
583.00000000000	68171184.916400
584.00000000000	68657090.885199
585.00000000000	69138465.273223
590.00000000000	71093725.521049
595.00000000000	72048981.014701
600.00000000000	72572355.184184
