400,19712339.12,19756025.86,19787399.93
405,18879680.47,18962318.36,19027042.29
410,18541249.28,18618535.75,18674679.41
415,18622767.23,18680382.24,18715928
420,19108877.58,19142569.6,19154936.02
425,19938907.57,19952679.56,19948361.6
430,20951911.73,20972788.66,20981005.02
435,22069672.42,22138597.46,22199706.49
440,23343594.08,23491143.65,23632738.49
445,24829683.42,25064436.58,25292485.8
450,26549807.91,26861341.08,27162204.58
455,28478104.49,28850184.92,29204655.14
460,30511677.96,30928037.02,31319476.93
465,32516993.75,32960240.45,33372545.97
470,34346723.03,34790697.24,35201444.95
475,36031818.98,36431766.43,36796202.24
480,37694260.88,38031265.63,38326313.94
485,39191701.33,39477101.1,39715726.48
490,40203755.47,40446294.09,40642238.22
495,40818548.13,40976734.75,41090846.83
500,41438095.47,41507509.61,41529420.91
505,41726663.53,41746719.87,41719578.22
510,41368210.84,41329962.78,41250095.54
515,40984359.42,40864926.97,40703759.44
520,40338887.31,40187540.88,39996053.19
525,38947933.45,38761544.79,38541788.46
530,37455132.46,37227463.11,36967758.79
535,35507151.42,35292143.54,35049634.14
540,33846618.68,33634583.17,33397368.18
545,33875542.36,33673169.29,33443807.16
550,34056536.92,33840866.73,33601588.37
555,33966565.35,33731880.27,33473841.08
560,32991333.74,32778322.15,32546722.07
565,31693256.99,31482223.08,31254519.85
570,30040401.61,29873796.57,29693788.58
575,28887404.54,28740465.54,28579783.65
580,29368798.58,29245593.16,29108443.76
585,29914402.24,29785711.74,29643560.46
590,30075916.03,29984157.44,29881607.67
595,29887272.08,29810637.59,29723986.85
600,29816749.96,29788378.7,29752010.63
