#Parameters = {s=15}
#"Wavelength / nm"	"Total ACS [pw] [Real Part]"
#----------------------------------------------
400.00000000000	15243423.912084
401.00000000000	15653060.694499
402.00000000000	16085496.073708
403.00000000000	16611510.392795
404.00000000000	17210169.088190
405.00000000000	17795932.384079
406.00000000000	18293537.224597
407.00000000000	18691573.071128
408.00000000000	19035427.378429
409.00000000000	19376278.989244
410.00000000000	19724412.244698
411.00000000000	20044017.967082
412.00000000000	20287253.910267
413.00000000000	20434254.446834
414.00000000000	20505242.064468
415.00000000000	20537640.141186
416.00000000000	20550494.772480
417.00000000000	20527431.924178
418.00000000000	20432355.625027
419.00000000000	20243607.916310
420.00000000000	19975932.083146
421.00000000000	19671622.529368
422.00000000000	19366318.122464
423.00000000000	19058540.047132
424.00000000000	18709152.344032
425.00000000000	18273441.892691
426.00000000000	17742013.750108
427.00000000000	17157943.943991
428.00000000000	16591603.593670
429.00000000000	16092085.655251
430.00000000000	15652059.577279
435.00000000000	12873789.778245
440.00000000000	10869785.965919
445.00000000000	8909972.7350870
450.00000000000	7261572.5485676
455.00000000000	6500943.7590833
460.00000000000	5288585.9548059
465.00000000000	4716287.6149334
470.00000000000	4248664.0028380
475.00000000000	3546235.0384479
480.00000000000	3532356.7131862
485.00000000000	2864996.7577676
490.00000000000	3005405.4959383
495.00000000000	2479233.3279596
500.00000000000	2670894.4332883
505.00000000000	2294881.0794459
510.00000000000	2563468.3119882
515.00000000000	2350895.1436471
520.00000000000	2795023.2422959
525.00000000000	2903055.7027340
526.00000000000	3016519.9805177
527.00000000000	3173897.2549545
528.00000000000	3360396.2500729
529.00000000000	3556910.9277748
530.00000000000	3746066.6165705
531.00000000000	3917307.0031204
532.00000000000	4069154.6166309
533.00000000000	4208366.1715833
534.00000000000	4346510.9561024
535.00000000000	4494948.2560940
536.00000000000	4660114.7369625
537.00000000000	4840405.0527014
538.00000000000	5025359.9657698
539.00000000000	5197561.1706975
540.00000000000	5336481.0235951
541.00000000000	5423119.4221463
542.00000000000	5444249.3618254
543.00000000000	5395348.2056694
544.00000000000	5281402.2019731
545.00000000000	5115519.1961102
546.00000000000	4916058.6468384
547.00000000000	4702882.2247125
548.00000000000	4493704.7678548
549.00000000000	4301308.0180314
550.00000000000	4132209.4423582
551.00000000000	3986876.5806767
552.00000000000	3861193.9957909
553.00000000000	3748724.1543686
554.00000000000	3643106.3082611
555.00000000000	3540112.8200246
556.00000000000	3438897.4967642
560.00000000000	3145887.8768981
564.00000000000	3340326.5398261
565.00000000000	3482915.6989232
566.00000000000	3656024.0507184
567.00000000000	3853173.1336112
568.00000000000	4066931.5917097
569.00000000000	4289119.2814856
570.00000000000	4510859.8902142
571.00000000000	4722538.6991761
572.00000000000	4913855.8582681
573.00000000000	5074051.7005569
574.00000000000	5192418.1846745
575.00000000000	5259088.0949858
576.00000000000	5266033.4728968
577.00000000000	5208128.9447252
578.00000000000	5084088.3471947
579.00000000000	4897083.2704331
580.00000000000	4654873.7425539
581.00000000000	4369388.5940638
582.00000000000	4055731.9982628
583.00000000000	3730739.4796471
584.00000000000	3411259.7803003
585.00000000000	3112393.0537201
586.00000000000	2845938.6203212
590.00000000000	2179979.6716135
595.00000000000	1811929.3750768
600.00000000000	1367791.4814549
#Parameters = {s=15}
#"Wavelength / nm"	"Total RCS [pw] [Real Part]"
#----------------------------------------------
400.00000000000	33033968.820819
401.00000000000	32457027.699443
402.00000000000	31929703.959785
403.00000000000	31351536.299432
404.00000000000	30692051.740518
405.00000000000	30021338.928049
406.00000000000	29454187.007930
407.00000000000	29056550.833910
408.00000000000	28794203.310527
409.00000000000	28565847.510129
410.00000000000	28290679.163572
411.00000000000	27976024.568515
412.00000000000	27709371.498269
413.00000000000	27584060.049414
414.00000000000	27621947.350435
415.00000000000	27756470.467557
416.00000000000	27887874.013209
417.00000000000	27963467.057664
418.00000000000	28017583.768511
419.00000000000	28140633.918206
420.00000000000	28403743.324919
421.00000000000	28800061.844825
422.00000000000	29247747.170535
423.00000000000	29650945.367901
424.00000000000	29970117.163163
425.00000000000	30247633.027309
426.00000000000	30570418.994784
427.00000000000	30999608.323968
428.00000000000	31519719.475344
429.00000000000	32045396.078550
430.00000000000	32480195.906719
435.00000000000	33887519.278128
440.00000000000	34903404.779637
445.00000000000	35900279.158564
450.00000000000	36006531.604250
455.00000000000	36562820.461474
460.00000000000	37109334.388018
465.00000000000	37336802.848556
470.00000000000	38438638.617648
475.00000000000	38793506.073110
480.00000000000	40143009.843413
485.00000000000	40834262.280555
490.00000000000	42259631.261195
495.00000000000	43202316.945575
500.00000000000	44666036.352862
505.00000000000	45637029.961616
510.00000000000	47115174.022729
515.00000000000	47863685.055377
520.00000000000	49212662.037425
525.00000000000	49439619.956696
526.00000000000	49583491.497521
527.00000000000	49765887.199375
528.00000000000	49951382.728928
529.00000000000	50098505.581250
530.00000000000	50171442.826799
531.00000000000	50151333.753648
532.00000000000	50041225.482926
533.00000000000	49865188.749054
534.00000000000	49661973.862239
535.00000000000	49474255.045868
536.00000000000	49337967.820684
537.00000000000	49274270.928525
538.00000000000	49285560.144526
539.00000000000	49357596.781525
540.00000000000	49466165.903219
541.00000000000	49585809.134435
542.00000000000	49698281.232060
543.00000000000	49798725.045853
544.00000000000	49897128.137675
545.00000000000	50014768.655075
546.00000000000	50177623.333857
547.00000000000	50407995.856720
548.00000000000	50716971.653628
549.00000000000	51099562.507414
550.00000000000	51534391.722576
551.00000000000	51987653.155813
552.00000000000	52420411.754899
553.00000000000	52797216.712395
554.00000000000	53093650.715195
555.00000000000	53301499.323505
556.00000000000	53429799.052698
560.00000000000	53672030.692550
564.00000000000	54134197.037657
565.00000000000	54163724.605425
566.00000000000	54099965.814507
567.00000000000	53929956.928682
568.00000000000	53658396.960857
569.00000000000	53307890.575914
570.00000000000	52915804.336160
