400,15231172.4,33603284.46
401,15653296.39,32952077.07
402,16080445.21,32397296.35
403,16590600.1,31842467.11
404,17176811.76,31215472.31
405,17762699.41,30539155.14
406,18271735.47,29917434.02
407,18683548.79,29449054.74
408,19034569.19,29145189.39
409,19373477.48,28923112.7
410,19715468.89,28680033.92
411,20032321.4,28382171.47
412,20280207.14,28092604.65
413,20436881.02,27916057.69
414,20516513.96,27909659.35
415,20552334.73,28035434.86
416,20564470.11,28192665.26
417,20541433.73,28300792.92
418,20450984.63,28363314.57
419,20270692.61,28461568.94
420,20010621.54,28685335.07
421,19708795.65,29058042.98
422,19401002.66,29515740.13
423,19090459.47,29954839.18
424,18743404.94,30309382.8
425,18316458.88,30597222.39
426,17795926.95,30900827.23
427,17217950.64,31299337.69
428,16648731.8,31803743.66
429,16139492.08,32343933.65
430,15690198.97,32816808.4
435,12933236.88,34204127.46
440,10911587.89,35288257.22
445,8925670.317,36210104.46
450,7301120.797,36240674.23
455,6517049.731,36793996.46
460,5298895.662,37199954.65
465,4741158.63,37407215.83
470,4246739.915,38422619.53
475,3566578.597,38710114.82
480,3530855.988,40035431.54
485,2877758.175,40643891.82
490,3006291.5,42080351.72
495,2486664.26,42949057.38
500,2671949.407,44445745.54
505,2300638.168,45360041.33
510,2561700.607,46882695.56
515,2356552.719,47600056.09
520,2788825.086,48991280.45
525,2906784.733,49222874.7
526,3018225.407,49360333.17
527,3172228.508,49541778.95
528,3354872.227,49733559.15
529,3548035.677,49893794.88
530,3735149.747,49984279.52
531,3906076.304,49982533.02
532,4059271.021,49887849.04
533,4200998.466,49721457.16
534,4342072.638,49521030.58
535,4493074.524,49330010.84
536,4659863.568,49186715.18
537,4840626.467,49115509.42
538,5025113.269,49121865.88
539,5196441.714,49193666
540,5334793.537,49307189.94
541,5421824.377,49435949.41
542,5444711.299,49559401.15
543,5398955.285,49669866.19
544,5289160.91,49774806.26
545,5127739.206,49893987.09
546,4932204.772,50053306.17
547,4721648.588,50276428.6
548,4513283.288,50576867.84
549,4319781.089,50952480.99
550,4147973.022,51384388.92
551,3998987.473,51840398.22
552,3869538.369,52281775.12
553,3753996.026,52671923.63
554,3646577.187,52984241.44
555,3543269.089,53207870.7
556,3443037.925,53349320.47
560,3154509.118,53602023
564,3335839.071,54074653.17
565,3474599.267,54117295.73
566,3644992.769,54069462.19
567,3840950.129,53915963.48
568,4055133.205,53659037.07
569,4279160.628,53319221.35
570,4503712.802,52932501.84
571,4718621.389,52544393.27
572,4913060.042,52202412.29
573,5075878.926,51948282.24
574,5196197.33,51811376.55
575,5264203.831,51804976.04
576,5272114.462,51925353.5
577,5215143.674,52154040.56
578,5092332.216,52462437.23
579,4907057.948,52817689.95
580,4667106.681,53188611.68
581,4384219.861,53550502.85
582,4073138.541,53888024.72
583,3750238.566,54195813.4
584,3431917.237,54476951.31
585,3132939.638,54739880.85
586,2864978.99,54994584.54
590,2184597.659,56011362.93
595,1814367.013,56720949.44
600,1377120.598,56549623.56
